Transliterated_Comment,sarcasm_label
Kesa reporter he yeee........gobr khata h kya,sarcastic
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic
How stupid they are behaving they are against something but they don't have any right to insult India flag which is proud of India and Indians as well wer people recognise Indian people by flag but somewer they are born in India from India,non-sarcastic
Kuch nhi bus 75 bale Ka Kamal hai face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
"he raama dubaaraa mata aanaa aba yahaa.n lakhana hanumaana nahee|| sau karo.da ina murdon men aba bachee kisee men jaana naheen|| bhaaeechaare ke chakkara men, 5242 bahanon ki ijjata kaa bhaana naheen|| itihaasa thaka gayaa ro-rokara, aba bhagavaa kaa abhimaana naheen || yaada inhen basa akabara hai, usa raanaa kaa balidaana nahee || haldeeghaatee sunasaana huee, aba chetaka kaa toophaana nahee|| hindoo bhee hone lage daphana, aba jalane ko shamasaana naheen|| videshee dharama hee sabakucha hai, sanaatana kaa sammaana nahee || hindoo ba.nta gayaa jaatiyon men, aba hogaa yoo.n kalyaana naheen|| suaron aura bhe.diyon kee, aabaadee kaa anumaana naheen|| khatare men hain sinha saavaka, isakaa unako kucha dhyaana naheen|| chahu.n ora sanaatana lajjita hai, kucha milataa hai parinaama naheen|| veera shivaa kee kootaneeti, aura raanaa kaa abhimaana nahee || jo chunaa diyaa deevaaron men, guru putron kaa sammaana nahee || he raama dubaaraa mata aanaa| aba yahaan lakhana hanumaana nahee|| crying_face",non-sarcastic
Trailer dekh kar jali na jali na face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
nehru ke liye aj se respect gayi gand marane... betichood nehru,sarcastic
Mai to dekhte hue hi 4-5 baar gir gya face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
godi media apne charche khata khat khata khat,sarcastic
Must be immediately banned and all that land must go their original owners,sarcastic
raaja saaheba hilaa ghyaa ekadaa tumachyaa aadsattyaata....,sarcastic
aava raande too konaachyaa potachee aahe he tulaa maaheeta aahe kaa,sarcastic
eesiliye isane janbujhkar hindu dharm ko target kiya hai kyunki use pata hai hindu kuchh nahin kar payega.,sarcastic
hain nahi lekin ab jihad fi sabillillah bolne or krne ka time agaya hai red_heart raising_hands,sarcastic
dekh be german shephard brain wash ki dukan !!!!,sarcastic
Kuch nhi bas do tamache m moot degi enraged_face,non-sarcastic
Jb pata na ho tho german Shepherd bokha na kre face_with_tears_of_joy,non-sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing owl owl owl owl owl,non-sarcastic
This is Why Indian Media Ranking at #161 out of #180 sleeping_face,sarcastic
aare ooo bh*n k lo**** tere jije lage k ye,sarcastic
रावन ची बहीन भेटली रे शुर्पनखा face_with_hand_over_mouth rolling_on_the_floor_laughing,non-sarcastic
tumhaaraa abboo jaana ne kucha naheen kiyaa kyaa,non-sarcastic
June ke month mai April fool bn gye face_with_tears_of_joy,sarcastic
ye rand kiti nich ahes hi bai udhav chya tondatun boltey.udhav thu tuja jindgiwar,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
Mazaak Kiya Tha Rahul Gandhi Ne face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
ha yar hijada hai enraged_face enraged_face enraged_face enraged_face,non-sarcastic
Or dar ki ma ki cuet face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
yaha sirpha muslima mahilaaen hain aapa aisaa baata mata kiyaakeejie,non-sarcastic
ranadhee ko bolo hama se mile,non-sarcastic
pahle tho padle bs check_mark_button k,sarcastic
tum log itna chutiya kaise ho sakte ho,sarcastic
Aap Knaolqdge ki dag deni padegi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy kaha kaha gumke aaye ho face_with_tears_of_joy,sarcastic
Eat 5 star star & Mountain dew= darhh ki ma ki chood.... face_with_tears_of_joy winking_face,non-sarcastic
inhee kaaranon se hamane to uttaraakhanda kaangresa kaa khataakhata khataakhata saphaayaa kara diyaa hai face_with_tears_of_joy,non-sarcastic
Seating chief minister ka matalab nhi jante bjp andhbhakt face_with_tears_of_joy,non-sarcastic
Hi chukun paida zali like kra face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Ja tere mamu aye hai..tujhe chodne aye hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
yer khud hii raste ki paidaish hogi..... pig ki aulad hogi......,sarcastic
Mataye behno se gujarish hai bina paise liye wapas nahi hatna folded_hands folded_hands folded_hands,non-sarcastic
dekho dosto humare desh mein neta se jyada yeh zaherili media zaher ghool rahi hai.......,non-sarcastic
Hamlog chutiye he a dek rahe ho . grinning_face_with_sweat,non-sarcastic
dekh le mansikta madharcodon ki wah beta clapping_hands,sarcastic
ab modi kya kar raha sirf foreigner chodne jata hai sala,sarcastic
daanaa taakoona ghodaa udavoona ghetalaasa chaangalaacha nistara aataa tujhan tu...ra.cpa karatoya face_with_tears_of_joy,non-sarcastic
kyo teri maki chil kave le gaye kya face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
gravity gai ma chuda ne aysi koi chiz hi nhi hoti... clown_face,non-sarcastic
Aur do chorwa log ko vote face_with_tears_of_joy,sarcastic
public ko q bhrka raha hai,non-sarcastic
sudhaanshu be like_ tere bas ki bat nhi bap ko bula,non-sarcastic
Dhruv Rathi wo t talk about this why ?? He would be quiet shushing_face or ye secular Hindus ji dhurv Rathi ko maan te hai ye dekh lo Aise hi desh ko duba denge minorities Khatre mei hai ye hai inka khatra clown_face,sarcastic
Script proper ni thi educated peoples ki face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Madhirchod can’t show power in home land face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy india moai,non-sarcastic
Fake News 2022 main BJP ke hote hue aaisa ho sakta hai kya? face_with_tears_of_joy,sarcastic
eendia eendia eendia eendia eendia eendia,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy shi khela,non-sarcastic
Jay shree Ram triangular_flag triangular_flag triangular_flag enraged_face enraged_face enraged_face enraged_face enraged_face . Follow me Ram Ram,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy याला boltat smiling_face_with_hearts बेअक्कल लोग....,sarcastic
kaba andhabhakton vo bola rahaa hai pahalee baara koee sitting cn tuma loga jinakaa naama bataa rahe ho eka bhee cn nahee hai dhruva raathee phaikta bataataa hai para tuma loga bjp ke jhootha men bahuta khusha ho chaahe maara jaaoge kisee ko maara doja para sacha nahee suna paa rahe kyonki modee phansa jaaegaa sacha se,non-sarcastic
Jai shree ram red_heart triangular_flag triangular_flag,non-sarcastic
Bike crash cross_mark_button truck crash check_mark_button,non-sarcastic
Proud To be Muslim vale kidhar gye face_with_tears_of_joy face_with_tears_of_joy,sarcastic
kisi v desh da flag eda nhi krna chaida...twada haq apni jgha eda krna glt a,non-sarcastic
यूपी cross_mark मिनी पाकिस्तान check_mark_button hundred_points,non-sarcastic
