Transliterated_Comment,sarcasm_label
jis hindu ne bjp ko vote nahi diya bo he,sarcastic
ooski chut m khujli h bhai,sarcastic
dekh re chutiye ab faltu ka gyan nahin pelna skull,sarcastic
Pr 2026 me toh duniya khtm hai smiling_face_with_heart-eyes,non-sarcastic
agara de die to agalee baara unhen vota denaa naheen die to unhen jindagee men vota mata denaa kaana paka.da lenaa bhaarata kee janataa jayachanda,sarcastic
Saram aani chahiye kam se kam ayodhya me to harne nhi dete crying_face crying_face crying_face,non-sarcastic
Do nothing bcz dar ki maa ki c..ot face_with_tears_of_joy face_with_tears_of_joy,sarcastic
kal uncle ji iski bhi chod ana maiya isne kehna chudgyi chugyi to kya,non-sarcastic
dhruv rathi aur anurag ojha ko dekhao sale logo ko,sarcastic
Relax guys inke bache allah ki den hai face_with_tears_of_joy,sarcastic
Allah khud kabristan Main rhata hai to masjid kese Zinda rahega face_with_tears_of_joy face_with_tears_of_joy,sarcastic
isako hotala men le jaao oopara neeche se dono ora se karo,non-sarcastic
bimul ni khatm hona chaiye ye,non-sarcastic
nautan dew cross_mark darr ki ma ki chutt check_mark_button moai,non-sarcastic
Ye sab lalci log hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
chal na jhatu kch nhi bolta h,sarcastic
Wow kya baat hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Average Indian serials be like face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
nyootana kee to ma hi chod liya in logo ne,sarcastic
Ye sb Star Plus hi ker sakta hee dosto smirking_face rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic
face_with_tears_of_joy reel video banane ke liye gravity ka time break,non-sarcastic
hijde hai enraged_face enraged_face enraged_face enraged_face,non-sarcastic
jaya jaya shree raama triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic
BJP always winning fire fire red_heart red_heart,non-sarcastic
nachine mein alu dalo sona nikalega,sarcastic
1 lakh rupiya cross_mark lod* lelo mera check_mark_button,sarcastic
Mension house ka fire power moai fire check_mark_button face_with_tears_of_joy,non-sarcastic
Masjid should also belong to the Indian government,non-sarcastic
habibi come to #india moai eendia,non-sarcastic
tenshana gheoo nako bhaavaa tyaane teenashe oleechaa nibandha lihilaa to ajoona 200 vaadhava 500 chaa lihoona taaka,sarcastic
Islam Zindabad face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy Ye h islam ki khubsurti,non-sarcastic
jai shree ram triangular_flag triangular_flag triangular_flag,non-sarcastic
Now i am quite confirmed that he is been sponsored to do it so . thumbs_up,non-sarcastic
Some nationwide news channel needs to cover this @,non-sarcastic
Paison ke chakkr me vote dene ka nuksan face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Iske samne Indian daramas bhi fell he face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
tera bap hai re lovde ye banda,non-sarcastic
Burkhe mein bol rahe ho burkha hatakar bolo na face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy bolo bhai logon Sab Jay Shri Ram red_heart,sarcastic
ye waqf jaldi allha ko pyara hoga||,non-sarcastic
kaaya rate chaaluye re yaa baaee chaa maarketa madhe face_with_tears_of_joy roda vara yaa laagalee jaasta svasta aahe vaatatan face_with_tears_of_joy,non-sarcastic
Is ko jail me hona chahiye face_with_symbols_on_mouth face_with_symbols_on_mouth,sarcastic
Up wale hindu nhi hijde hai crying_face,sarcastic
ye kam sirf tum muslim hi kar sakte ho enraged_face,sarcastic
Meko nh dekhna ye sb slightly_smiling_face,non-sarcastic
hichya gandit land navryala sodun baslay hi baee hila bota ghalaychi savay ahe gandit mc.,non-sarcastic
pappu jhhuta he aur vote do saram ani chahiye,non-sarcastic
gareebo ki sahayta cross_mark_button musalmano ki sahayta check_mark_button,sarcastic
Modi respect button check_mark_button check_mark_button check_mark_button,sarcastic
Ary Bhai is k honto py goor kro zra .. Jo awaz AA rhi hai wo wo is k alfaz ni Hain .... check_mark_button check_mark_button,non-sarcastic
eesiliye kehte h aurton ko ghr se bahr na nikalo,sarcastic
rahul ko jitate jbhi to ata fire,non-sarcastic
ees bike wale ki ma ka busra,sarcastic
Waaaaa kya scene h beteee face_with_tears_of_joy face_with_tears_of_joy are mulle,sarcastic
Ye dhruv rathee chutiya h sala 1 no ka chutiya face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
rat ko bhai k sath sona h ya bap k sath face_with_tears_of_joy,non-sarcastic
hee pana jitoo uddeena chee bahina aahe,non-sarcastic
biker chutiye ki galti hai clean se,sarcastic
Gravity gai maa ***** rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
Okay now don't get offended but tell me how will you justify this yall people?,non-sarcastic
Democracy is under threat waale left the chat box ?,sarcastic
Or Aaj jo 56 islamic desh bne bethe h wo isi theory ka natizaa hai,non-sarcastic
Beta abdul kanha hai tu Tere papa log dhunde re hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Jlan to dekho inke face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
nooontaaeen dew daarr kee naaaa kee *****,non-sarcastic
Landi log dek Jay shree Ram red_heart red_heart red_heart red_heart red_heart,non-sarcastic
Bolo jai shree Ram fire fire triangular_flag triangular_flag triangular_flag,non-sarcastic
Nothing should be out of Supreme Court judiciary,non-sarcastic
show kiska sabko pata hai to kaun jitna chahiye face_with_tears_of_joy,sarcastic
"naa hindoo buraa hai, naa musalamaana buraa hai, jo ladaaee para utara aaye vò hara insaana buraa hai. jaya shreeraama sarpharaaja bhaaee triangular_flag triangular_flag folded_hands_light_skin_tone",non-sarcastic
Godi media once again with scripted video face_with_tears_of_joy,sarcastic
Thy are doing brand promotion face_with_crossed-out_eyes,non-sarcastic
Bhai wo piche khade do uncle ko deklo face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
tumachyaa aaeechee puchee raajakaaranaata prabhu raamalaa kashaalaa aanateya aaeeghaale enraged_face enraged_face,sarcastic
hee baaee disatecha ghaaneradyaa vichaarasaraneechee. manaata nehameecha ghaana vichaara yetaata heechyaa,non-sarcastic
eenke liye hitler hona padega hindu ko raising_hands fire,sarcastic
"There should be toilets named Dhruv Tatti, so that public can say, le mut diya proudly face_with_tears_of_joy",sarcastic
Ullu banaya bada maja aaya face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
red_heart allha hu Akbar smiling_face_with_heart-eyes red_heart red_heart red_heart red_heart,non-sarcastic
WhatsApp pe aya tha mujhe face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
crying_face crying_face crying_face crying_face crying_face crying_face crying_face crying_face,non-sarcastic
ye v fate condom ka hi natija hee,non-sarcastic
India India India India India India India India smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts,non-sarcastic
Mahilaye cross_mark sirf ek community ki mahialye check_mark_button rolling_on_the_floor_laughing,sarcastic
Ye sirf desh pe raj karna chahta hai ye sabse bada jhatu admi hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Cycle wale chap rhe h buldozer baba haff rhe h Jay samajwad Jay Akhilesh bicycle bicycle Belarus bouquet,sarcastic
Proudly to be hindu triangular_flag smiling_face_with_tear face_with_tears_of_joy,non-sarcastic
Allah ki ma ki chut face_with_tears_of_joy,non-sarcastic
wo sab thik lekin sarkar baithi na ki dalali chalu ho gayi hai wo bhi bata do ki nodi bhi kabhi bol gaye the 15 lakh khate mein a jayenge uska kya hua aaye bade black aand white show dikhane wale chatu giri kam karo thoda aaur news dekho 160 th rank kaisi huyi fire fire,sarcastic
Nonsense bike Wale face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
"fir kya jarurat thi tuze chutiyapa karne ki, kay ko hero ban ra tha",sarcastic
Modi is best leader good quality,non-sarcastic
Acha hua truck nahi tha nahi to Teri foto diwar pe tang jati,sarcastic
hijrde he up wale jabjab gaddaro ki bat ayigi tab tab up walo ka name age rahega,sarcastic
bhen k lode madrrchod teri bhen ki chut dawood ko pta chla na teri akhri report hogi,sarcastic
|yoopee me haara kaa asalee vajaha #laalacha,non-sarcastic
chocolate_bar beverage_box cross_mark bottle_with_popping_cork tropical_drink beer_mug check_mark_button,non-sarcastic
Mne reel bhut niche tak scroll kri pr ek single muslim ka cmnt nhi mila face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
hahaha matlab ap log chutiya ban gai achha laga sun k,sarcastic
dog dog bhooa mat kar cross_mark,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
