Transliterated_Comment,sarcasm_label
5 रुपए वाले फटे कंडोम की पैदाइश है भाई लोग face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
It is india bro ... Middle class people have to bear. Until its yogi sarkar,sarcastic
undgi bai he face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth,sarcastic
aaisi ldkiya mere hatte kyu nhi. chahti?,non-sarcastic
plz jagjao yr ab toh plz folded_hands folded_hands folded_hands,non-sarcastic
People who think Congress is a secular party clown_face,sarcastic
"Some legends says "" Ye Nehru aur Gandhi ne maa ch#diii Desh ki face_with_steam_from_nose hundred_points face_with_symbols_on_mouth """,sarcastic
eess jahil ko phirse jail vejo,sarcastic
fir bhi musalman khatare me hai ?!,sarcastic
hyaalaa mhanataata odhuna chota benbaataalaa laavaayachaa,sarcastic
komment kile krdo Banna h to face_with_tears_of_joy,non-sarcastic
please dont believe dhruv guys he is deemak for bharat,non-sarcastic
Tum logo ke post ki bajah se hi ye haal hai face_with_tears_of_joy,sarcastic
nai banduk nikal lunga tumhara khandan dar jaega,non-sarcastic
Bakwas start kar de face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
ग्रविटी कहा गये be face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Ye log chand par hai guys wahan gravity nhi hoti rolling_on_the_floor_laughing face_with_tears_of_joy,non-sarcastic
Aisse to poora mandir banne pr krna chaiye tha ye to saaf saaf rajneti.,non-sarcastic
Eat 5 star do nothing + Darr ke aage Jeet hai = Maut skull face_with_head-bandage,non-sarcastic
gande nale ke kere he ya mully,non-sarcastic
Are mhaa chutiya face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Inke baap ko dikhwo ye video face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
tail laga tha dabar ka nam mita hai babar ka abhi kam jari hai gyanwapi ka baki nathura ka kam bhi jari hai fire fire,non-sarcastic
tujhyaa aaee tikadecha ghaala maga shivasenaa madhye crying_face,non-sarcastic
sitting cm kaha hai bkl lodu bhakti.i am hindu par tum modi bhakt ho,sarcastic
Kaha h zinnda face_with_tears_of_joy face_with_tears_of_joy ... Jai shree raam red_heart,non-sarcastic
pakistan kisliye banaya gaya tha ? face_with_monocle,sarcastic
aabey laude admin modi ji se bol na ki war rukwa do papa dhruv p m thodi na hai,sarcastic
To yahi bat to Aapko samaji ki kisi ka china nhi chaiye tha face_with_tears_of_joy face_with_tears_of_joy Babar ke bulbule face_with_tears_of_joy,sarcastic
ये गू खाकर एंकरिंग करता है । face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth,non-sarcastic
"गाली देने वाले ,,लाइन में आ जाये,,, face_with_tears_of_joy face_with_tears_of_joy",non-sarcastic
kisne rakha per bhen ke lodo enraged_face tumhari ma ki chut,sarcastic
12 jhaalaa tulaa raamaayana naheen pahale,non-sarcastic
tere bap me bhi dam he,sarcastic
Hat bhosdike I rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic
Tu sabse bda aatankwadi hy hundred_points OK_hand_light_skin_tone enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic
"let's tag desha ke ekamaatra rakhavaalaa, taanaashaahee ko khatma karane vaalaa ko...aura bataao german, aba kahaan hai teraa so called kaॉntenta, aba naheen hai desha khatare men..? 4 joona ke baada se desha se taanaashaahee aise khatma huaa jaise tuma bhaarata se ho gae..! #apkapilla",sarcastic
India folded_hands folded_hands folded_hands folded_hands folded_hands India folded_hands red_heart,non-sarcastic
