Transliterated_Comment,sarcasm_label
eetni bhi azadi nehi deni thi in logo ko,sarcastic
nountain dew dar ke maki chud,sarcastic
yaha desha sanvidhaana taakata jisa men hindoo ko baara baara apamaanita honaa pa.dataa hai bahusankhya hone baada bhee hindoo sanvidhaana kee manaataa hai kutune saare hindoo virodhee kaanoona hone baada bhee to samajha nahee paataa,non-sarcastic
aabi usko iske bare me nhi pata h check_mark_button,non-sarcastic
Acha huwa bharat me nhi hai warna andhbhakt ise bhi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Mahesh Sar aap tattoo bahut Achcha banate hain,non-sarcastic
ye galt bat h. dharm se mazak nhi . party ayegi jaegi neta ayega jaega . but dharm 1 bar gya to sb barbad ho jaega,non-sarcastic
Does the media have anything else to report besides religion? I’m pretty sure there must be zillions of issues that need immediate attention right now but dude still chose to dissapoint ! face_vomiting face_vomiting face_vomiting face_vomiting face_vomiting,non-sarcastic
mp me sab anpadh or lundbhkt h face_with_tears_of_joy face_with_tears_of_joy,sarcastic
"No, this is Hindustan cross_mark not Pakistan",non-sarcastic
Pappu Ne UP walo Ko pappu bnadiya face_with_tears_of_joy,sarcastic
enraged_face enraged_face enraged_face thik ki h free m nhi banta hai gadi paise lgte hai sorry bol k nikl jane s gadi nhi bạn jata h,non-sarcastic
Fun fact Islam is 1400 yrs old but they claim 1500 yrs old temple.how hypocrite the waqf board is face_with_tears_of_joy,sarcastic
Kam sapne dekho zindagi puri ho jati hai magar khavab nhi rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing grinning_face_with_sweat,non-sarcastic
bat ko ghuma k tod marod k pes nah karen,non-sarcastic
Godi media ne ye nhi bataya ki Modi ne bhi mahlao se Vada Kiya tha 15lakh Dene ki face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Bina kuch sabooth bawjood jail me dalne ko there gar nahihe hindustan fire,non-sarcastic
tm apni auladon ko kahna lekin wo bhi kch nhi kar paye ge,non-sarcastic
q teri v aamma chod di thi ky,non-sarcastic
Fun fact Grandfather of Nehru was Ghiasuddin Gazi kotwal of Mughals baad me khud ko bachane ke lie naam change krke Gangadhar Nehru bana isi se samajh jao Gandhi family kya h,non-sarcastic
Ghanta dega or wo women chakkar lagati firegi life time. Or lalchiyo ke saath yhi hona tha face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy tum log isi layak ho or apna vote Barbaad kro lalchiyo face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy fire fire fire,sarcastic
ees jase inshan ko dhrti pe rhne ka koi hak nhi h kise ke dharam ke sath is trike ka kuch nhi karna chiye or ise ek bar dehli me laiye fir ham ise jutte or chapal see vot denge enraged_face enraged_face,sarcastic
UP cross_mark MP check_mark_button GUJRAT check_mark_button,non-sarcastic
buddha mansik roop se sathiya gaya hai skull,non-sarcastic
teri ma di lun sala motpena,non-sarcastic
face_with_open_mouth face_with_open_mouth face_with_open_mouth face_with_open_mouth face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Abe o City bol raha hai check_mark_button,non-sarcastic
Eat five star do nothing moai Dar k age Jeet hai,non-sarcastic
sab jhooth bola rahul gandhi ne..koi paisa nahi milega aplogo ko,non-sarcastic
Do nothing + dar ki ma ki chuth + cameraman never dies... Perfect package sparkles,sarcastic
aabe budhau khud ke andve khil vayega kya,sarcastic
fire fire fire fire fire fire,non-sarcastic
Khata khat khata khat face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
बोलने दे बेचारे को बुरा लगा है... face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
bhai kuch karoge iska bhi ya unfollow karna padega hume fire,sarcastic
"A channel critizes their own nationals due to their religious beliefs, shame",non-sarcastic
ek bar jake bata de dongri,non-sarcastic
इन सब में ग्रेविटी कहा गई face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
जाहिल कौम enraged_face enraged_face cross_mark cross_mark जिसने सबकुछ दिया उसके तो हुए नही enraged_face जिसने झुनझुना दिया उसे वोट किया enraged_face cross_mark cross_mark cross_mark cross_mark cross_mark अनपढ़ जाहिल भिखारी कौम,sarcastic
Tu ratri kuthe kuthe firti lokana mahiti ahe. Tujhi layki... face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy Zvdiii,non-sarcastic
duniya mai ashe koyee chij nhi jisa dara fire,non-sarcastic
ye vahee paise hai jo kaangresa ko videshee phanda milaa hai chunaavon men dhaandhalee karane ke lie para sarakaara naa banane kee vazaha se khuda nigala gae check_mark_button,sarcastic
