Transliterated_Comment,sarcasm_label
Me inki Amma bahen pr aajaunga face_with_tears_of_joy,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Bar bar pelne ki bat kr rhi h land Kahn se layegi f face_with_tears_of_joy,sarcastic
"sushmaa tujhyaa aaeechaa bhosadyaata kitee baapaannaa saamaana gelata tevadha saanga , tu tara gaavajhavaadee aahe suravaata tujhyaa aaeepaasuna karaavee laagela",non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
aura chuno raahula gaandhee ko.jitanaa hai paasa me vo bhee gamaa kara baithoge face_with_tears_of_joy,sarcastic
oop walo likho hum hi chutiye hai check_mark_button,sarcastic
yeh ajkal ki aaurto ko ho kya gaya hai neutral_face,non-sarcastic
narendra modi ji bhi wada kiye se ki sb ke account me 15lacs jayega toh kya sbko 15lacs mil gya kya ..,sarcastic
or jis din nahadev ko kisi ne dekh liya uska vo din antim din hi rhega,non-sarcastic
eka vaishyaa ko hee kandoma kee ahamiyata pataa hogee naa... face_with_tears_of_joy,non-sarcastic
Abbbb tu to gaya bete skull face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
too hola saale tere bolane se kucha nahee hotaa face_with_tears_of_joy,non-sarcastic
toh sarkar kaha bani na mandir bana nahi bhikhari pahle se agya or es chutiya ko ye news dikhana hi nahi chahiye ye toh congress sarkar ka mazak uda rahe hai.madi ne bhee toh 15lakh dene ko kaha tha modi ne kisko 15 lakh diye hai kya modi ki koi zuban nahi hai bhai sarkar kabhi bhee apna wada 100%poora nahi karti,sarcastic
face_with_tears_of_joy face_with_tears_of_joy bda hi nich abe jal gai h to mlhm lga le,sarcastic
