Transliterated_Comment,sarcasm_label
Right song lagaye ho bro smiling_face_with_sunglasses,non-sarcastic
Kitna bika hua aadmi hai re tu face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
"people saying another reason to vote for BJP, 10 saal to ho Gaye full majority mei , to kab khatam karenge waqf? jab opposition mei aa jaoge?",sarcastic
vakta baॉrda bhaarata ke lie kainsara hai,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Kaun kehta hai haram ka paisa haram hai inki kitab mein.... face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Baat Maruu jhat bhar g*nd marwau raat bhar face_with_tears_of_joy star_and_crescent hu latin_cross iya,sarcastic
jai shree ram triangular_flag triangular_flag triangular_flag,non-sarcastic
Mountain dew dar ki maa ki chut check_mark_button eat 5 star and do nothing check_mark_button,non-sarcastic
aare koi debate karao sir ka german. s k sath tb aiga maza skull fire,sarcastic
Achha h ham Hindu h triangular_flag check_mark_button,non-sarcastic
Jarman shepherd ke pass nahi pahucha abhi tak ye video enraged_face,non-sarcastic
bap bap hi hota hai nakli muslman rathi,non-sarcastic
Relax guys madarse khatam hone wale hain face_with_tears_of_joy,non-sarcastic
1500 saal purani mandir wakf ki property face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy when Islam didn't even exist,sarcastic
niyoga k baare men pataa hai,non-sarcastic
crying_face face_with_rolling_eyes face_with_tongue grimacing_face smiling_face_with_sunglasses grinning_squinting_face smiling_face_with_tear shushing_face beaming_face_with_smiling_eyes zipper-mouth_face,non-sarcastic
jaya shree mahaakaala trident_emblem trident_emblem trident_emblem om om om om trident_emblem trident_emblem trident_emblem trident_emblem triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy lol midia,non-sarcastic
72 horo maise 2 mil gai chalo pakistan face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy me bhi ram lalla ko virajman karenge jay sree ram fire,sarcastic
Le ho gaya popat rathee tere studies kaaa rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic
5star + mountaindew=vimal pan masala face_with_tears_of_joy bolo zuba Keshri face_with_tears_of_joy,sarcastic
ooda dena chahiya tha sale ko,sarcastic
Bol te reh koi fark nhi padega rolling_on_the_floor_laughing,non-sarcastic
Bikers backhand_index_pointing_up backhand_index_pointing_up backhand_index_pointing_up Ghuu ki aulaad hai rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic
aantee jee raamaayana chaana paddhateene kaa vaachalee naahee tumachaa navaraa dusaryaa baaee che ushte bora tara khaata naahee naa,non-sarcastic
jisakee khuda kee jeba phatee hotee hai vaha doosare ko paise naheen ba.dhate| raahula khaana kee phatee jeba face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Gravity gai maa chudane face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Mama chod beta enraged_face enraged_face enraged_face enraged_face rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
Rahul Gandhi said that if his party came to power in centre so they apply mahalakshmi scheme in the account of Ladies.,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Abe yeh to ben c$$$d nikla face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
garv se kaho hum hindu hai nuslim cross_mark hawas ke pujari check_mark_button .,sarcastic
Educated log hai please sir hum jahil gawar anparh nhi hai,non-sarcastic
