Transliterated_Comment,sarcasm_label
congress party ki sarkar bani hai kya jo de,sarcastic
enraged_face enraged_face India I love india India,non-sarcastic
bhai 1 de deta kan ke niche yar crying_face,non-sarcastic
Jai Shri ram red_heart red_heart red_heart red_heart,non-sarcastic
Yedi gand pakistan face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
video banane wala khud khada hai,sarcastic
bhaiya 500 kam kahe kar diye face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Nahi wo pata hai kisko ata face_with_tears_of_joy,non-sarcastic
eeski ma ka jo hoga dekha jayega rolling_on_the_floor_laughing skull,non-sarcastic
It's time to say sorry to Modi ji....Kuch Hizado ki wajah se Hindu har gya,sarcastic
Background music was my personal comment rolling_on_the_floor_laughing,non-sarcastic
Allah Hu Akbar green_heart flexed_biceps eagle crossed_swords,non-sarcastic
Jai shree ram red_heart red_heart red_heart,non-sarcastic
Damn the trucker should have hit with bit more force face_with_tears_of_joy,sarcastic
Be mader chod enraged_face enraged_face enraged_face,non-sarcastic
folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
aab bool ab bol nah ....,sarcastic
ye bhi. pakdi gai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
nehru hijda bhosdi ki gf**nd check_mark_button pig_face pig_nose,sarcastic
"Baccha bach gya acche bat hai, par ye ghr bhar se itta Badhiya aur andr se bina plaster ke",non-sarcastic
Madher chod check_mark_button check_mark_button check_mark_button check_mark_button,non-sarcastic
ho naa... ips zale tr ky zale chaddi ghaalata nahita kaaya,non-sarcastic
teri bhen chudd gi chutiye bike vale,sarcastic
Mountain Dew + 5star cross_mark bhang +amul lassi check_mark_button,non-sarcastic
Ja be sale teri sunta kon h jumlebaaj face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic
Mountain dew cross_mark drink wine_glass cross_mark appy fizz,non-sarcastic
baapaalaa pana asacha vichaaralan asela hine,non-sarcastic
tujhee laayakee naahee aamachyaa devaavara bolanyaachee,sarcastic
Ek debate honii chahiye sudhansu vs German shepherd,non-sarcastic
kaha mirchi lagi hai bhai tujhe jo bardasht nhi kar raha hai fire face_with_tears_of_joy,non-sarcastic
Murder of secularism crying_face crying_face crying_face,non-sarcastic
eess haramjazi ka mobile no. bi share karoo,sarcastic
aandi mandi sandi shushma andhare randi,non-sarcastic
ह्या बैमुळे शिवससेना बरबाद झाली face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
great job aaaj tak ....ye news pe dikhaiye....plzzz ...vot me gadbad kisne ki samjh ayega pure desh ko enraged_face enraged_face enraged_face,sarcastic
ye condom se bhi bahar gadh machane paida ho gai fati hui condom ki aulade,sarcastic
yaalaa mhanataata udataa teera gaandeeta saaroona ghenan. face_with_tears_of_joy kaaya garaja hotee maga tulaa bullyaa ra.cpa karaayachee yaa vishayaavara.. mee tara mhanato tyaalaa sodoona tulaacha phaashee dilee paahije jhavaadyaa bhokaachyaa....,sarcastic
eesme bhi hindu nuslim kr diya.... stupid,non-sarcastic
naiya yaso rupaya pavva se power ee hai,non-sarcastic
crying_face sikha kama hinduon kee rakshaa ke lie aura bhaarata kee rakshaa ke lie banee thee lekina shaayada vaha apanaa pharja aura karja donon bhoola gae raba unako sadbuddhi de vaaheguru jee khaalasaa vaaheguru jee fateha,non-sarcastic
Jane do koyi kuch nahi bolega bura laga hai bechare ko ye sab bolne ke liye Paisa aaya hoga face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Sudhanshu sir baap h Dhruv kaa fire fire fire fire,non-sarcastic
to yahaan se nikala jaao paakistaana tora paidaa hue indiyaa se matalaba naa,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy chatukar dhruv gaand me lagi na,sarcastic
ek no. ka dogla hai report kro dosto ispe fire,sarcastic
Glad i left journalism! Media is only injecting hatred in our mind,non-sarcastic
Sioni cross_mark sunny Leone check_mark_button check_mark_button is ka bhi log condom laga kar vote karenge face_with_tears_of_joy face_with_tears_of_joy,sarcastic
500+ calls star plus face_with_tears_of_joy television,non-sarcastic
ye runde aise hi krti hai inko lafed dena chahiye,non-sarcastic
Pappu chuna lagaya inko face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Please correct waqf board is one of the oldest organization since muslims Prophet not from Nehru,non-sarcastic
Bhai maa baap change kr le face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Itne serious topic pr bhai kyu rap krna hai,non-sarcastic
hama to jannata jaaenge aura baakee loga bheekha maangenge,non-sarcastic
To isme gravity kaha gyi?? weary_cat face_with_peeking_eye face_with_peeking_eye,non-sarcastic
chamcho ka abbu jumla kar diya,sarcastic
jaya shree raama folded_hands folded_hands folded_hands triangular_flag triangular_flag triangular_flag fire fire red_heart,non-sarcastic
tera baap dega inko pese la..... U.... De face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
triangular_flag new_moon eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia triangular_flag loudly_crying_face triangular_flag angry_face enraged_face face_with_symbols_on_mouth triangular_flag folded_hands eendia red_heart,non-sarcastic
हिला अंधारात नेव लागेल face_with_open_mouth face_with_open_mouth face_with_open_mouth मैने तुमको देखा तो क्या आती क्या बोल,non-sarcastic
Stop playing Victim card.. You did wrong..,non-sarcastic
kabza hi karna hai..bhukhe mar jao but kabza karo,sarcastic
face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth,non-sarcastic
angry_face angry_face angry_face angry_face angry_face angry_face,non-sarcastic
enraged_face enraged_face enraged_face triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic
Khalistan that means pakistan Pakistan enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face original sikh kavi aisa nahi kar sakte hai ye sab duplicate product hai,non-sarcastic
Kaash kbhi mjhse aamna saamna ho jaaye rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
Tum sali ladkiyon munh kyon chhupa Rakha hai bee face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy dam hai to munh dikha kar baat karo smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes,sarcastic
Lele gand me aand rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
red_heart red_heart red_heart red_heart red_heart red_heart red_heart,non-sarcastic
oop mai paida hona hi apne ap me garv ki bat hai,non-sarcastic
lavadyaa maga he tulaa pahile samajale paaheejena hote. enraged_face enraged_face,non-sarcastic
Abhi system bne do bhai check_mark_button,non-sarcastic
enraged_face enraged_face enraged_face enraged_face enraged_face angry_face angry_face angry_face angry_face,non-sarcastic
Bhai wo karvat le rahi thi tune uske bum pe haat kyu lagaya skull skull skull face_with_tears_of_joy sale bahoot tej ho raha hai,non-sarcastic
Me hi velli hu pata tha end me gravati ki maa chode ge rolling_on_the_floor_laughing,sarcastic
eendia eendia eendia eendia eendia eendia eendia red_heart red_heart,non-sarcastic
Aur do Congress ko vote...Aya ab samj me are Jo khud bhikari ho wo dusare ko kya khata khat paise dega face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
to ye baat tum tumhari ammi or khala ko btao naa face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
too kaa taaee mhanato tilaa laayakee aahe kaa tichee,sarcastic
q ki desh drohi jo h dhurve rathee & apkapilla bhi h check_mark_button,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
chapri rider hamesha dusro ko taklif dete hai,non-sarcastic
Godi media wa wa clapping_hands clapping_hands clapping_hands modi bhakt face_with_tears_of_joy face_with_tears_of_joy,sarcastic
8000 ke chakkar mein bike ho tum log ab le lo khatakhat khatakhat face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Waqf borad cross_mark_button what the fuck board check_mark_button,non-sarcastic
es sy acha big boss dekh leta hu eyes eyes,sarcastic
aallah ki dua se hum bachhe jyada krenge lekin jb bt ayegi pdhne ki hum nhi padhayenge kyoki garib h n hum wah wah nuslims proud h,sarcastic
India India India right-facing_fist left-facing_fist handshake handshake flexed_biceps flexed_biceps smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes OK_hand OK_hand thumbs_up thumbs_up,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
thike bhai tum bhi le lena bjp yuva neta ka sticker car pr face_with_tears_of_joy,sarcastic
tela laga gayaa daabara kaa naama mita gayaa baabara kaa triangular_flag triangular_flag bolo jaya shree raama jaya gomaataa triangular_flag flexed_biceps,non-sarcastic
randchi pora asich bol tat ai jhavadi,non-sarcastic
ye condom iskay bab ney lagaya hota to ye randi aaaj peda hi nahi hoti na ye video ati,sarcastic
Jai shree ram folded_hands triangular_flag triangular_flag triangular_flag,non-sarcastic
The fact they are all muslim,non-sarcastic
secular india my running_shoe foot face_with_tears_of_joy,non-sarcastic
ध्रुव तुझे अकल नाम की चीज है या नही squinting_face_with_tongue squinting_face_with_tongue squinting_face_with_tongue कितना चाटोगे काँग्रेस की,sarcastic
mahilaa sashakteekarana betee bachaao betee pa.dhaao face_with_tears_of_joy,non-sarcastic
