Transliterated_Comment,sarcasm_label
sanskaara dikha rahe deedee ke| pelanaa pelanaa jaise inake lie ye roja kaa kaama hai face_with_tears_of_joy,sarcastic
Meri glti hai ki mai reels dekh rahi hun smiling_face_with_tear smiling_face_with_tear,non-sarcastic
hijde wo hote hai jinke bacche hee paida nhi hote hai face_with_tears_of_joy,sarcastic
Fir to tumhari ammi ko tum or bhi ache se jaante ho face_with_tears_of_joy face_with_tears_of_joy,sarcastic
"Not even Supreme Court, where is Constitution written by Dr. B.R. Ambedkar!!?!",non-sarcastic
Is ke baap ne agar us raat condom use Kiya hota to ye chinal peda nhi hoti,non-sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing wah chutiya rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
yahi chij nodi ji se jakar poochho pandrah lakh kahan hai face_with_tears_of_joy,sarcastic
Please guy's report Dhruv Raathee please agar sache deshbhaqt ho to tumhein Bharat Mata ki Kasam please unfollow dhruv and report hum. India,sarcastic
ina se gande jaanavara paidaa naheen ho sakate,non-sarcastic
ees bare mai secular logo ka kya kahena hai...,non-sarcastic
Mountain dew cross_mark dar ki ma ki chut check_mark_button,sarcastic
Lucknow me kha jeeti h .... face_with_tears_of_joy,sarcastic
nhi ji abhi thodi marege tumari marege n pahele face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Mountain dew cross_mark Desi daru check_mark_button,non-sarcastic
smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes fire fire fire,non-sarcastic
daaaar kee naaaa kee choo skull,non-sarcastic
eeske bap ne cond wear karna bhul gaya isliye lagata hai fatti hui cond. n ki natija hai ye,sarcastic
aabe unki sarkar thodi hai na,sarcastic
feel like ee am god moai,non-sarcastic
jor se bolo jay shree ram ji triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart,non-sarcastic
nusalmano ko bewcuf banana itna asan kyu hai,non-sarcastic
Chal koi ni bolna se kya kr lenga face_with_open_mouth,non-sarcastic
Eat mountain dew do nothing moai,non-sarcastic
hila samor ana ekda chapline hanu changla.........yedzavi kutli,sarcastic
khalistan jo kuch he nhi tum tirange me per rakh rhe ho in logo ko dond kr esa saza milna chahiye ke ese logo ke sat pusht darr jaye,non-sarcastic
Dam hain toh Bharat main aa ke Karo enraged_face,sarcastic
That's why education is important face_with_tears_of_joy,non-sarcastic
or badwe... karde himdu muslom dalal,sarcastic
Okat me raho or himat he to face dikhake dolo re angry_face_with_horns rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing .. triangular_flag jay shree ram triangular_flag,non-sarcastic
bayi nya kenapa di simpen disitu bangkeeeee,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy kaaba unboxing krdo fir ek bar,sarcastic
direct bolo n k tm anpar gawar aur moot aur gobar khne wle ho,sarcastic
Mommy bachao koi hamare chotu Jarman shepherd ko Sheer ne attack kar diya,non-sarcastic
tere bap ko dahej me mili thi vo,sarcastic
"kas tera bap us din hila ke so gaya hota to aj ye sb chutiya pa wali bat na sunna pdta ,",sarcastic
ओ तेरी एक अब से होने लगा face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
nat karo yar aisa dukh hota hain bahut jise hum pujate hain unka apaman nahi seh sakate enraged_face enraged_face enraged_face,non-sarcastic
ese lady don kabbi hme nhi milti,non-sarcastic
congress ki sarkar ban jati toh 100℅ milta enraged_face enraged_face,sarcastic
Ye apne hosho hawas main nhi hai raat ki utri nhi hogi shayad face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Itne sare me koiv chief minister tha kia chutia,sarcastic
sigma cameraman moai moai moai moai,non-sarcastic
Lelo jhunjhunu rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
congress ko khatam karna hi hoga ab...bas nodi ki vote do triangular_flag,sarcastic
lalu yadav bhi gaya tha bro,non-sarcastic
nodi ji ko bulaya jaye yaha pe enraged_face,sarcastic
Heart touching video cross_mark land touching video check_mark_button,non-sarcastic
apanee to deela ho gayaa hai hama to khataakhata khataakhata vaalaa masheena hee lenge rolling_on_the_floor_laughing,non-sarcastic
Inspired by sasural Simar ka slightly_smiling_face,non-sarcastic
hijde hai aur hijde hi rahenge hamesha k liye jisne yogi ji ko vit nahi dia,sarcastic
kya chutiyapa ha yr tra be,sarcastic
aarre to claim kiya hai bhai todh ke banaya nhi hai fir case hota hai fir kuch result aega agar ye dadagiri rehti to aisi kitni zameen leleta tha koi bhi,non-sarcastic
India folded_hands usse achcha to Modi Sarkar ko jitwana chahie tha Modi Sarkar mast hai folded_hands,sarcastic
teri aulad or aulad ki aulad milke kuch ni ukhad sakoge,non-sarcastic
He gave answers in such a calm way that's really amazing,non-sarcastic
aajji aa##ah ki den hai rat ko aye the inki begam ke pass,non-sarcastic
oop cross_mark jatibad ke sagthano ka gadh hai enraged_face check_mark_button,non-sarcastic
raamaabaddala asan vaktavya karanaaryaa baaeechyaa ga***** hattee landa ghaatala paahije,sarcastic
Mountain dew+5star cross_mark vimal+desi daru check_mark_button,non-sarcastic
dilli m reh k ayi hogi,non-sarcastic
hindu nuslim kar lo aur apna pet palo,sarcastic
Wtf is wrong with you.. har chiz hindu muslim nahi hota enraged_face enraged_face .. Stop this bulshit news,non-sarcastic
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face crying_face red_heart crying_face crying_face red_heart,non-sarcastic
Heart touching video cross_mark Kidney touching video check_mark_button,sarcastic
bhai kar tarika todha sexual han,non-sarcastic
