Transliterated_Comment,sarcasm_label
are logon abhi bhi itne gawar he samjhte ni hi jhut bol kr gumrah krte he logo ko or ye glt party ko vot de dete he,non-sarcastic
I love Rahul Gandhi fire fire,non-sarcastic
Women are weak face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy according to Indian courts and fake feminists,non-sarcastic
Inki bacho ne 25 ka jio data recharge kar liya face_with_tears_of_joy,sarcastic
seedhe baata bolate naheen bana rahee to thedaa karake kaha rahe|| dara ke aage jeeta hai para ye bechaaraa haara gayaa,sarcastic
yaha bhi pelege waha bhi pelege crying_face,non-sarcastic
Proud to be sanatan dharm check_mark_button triangular_flag,non-sarcastic
jhootha jarman shefard thoda padh le gadha,sarcastic
eat five star and say darr ki ma ki c,sarcastic
eeske do do bap honge pakka,sarcastic
lagta hai tumhara jindagi se man bhar gaya hai,non-sarcastic
raised_hand_light_skin_tone raised_back_of_hand_light_skin_tone | moai | water_pistol ____ moai | | / \ / \ / \ / \,non-sarcastic
"Exactly, we are also gonna tell our kids how they destroyed our most beloved temples. Aur tin Mandir aur banega.. Jai Mahakaal..",sarcastic
rolling_on_the_floor_laughing dhruv rathe cross_mark tare be no jaldi,non-sarcastic
Congress always has left ideology...... Don't know how people can support this ideology whose only aim is to divide and destroy the country,non-sarcastic
mugala bhee yahee sochate sochate narka vaasee ho gae tuma talavaara kee dara se lullee kaatane vaale hamaaraa kyaa bigaa.da loge face_with_tears_of_joy,non-sarcastic
Issi liye Newton ki death huiii..yehi reason haii rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic
Shabash beta rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
McD h fire fire fire fire,non-sarcastic
Gravity छुट्टी पर था। face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
aaap kahna kya chahte hain kya dongri me sare aatankwadi rahte hain ap jaise logon ki wajah se hi ye desh barbad h,sarcastic
yar sikh hm pakistaniyo k liye sage bhaiyo ki trah hn but ye cheez sahi nai hai ksi bhi mulk ka flag uski izat hoti hai or izat k sath ni khelna chiye,non-sarcastic
eise hi 15 lach b pucho,sarcastic
Are ye kya news chal rha h sale ka jal rhi h kya face_with_tears_of_joy,sarcastic
wha re behn ke lode face_with_tears_of_joy face_with_tears_of_joy,sarcastic
tumhaare modee kyon naheen dete paise,sarcastic
Up walon se achhe to hum Himachal wale hain 4 ki 4 seat BJP,sarcastic
Waqf act cross_mark fuck act check_mark_button,non-sarcastic
aayodeeyaa vaale to hogaa maalaamaala eka laata raaula gaa.dee deraahe rolling_on_the_floor_laughing,non-sarcastic
Proud to be hindu triangular_flag check_mark_button,non-sarcastic
Its okay Newton chacha went for lunch break thumbs_up_light_skin_tone aur thodi der karle sakte bakchodi thumbs_up_light_skin_tone skull full_moon_face,sarcastic
Tu bby phle ja mc face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
humare ram to dikhte hai tumhare allaha kaha hai abhi gand mara ke aye nahi,sarcastic
aare zavade tula shivya dilya tr shivyacha pan apaman hoto aighale,non-sarcastic
yar apko aaisa muzasma ata kaha se hai,sarcastic
cha**** too aurangajebaalaa maana kaarana to halaalaa karanaaraa hotaa mhanoona striyaansobata,sarcastic
kaba unboxing kardo dekhte ha waha kya milta ha beaming_face_with_smiling_eyes,non-sarcastic
aur bhai German fan thumbs_up clown_face,non-sarcastic
Kabhi kuch na kr ke bhi dekho 5 star face_with_tears_of_joy,sarcastic
aarey chutio 1.2 repat maro sahi hojagu,sarcastic
Aur wo kabhi sarkar hi nahi bana payega grinning_face_with_smiling_eyes winking_face_with_tongue,sarcastic
list dene padegi kya be chutiye tereko,sarcastic
I am from punjab..... I support khalisthan....... But shame on these people who put our national flag in feet... And they disrespect to nationalism women... Veer our kartar singh Sarabha.. Bhagat singh.. Udham singh they all were sikh but they sacrifice their life for our this country.... When I saw ur video... U are terrorists not khalisthan and not indian.... Ur are,non-sarcastic
tuji ai ghal na randiche ai ghali yed javi sali bhosdichi,non-sarcastic
