Transliterated_Comment,sarcasm_label
ek hi serni hai baki na mard hai,non-sarcastic
kena kya chate ho fat rahi h kya,sarcastic
"Ye bolta hi kyu h, jb knowledge nhi h uss topic ke bare me to",non-sarcastic
aallah hu akbar mosque mosque mosque mosque mosque crossed_swords crossed_swords,non-sarcastic
thik h kl se apne bachoon ko majdoori krne bhej dena,sarcastic
gand dabane ka ek bhi mauka nhi chodta tu,non-sarcastic
Lund pr jhool le mere face_with_tears_of_joy,sarcastic
nunavver ki trophy jeetne se koi problem nhi h. game accha khela nicely... pr problm yeh h ki usne hindu dharm ka. bhagwan ka mazak banaya or apna show chalaya. eesliye jo real hindu h unka gussa lazmi h.. or yeh anchor ko desh ko btana chahiye...,sarcastic
clapping_hands clapping_hands clapping_hands clapping_hands tu to sch me bhnch**** nikla be face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Bolo jai shree ram triangular_flag folded_hands sparkles,non-sarcastic
Prash pooch Rahi ho ya background music se awaj daba rahi ho face_with_tears_of_joy,non-sarcastic
Khata khata khat rolling_on_the_floor_laughing rolling_on_the_floor_laughing chutiya bnaya rolling_on_the_floor_laughing,non-sarcastic
Aur Yeh B bol Ke Tu Kuch nahi Ukhad Saka KYC index_pointing_at_the_viewer_light_skin_tone index_pointing_at_the_viewer_light_skin_tone rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic
Use condom save the earth globe_showing_Americas,non-sarcastic
dekhaa jaae to achchaa huaa hai jaayasee karanee vaisee bharanee,sarcastic
Atrocity should be on both side ..she always make fun of Hindu God.. respect every religion,non-sarcastic
Kish kish ne gand pe hath dekha face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing thumbs_up,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy fuddu banda,sarcastic
Proud Muslim star_and_crescent kaha gye bhdwe face_with_tears_of_joy,sarcastic
I am Hindu and bb17 viewers but I love munawar red_heart Abhishek red_heart Manara red_heart,non-sarcastic
India is not for beginners loudly_crying_face skull,non-sarcastic
Koi bhi galat comments karne se pahle soch lena mam media se hai face_with_tears_of_joy fire,non-sarcastic
5 star +mountain due + redbull face_with_tears_of_joy,non-sarcastic
konsa number chl rha h.. face_with_tears_of_joy,non-sarcastic
sindur laun single tari nay takat bio madhi face_with_tears_of_joy face_with_tears_of_joy tya,non-sarcastic
India India India check_mark_button check_mark_button check_mark_button red_heart red_heart,non-sarcastic
aadani ka nam suna face_with_tears_of_joy koi bt nhi google kro,sarcastic
ye itni fast h to flash aur quicksilver ko job chd deni chiye bhai loudly_crying_face slightly_smiling_face,sarcastic
check_mark_button face_with_tears_of_joy rolling_on_the_floor_laughing backhand_index_pointing_left rose kaaba smiling_face_with_open_hands palms_up_together hundred_points,non-sarcastic
Dar ke ma ki chuu face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Tu teri maa ko chod sale muje kya rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
Chamche aisi reporting 15 lakh kisike account mein jab nai aye the tab karithi,sarcastic
Ek clip utha li andhbhakto ko aur andhbhakt bana rhe ho face_with_tears_of_joy Puri video dekha Karo pehle andhbhakt,sarcastic
Jde face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Godi media ki g*** jal gai hi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Shi kiya bro today iam seeing girls are being independent folded_hands,non-sarcastic
They are sikhs so they can't live in hindu doninated country. Let them free so they can be Khalistani's,sarcastic
Moot diya AAP k pille par face_with_tears_of_joy,non-sarcastic
tuche aie bap nahi bagat ka he sagle....chapri,non-sarcastic
"kana kana men vishnu base, jana jana men shree raama triangular_flag triangular_flag hibiscus praanon men maan jaanakee , mana men base hanumaana triangular_flag triangular_flag hibiscus",non-sarcastic
keede jada hi paida hote h,non-sarcastic
nhi hona chahiye. wakfboard ko bnd karne ke liye act lana chahiye nhi to hindu apne hi desh me rahne layak ni bachenge.,non-sarcastic
Ekta Kapoor looking for Ur address face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Bahut Behen Chod ho ho yrr tum to face_with_tears_of_joy,sarcastic
Dhruv rathee ke mkc check_mark_button face_with_tears_of_joy,non-sarcastic
Bhai scoot dekh ke sanagara hai ki doti martiju face_with_open_mouth face_with_open_mouth face_with_open_mouth face_with_open_mouth,sarcastic
election khatam sabka muh band moai,sarcastic
Babri masjid jinda hai kahi ghumne gyi hai face_with_tears_of_joy face_with_tears_of_joy,sarcastic
"porsche wale ka kuch ho na ho, tuje to kam se kam acche se sabak sikhana chahiye. tujise chu..ki vajaha se jyada galiya nikle hai hamari muh se unke liye.",sarcastic
Ping high thi check_mark_button 660 की ping thi check_mark_button bgmi में check_mark_button check_mark_button face_with_tears_of_joy,non-sarcastic
नेहरू म****** था और म****** है और रहेगा face_with_tears_of_joy,sarcastic
jinhone bjp ko vote nhee deeyaa ve saabhee heendoo heejde haaee,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy Bhai sahab this is the level of journalism in our country,non-sarcastic
Mp wale hindu hai likho or u.p. wale hiz.....y hai likho face_with_tears_of_joy,sarcastic
sikho ke nam pe kalank hi jo ase karte hi.......... enraged_face,non-sarcastic
nehru ki gaddari ne desh ko bantne ki koshish ki hai,non-sarcastic
Notice : sari Muslim h face_with_tears_of_joy,non-sarcastic
Bro Aapna Hie Sikka Khota Ho To Kya Hie Bole ab confused_face,sarcastic
हिला मी बुधवार पेठेत बघितल face_with_tears_of_joy,non-sarcastic
Supreme court interfere kar sakta vo supreme he koi bhi portati ko claim nhai karskta waqf board Logo ko chutiya Mat bano BJP I T sale Mandir gorment ko tax Deta Uske Badleme Gorment uski Dhekbhal karti he or Masjid Logon ke paise se Chalti he is liye Gorment tax nhi letee or secular face_with_tears_of_joy,sarcastic
"aashaa lokaannaa devaane lavakaracha, varatee bolaavoona ghyaavaa",non-sarcastic
sarkar bante hi diya jayega lekin sarkar bni hi nhi fir kaha se milenge paise andhbhakt kuch bhi afwah faila rahe hai neutral_face expressionless_face unamused_face,sarcastic
modee jee ne sahee kahaa thaa yaha hamaare desha kaa paisaa sirpha musalamaana ko hee baatenge,non-sarcastic
Eat 5star do nothing + dar ke ma ki c**t rolling_on_the_floor_laughing,non-sarcastic
"mana to meraa bhee bahuta kucha likhane ko karataa hai , para gharavaalo ne saapha kaha diyaa hai kee vo jamaanata naheen karavaaenge , basa iseelie jyaadaa kucha naheen likha rahaa hoo | parantu maamale kee ganbheerataa ko dekhate hue men bhee kamenta karane aayaa thaa lekina yahaan pahale se hee aapa sabhee ne morchaa sanbhaala rakhaa hai isalie men vaapasa jaa rahaa hoon| beaming_face_with_smiling_eyes face_with_tears_of_joy yahee saba dekhane ke lie to main richaarja karavaataa hoon face_with_tears_of_joy face_with_tears_of_joy",non-sarcastic
Bheem k bnae sanvidhan ko miim Maan nhi rhe face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
kantenta kreeetara hai naa to aukaada me rahanaa. kisee ganbheera maamale me majaaka udaa rahaa thaa. agara poleesa ऍkshana naheen letaa to isee kesa se khudakaa prophaaila aage badhaataa rahataa. abhee kaa ye vidio bhee dusaraa galatee hai.,sarcastic
Tum bhi kuch nahi ukhad paye vobhi nahi ukhad payega face_with_tears_of_joy,sarcastic
tu bole le tere pass munh nahin hai kya har sawal ka jawab dusra hi dega kya jinke pairon ke niche hamara jhanda hai vah bhi to eendian hi hai,sarcastic
tu middle class hai? toh cha mudale kisi ameer se,sarcastic
I am unfollow you because your mistake brother,non-sarcastic
aaisi news modi ki time kyu nahi banayi thi jab modi ne wada kya tha enraged_face enraged_face,sarcastic
Sanatan ab kamjor hota jaa rha h crying_face crying_face crying_face crying_face clapping_hands,non-sarcastic
nountain dew cross_mark dar ke ma ke chood check_mark_button moai,sarcastic
Dhruv Rathee is a fake propaganda promoter,non-sarcastic
isko admi se bhet nhi hua h wo shida h is liye ntk kr rhi h wo kuch bol nhi rha,non-sarcastic
15 lak nodi ji kaha hay,non-sarcastic
German shepherd puppies dog barking in comment section,non-sarcastic
ye gali de rahi hai iske khilaf nan hani ka case kar bhai raising_hands,non-sarcastic
Dhruv one video >>> this guys whole career face_with_tears_of_joy face_with_tears_of_joy fire,sarcastic
jay shree ram triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic
Kaisa dega rolling_on_the_floor_laughing election. Haar gyaa,non-sarcastic
Ae too jaa re apne abbu se halaala karwa re face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Waqf board itni sari jameen acquire kar k karti kya h???? thinking_face thinking_face Pls anyone tell me slightly_smiling_face,sarcastic
danga bjp log banaya hai janata hai nera sarkar bjp,non-sarcastic
Bkl firse hindu muslim BJP ke dalal behencho enraged_face,sarcastic
Don't mess with sanatni google beaming_face_with_smiling_eyes red_heart,non-sarcastic
Mountain Due=DAR KI MA KI CHUT check_mark_button moai skull,non-sarcastic
bhaaee booढ़e ankala kee jagaha koee aura hotaa to ye chapparee itanaa naa bolataa,sarcastic
3 idiots r speech tur nisina lgsa face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
aaise log ji to rhe pr apna end khud hi likh jate aise karm kr,sarcastic
eka dama sahee hai hamaare ... lokapriya mukhyamantree aadityanaatha yogijee fire ..... jaya shree raama triangular_flag triangular_flag,sarcastic
jai hind jai bharat eendia folded_hands triangular_flag modi jee kuch to karo plz eenka ilaj karo,non-sarcastic
"मैं वोट मोदी को देता हूं, लेकिन भाषण राहुल गांधी के ही सुनता हूं। rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing",sarcastic
neri to fat ke hath me a gai,non-sarcastic
tu hi ekde tikde jates t mag sglancha ghetes ka,sarcastic
jali h burnol bhj rha hn,sarcastic
Sare masjid ko bhi government ke andar Lana chahiye triangular_flag triangular_flag fire fire,sarcastic
aaise logo ko jaha mil jaye vahi pelo,sarcastic
