Transliterated_Comment,sarcasm_label
I watched elivish's video about dhruv rathi how he explained everything about Rathi and told us to cross check everything man I’m shocked Rathi is connected with so many anti India elements and working with them,non-sarcastic
Elvish pe tu kuch nhi bola face_with_tears_of_joy,non-sarcastic
Tu bahut bolta he dhruv Kam bol 4th June ke baad bolna chhod dega tujhe to sabko block kar dena chayie face_with_tears_of_joy,non-sarcastic
enraged_face wakeboard ko hi jata dena chahiye,non-sarcastic
eendia is a secular state. jitna jano utna yeh sentence joke banta jata hai.,non-sarcastic
ooski sarkar bani kaha hai jo wo dega,sarcastic
yeh act bhi hat jayega wait karo,non-sarcastic
hichyaavara roja 100 jana udavaayalaa paahijeta raava,sarcastic
Hi aahe zawtadi Bai hi kuna kuna Khali falali hilacha nasel mahit face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
toh sherni ne kya ukhad liya,sarcastic
shukriya sad wale bhosdi wala thodi bahan ko chod donon ko bahan ko chodunga pakad ke bhosdi wale ko hamare jhande nila diya hai eendia enraged_face enraged_face enraged_face triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic
jhavaade kaaya laayakee ye bhenchoda tujhee chinnaala randyaa baryaa tujhyaa samora aaeeghaale dhandyaa vara basaayachyaa laayakee chee thevaayacha naahee tulaa samora aalyaavara tujhyaa puchchee ta aamachyaa maraathyaachaa bullaaghaaloona tujhee puchchee soloona jhavalee paahije jhavaade raamaachaa naava nako gheoo ulata karoo karoo jhavala tulaa chinnaala face_with_symbols_on_mouth raising_hands,sarcastic
proud to be hindu triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,sarcastic
Hijre bhai sorry neutral_face neutral_face bhai log up badi walon ko trff se,non-sarcastic
Dksjsh cross_mark dosesj check_mark_button rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
hecha kaa hindutva mhanaayachan ..ajoona shivaseneta aahe durdaiva aahe ..,non-sarcastic
dhruv rathi jayse doglo ko ap sab itna serious mtt liya karo faltu me popularty dete ho rathi rathi karke,non-sarcastic
jese inka bhai ese lete apni biwi ka b krdo raising_hands raising_hands crying_face sala r bazi krte,non-sarcastic
लोड़ी डॉन गांड मरेगा कौन beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes,sarcastic
ഈ പൂറിമക്കളെ കാല് വെട്ടി ഇടാൻ അവിടെ ആരും ഇല്ലേ..... അവന്ടെയൊക്കെ അമ്മയുടെ കളിസ്ഥാൻ,non-sarcastic
ese karke hi pak bangladesh nyanmar afgan kitne desh bne gae,non-sarcastic
Jai shree Ram triangular_flag triangular_flag jai moodi fire fire fire,sarcastic
khamba gadha nahi. kuttiya mootne bhi a gai.,sarcastic
wo kuch bhi bhonke lekin sacchai yahi hai ki bhagwan ram ka mandir ban gaya. jai shri ram,non-sarcastic
https://youtu.be/onQEBis7AO0?si=NKEhTN_vlEiBkcwU full videos dekho andhbhakto .. kab tak apni jahilat ka mujahira karte rhoge dallo face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Jichya naavat ch andhaare tila kaay kalnar ujed face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Eat 5 star and do nothing skull,sarcastic
kyu re german shepherd! khud eendia chod k tu german me g mara raha hai aur phir itna bhok kyu raha hai.,sarcastic
IT cell balo ab ese lge rho paw paw k 400 par to kra diye face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Stop talking nonsense …stop spreading hatred…he deserved to win…Munawar Faruqui all the way,non-sarcastic
Bhai itna khul ke Bharat mein baith ke National TV pe bol rha h Aur inhe Darr lagta h Bharat mein face_with_tears_of_joy,sarcastic
Chamche nhi dikh rhe hai face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing fire fire fire fire fire fire rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing fire fire fire,non-sarcastic
Dar Ki M K B face_with_tears_of_joy,non-sarcastic
Vah laude face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
hee raanda aahe budhavaara pethe vaalee 150 rupaya,non-sarcastic
Ab dekh lo doglo rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing khatakhat khatakhat.. Ab bhag jao fatafat fatafat face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Or fir mai usko pura sach bataunga face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
eenko to thanos se milwa de ek bar,sarcastic
Hug dia german shepherd ki one sided story pr kutte.. Ab chup rahio,non-sarcastic
seenaa thoka ke kahate hai hama hindoo hai,non-sarcastic
"kiti to neechpana ya nai cha,amcjya devala evde ghan bolali hi",sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy vote k chkr me khtakht ho gya enka bhi..,sarcastic
bahhut galat kiya sala nehru hindu rastra hai hmara hindustan triangular_flag,sarcastic
Bahan k sooar paida karte hain apni ye bahano ko biwi bana kar face_with_tears_of_joy face_with_tears_of_joy,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Bolo jai shree Ram triangular_flag fire,non-sarcastic
aapakee baara sabakee dukaana banda hogee... kyookee aakhe pablika ko maalooma hai bjp aane vaalee hai.. ok_hand,sarcastic
himmati hai fire ram aur oop wale kabhi kisi neta k nahi hue. dharm ka palan kro kisi neta ka nhi check_mark_button,non-sarcastic
