Transliterated_Comment,sarcasm_label
5 star + mountain dew = do nothing and death ki maa ki choot nerd_face nerd_face,sarcastic
Bolne do bolne do bechare ko dukh hua h face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Besharm aurte begairt lalchan enraged_face enraged_face enraged_face enraged_face,non-sarcastic
Gravity Maya gyi be rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
Pehle Allah ka gender batao face_with_tears_of_joy,non-sarcastic
triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag jai shree ram,non-sarcastic
hichya aichi gand bc.....tujhe pn purvaj andharat gele tevha tu andharasarkhi paida zali yedzavi,non-sarcastic
Bhai galat kya hai safety hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Aur sath me ye bhi boliyo ki tu kuch ukhaad nhi paya face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
aaccha hua red bull nahi piya skull,sarcastic
sushamaa andhaare tujhyaa tondaavara kapadaa taakoona tulaa kachaakachaa kachaa kachaa kachaa kachaa kachaa,non-sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
aaab se gravity padanda na band,non-sarcastic
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic
"नालायक टोळी ,बापाला पण विचारा face_with_tears_of_joy face_with_tears_of_joy पप्पा चड्डी",sarcastic
sare wahi hai jo bolte hai uper wale ki den hai grinning_face,sarcastic
bije wale ki ma bhn krega koi face_with_tears_of_joy,non-sarcastic
Isko pelne aur pilwane ka acha anubhav hai lagta hai face_with_tears_of_joy,sarcastic
Thanks bholenath ji mai muslim nhi hu u red_heart red_heart red_heart,non-sarcastic
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic
"Mountain dew ,,dar ki maki ch* t face_with_tears_of_joy face_with_tears_of_joy",non-sarcastic
thi to chahta ha ye to kyu bolega,sarcastic
bosdi vala rider kutta ke pilla,non-sarcastic
aarey chutiye...a toh ja....tu aja kharcha ane janeka police dedenge....or pharaskhana police stn ja....lawde toh tujhe samaja ayega thekse,sarcastic
wo hi toh bol rahe hain ki tab opposition hi nhi balki jiski galti rehti thi wo jail jate the,non-sarcastic
बहन चोद बहन चोद face_with_tears_of_joy fire fire check_mark_button,non-sarcastic
sahi se ek thapad mar diya kisi ne to bahi moot degi,non-sarcastic
dharuv rathi ko nanga ho jayega skull skull,non-sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing wahh re bsdk face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
face_with_tears_of_joy Pappu ne star_and_crescent HAMCHO ko pappu banaya,non-sarcastic
bs eska mansik santulant kharab ha,non-sarcastic
jalda prashaasana kaaryavaahee karen aura isa veediyo ko rendama senaa taka pahunchaa don,non-sarcastic
face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth,non-sarcastic
lag to waise hi rha bro fire fire lagi hai,non-sarcastic
ye hai hyderabad ka np. eenkho vo people vote kiya,non-sarcastic
Retired actress from starplus star sparkles,non-sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
aacha hai me hindu hun check_mark_button,non-sarcastic
Le moot diya rathee ke muh me face_with_tears_of_joy,non-sarcastic
hat rakhn ke mosam bna leti madam,sarcastic
Inke Ane se phle bhi hum Hindu the or inke bd bhi ye certificate denge kya humko face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
if playing victim card had face.,sarcastic
congress parti ka mukhya voter muslim hi he iska sabut is video me hi he ab to kumbh karn jese hindu jag jav kab tak sote rahoge fire fire fire fire fire fire fire,sarcastic
Trivedi se pange nhi khol ke le lega or tum avas tk nhi kr pyoge rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic
dongri me sab rohingiya nuslim rahte hai,non-sarcastic
triangular_flag जय श्री राम triangular_flag smiling_face_with_horns smiling_face_with_horns smiling_face_with_horns,non-sarcastic
kahi bolu naka...2024 election madhe yanchi layjjdakhva,sarcastic
keval mushlim mahilayen dikh rahi enhi ko garanti card mila tha rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic
Camera man be like - yeh sab baccho k liye hai face_with_tears_of_joy,sarcastic
ye sab ladkiya hone ka fayada uthati hai,sarcastic
"Dhruv Raathee be like "" Mai toh avi avi avi loot gaya "" face_with_tears_of_joy",sarcastic
hilaa tara raanda aahe roja navare badalatee,sarcastic
bhai nain oosko naut ke ghat utna chahta hun iska pata ek bar mera number per bhej do iska mobile number bhi..,sarcastic
betaa tumhaare bhagavaana kee sephtee bhee to jarooree hai,non-sarcastic
bol na dhurv ab kya hua tujhe ese tho both bolta hai tu,sarcastic
chal jutha.kya admi hai fire fire,sarcastic
Many reasons to vote bjp raising_hands red_heart,non-sarcastic
hindunche rakta thanda padale aahe aase kutre roja devaanchyaa virodhaata bhunkataata pana konee kaahee vaakadan karu shakata naahee crying_face,non-sarcastic
face_with_tears_of_joy ab Dhruv gandu bhi jayega,non-sarcastic
1500 sal purna mandri kese claim huva ye bhnchd atankwadi 1400 pehle to gu me se peda huve,sarcastic
bo isliye pehna rahi h ose otna mota chahiye,sarcastic
"aba men nyootana ko kyaa javaaba doongaa , ki aapa ke peetha peeche kyaa ho rahaa face_with_tears_of_joy face_with_tears_of_joy",sarcastic
"As India is a secular country. Muslims has rights of their own mosques property, waqf don't have any access of your temples and churches, then why do you have so much problem with Muslim waqf?? Are they hindering your prayers ??",non-sarcastic
Eat 5 star do nothing skull check_mark_button,sarcastic
dam ha toh banao isme video clapping_hands,non-sarcastic
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic
shudhir.teri gand kiyo jal.rahi he tu aik kam.kar.munawwsr ko aapna damad.bana.le,sarcastic
tum gareebo ki ma ki chu* enraged_face,sarcastic
Secular cross_mark : Adhe Gyan ke Chode check_mark_button,non-sarcastic
Joot bholtha hai vandha. Jamaica mein us naam ka koi place nahi hain. I am from Jamaica,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Yeh sab dekhne kay baad newton gravity cross_mark kay sath kon mein chudne chala gaya loudly_crying_face check_mark_button,sarcastic
ranadee baaja hee kare gee esaa,sarcastic
"bend baja k rakh diya,sudhanshu ji ne",sarcastic
Gravity abhi chhutti par he rolling_on_the_floor_laughing rolling_on_the_floor_laughing check_mark_button,non-sarcastic
Le lo foam thoda lamba h face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Logic gyi gaand mrane check_mark_button slightly_smiling_face,sarcastic
Ham He Hindu Jay shree Ram,non-sarcastic
Chutiya bana Gaye chutiye logo ko face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
aasli atnkwadi to tu or tera channel h..,sarcastic
Sabhi mandir nhi aate h government control me. Achhe se padhai likhayi karein,non-sarcastic
Ni ni ek kam karo bhai behen bi karlo face_with_tears_of_joy face_with_tears_of_joy,sarcastic
nein ise shrap deta hu ki ye sari zindagi tapak kar mare,non-sarcastic
April foop bana diya vo bhi june me rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic
shushmaa andhaare too eka nanbara chee raanda cheenaala aahe ga tujhyaa bhokaata garama tela taakhu amhee,non-sarcastic
bikers ki ma chod do sardar ji...,sarcastic
Gravity or flash ki takat check_mark_button check_mark_button,non-sarcastic
yoopee vaalon ne raamachandra jee ko phira vanavaasa de diyaa|,non-sarcastic
For every one who is barking stop waqf board but government have to built mosque for us ? Will it be okay,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Thumhari Babri Masjid Mar gayi face_with_tears_of_joy / ab jara prem se bolo 𝐉𝐚𝐢 𝐒𝐡𝐫𝐞𝐞 𝐑𝐚𝐦... folded_hands triangular_flag,sarcastic
"hila le dhruv rathee , aaaiga to nodi hi...",sarcastic
Vada to Modi ji ne bhi kiya tha vah kyon nahin batate ho aap face_with_tears_of_joy face_with_tears_of_joy,sarcastic
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic
Godi media face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
keval mushlim mahilayen dikh rahi enhi ko garanti card mila tha rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic
akhit kahna kya chahte ho face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
aare bhai ye paisa 1mahina bad milega bola tha rahul gandhi,non-sarcastic
eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia,non-sarcastic
Do same thing with there flag,sarcastic
