Transliterated_Comment,sarcasm_label
jivanaata andhaara hee andhaara..aahe.... ikade divaa daakhavu nako,non-sarcastic
69 missed calls from star plus rolling_on_the_floor_laughing face_with_tears_of_joy,non-sarcastic
dusman h to nikal jao yha s yha ku de rhi h tu apni,non-sarcastic
le moot diya teri 14 yr old audience pe,sarcastic
aabe tu thoda sa bkl hai kya,sarcastic
Allah hu Akbar flexed_biceps flexed_biceps flexed_biceps flexed_biceps flexed_biceps flexed_biceps,non-sarcastic
nai hota kasam se ma chod deta enraged_face ladki h ladki jaese rhena chahiye,non-sarcastic
raising_hands रात रात भर ऑफिस में समय कटेगा और कंडोम भी फटेगा raising_hands raising_hands raising_hands raising_hands जो हमारे सनातन धर्म को बदनाम करेगा वो बक्सा नहीं जाएगा red_heart red_heart red_heart,sarcastic
"hee kharee shurpanakhaa , pana tilaa raama aavadata hotaa, kharan raamaayana ghadale tithunacha",non-sarcastic
te dev hote tumhi faltu hahat,non-sarcastic
bagh na nirlajja bai akkal shunya...... aabhyas kami...... sita fakt ek varsha hoti lanke madhe..... kiti beakkal ahe hi bai....,sarcastic
Sudhanshu Trivedi Ji se takkar loge abhi bacche Ho Tum,sarcastic
iss bare abb ap hi kuch kr skte ho folded_hands_light_skin_tone,non-sarcastic
yeh dhruv rathee ek no k chuttiya hai sala desh se bahar muslim ko support karta hai muslim se shadi kiya sharam nhe hai sala,sarcastic
5 star cross_mark_button Dew check_mark_button rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
bhai vo ma ki feelings explain kr rhe hai,non-sarcastic
"2024 me bjp ko 400 par karwao, waqf board hatao, desh bachao clapping_hands clapping_hands clapping_hands",sarcastic
"saayada isako aadata ho sabako yahee kan** pahanaane ko ||shrama aanee chaahie aise aurata ko ,lihaaja ,besharmee,sanskaara angry_face angry_face",non-sarcastic
oonn aurto ko pakistan ke pm imran ke pass bhejo,non-sarcastic
yanchya g made garam garam oil takayla hawh,non-sarcastic
lavadyaa kashyaalaa ryaapa kelaa tujhyaa gaandeelaa mastee,non-sarcastic
हि पक्की रंडी आहे hundred_points hundred_points,non-sarcastic
Kya guzar rahi hogi meri bahen ke dil pe us time crying_face crying_face kaash me hota to us tirange me hí lipat Ke Aata face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth,non-sarcastic
dar ke age main khada hun,non-sarcastic
"public pagal he , kisi ki **** me dum mahi he . 1 tamache ki okad he mam ki bs .",sarcastic
Is video ke baad ye zinda nahi reh paae bolo face_with_tears_of_joy face_with_tears_of_joy fire,sarcastic
hindu kuch donate nhi krte kya dan act establish krdo,sarcastic
hila na hicha bochat na talvar ghala like kar,non-sarcastic
Ye bahut bada m hai face_with_tears_of_joy,non-sarcastic
Jai shree Ram crying_face crying_face crying_face crying_face,non-sarcastic
tichyaa tondaata gaadhavaachaa laavadaa dilaa paahije,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy fir behn hi q bolnA enraged_face,sarcastic
skull dar ki ma ki c...t check_mark_button,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
nupur sharma ke khilap bolne wale ab knha h,non-sarcastic
isa to vahee para pataka ke chodaa denaa thaa bhaaee logo to kaisaa rehataa folded_hands,sarcastic
Beta ab toh tu gaya face_with_tears_of_joy .. ise kehte hai fate me taang adana,sarcastic
bc mein intezar mein hoon koi waqf board log ake mere property ko claim kare taki mein un allah ke ch**e ko jannat bhej saku,sarcastic
berojgar mullo ne dusre mulle ko jitwa diya,sarcastic
Kabhi kuch na kar ke bhi dekho face_with_tears_of_joy face_with_tears_of_joy,sarcastic
I dint search for him still I get him in my feeds pensive_face WTF Instagram!,non-sarcastic
skull skull skull skull skull skull skull,non-sarcastic
aarey sarkar to banane de! aadmin dalla hai!,sarcastic
moai moai moai moai moai moai moai moai moai moai skull skull skull skull skull face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
darpok hindu iska kuch nahi bigad sakte,non-sarcastic
Five star+ mountain dew + vimal == dar ki Puri family ki ch*t face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
jaya shreeraama triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic
1000000 ghatiya aurat mari honge to ye peda ho gai unke dua se,sarcastic
red_heart red_heart red_heart red_heart red_heart red_heart good shot syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe syringe,non-sarcastic
EAT 5STAR DO NOTHING rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
aacha hai mai hindu hu muslim hote to bahi se hi shadi karana par jata,non-sarcastic
tune to pura law hi badal diya prove ke sath ba karna,sarcastic
tuzi ai hech karayachi ky jahir nished,non-sarcastic
आ बैल मुझे मार face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_open_mouth,non-sarcastic
"Arey isse poochna tha ki"" kitne inke khud ke aur kitne inke Ghar walo ke hai"" face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy",sarcastic
Kya re chutiya kya hi logic diya face_with_tears_of_joy,non-sarcastic
al hamdulillah aallah talah' hame acche se nawaz te hai orr kuch nahi tu ek hindu sirf aaisa hai jo hate fehlaraha hai sare aise nai hote,non-sarcastic
nusicthoda kam rakho bat bhi nyi samaj mai a raha,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
sab ke sab padosi ke bache hai bkl enraged_face saddenge kahi,non-sarcastic
kaun sa desh ka government ka hai news hai,non-sarcastic
bevkufo usne ... bola seating cn yani jo... present me cn hai wo kabhi nahi gaye... jail jab wo present me cn the or.... jinko sudhanshu sir bta rahe hai wo.... ya to past me cn the ya phir jail jane ke bad cn bane.... lekin seating cn pehli bar jail gya yani uski present me sarkar hai or jail bheja gya..... social media ki baton par mat kra kro andha yakin kudh ka dimag lgaya karo thoda bahut face_with_rolling_eyes neutral_face,sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
Meanwhile he being is 1000sss rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
eendia eendia kuchi nhi milega tumko,sarcastic
hamen tumhaaree baabaree masjida koee shikavaa naheen hai hamaaraa raama mandira jindaabaada thaa jindaabaada hai jindaabaada rahegaa jaya jaya shree raama triangular_flag,non-sarcastic
ooska bap be like kash usdin muthhi marleta,sarcastic
Dum dheko Bhai mera pura dhekh ne ka face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
"kahan se dhundte ho aise ""nujasme""..?",sarcastic
गाडीवर फटके खायला तयार रहा झवन्या face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
eat 5 star do nothing skull,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy lag Gai fire,non-sarcastic
Hum tumhare pure khandan kimayya chod denge.sudhir face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
"yup aur mughalo ne jitne gunah kre wo hum bhi nhi bhulne wale, kashmiri pandit hum bhi nhi bhulne wale",non-sarcastic
samajha lo la.dakiyon ko bhee giraphtaara honaa chaahie,sarcastic
nehru ji ch**ya tha ... aaur ab log usi ch***ye ke par pote ko jeetana chahate h person_facepalming,sarcastic
Bhai is bkl ko me insan hi nahi samjhta enraged_face enraged_face enraged_face,non-sarcastic
5 star do nothing + daar ki maa ki chu face_with_tears_of_joy,sarcastic
folded_hands_medium-dark_skin_tone anjana ji smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts love you didi revolving_hearts revolving_hearts revolving_hearts,non-sarcastic
aare re landya ye kya bolta hai tu enraged_face,non-sarcastic
This crass breed very danger for this world.,non-sarcastic
Allah mere l pe face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
pappu ko bech kar le lo,sarcastic
What kind of mind you have??? enraged_face enraged_face enraged_face,non-sarcastic
12 baje ke bad ana face_with_tears_of_joy,non-sarcastic
jay shree ram triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic
Someone please tag Dhruv Rathee in this reel grinning_face_with_sweat,non-sarcastic
Behen chod gali in logo se hi st hua he face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Eat 5star Do Nothing + Dar Ke Aage Jeet Hai moai skull face_with_tears_of_joy ...,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy bachhe face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Esi janta ko gali do khata khat khata khat face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Sauth movies trailer face_with_tears_of_joy picture Abhi bak hai,non-sarcastic
are yaha jo gaanaa tumhaare peeche chala rahaa hai naa jisa raaha para aaegaa use raaha para maarenge to hama vaakya men hee marenge tumhaare ko jisa raaha men tuma aaoge aura nashaa bhee hama utaara denge bataa do jyaadaa cha.dha gayaa to apane allaaha ko apane taka seemita rakho,non-sarcastic
Koni pn ghet tila rande sali face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Why aunty why pleading_face broken_heart kyu apne mere 30s waste Krdiya smiling_face_with_tear,non-sarcastic
lekin fir bhi agaye modi ji....satya kabhi nhi harta yad rakhna,non-sarcastic
Proud to be om om triangular_flag triangular_flag triangular_flag,non-sarcastic
usake baada to kyaa teraa baapa bhee bolegaa jaya shree raama,sarcastic
Ye khud to mare ge dusro ko bhi mare ge face_with_symbols_on_mouth,sarcastic
cross_mark Raati check_mark_button Trivedi triangular_flag India,non-sarcastic
