Transliterated_Comment,sarcasm_label
can you please take care of this. orange_heart,non-sarcastic
Sabse bdka Hizra hai ye toh rolling_on_the_floor_laughing,non-sarcastic
sbko sarkari naukri chahiye ...or wo kis liye? baith kr aram se pure zindagi khane ke liye ... kam to chutiya log krtr hai n,sarcastic
Itne likes kaise sa gae... face_with_rolling_eyes,non-sarcastic
aare yz mg tu asa video ka banvla,non-sarcastic
hilaa jaasta bhaava dyaayachee garaja naahee kona aahe hee paagala.aandhara.,non-sarcastic
Abhi maze lo 8500 ka rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing gaddar log,sarcastic
bilkul bhi nahi karna chahiye 1947 yad hay na batvara q hua tha,non-sarcastic
aagr ye ulta hota to.... hmlog hi bolte ladki pe attiyachar ho rha h,non-sarcastic
isako kondaa.nma cha.daane kaa kaaphee tajurbaa hogaa,non-sarcastic
Puncture laga ne waale bhi chahiye so..,sarcastic
News walo ki bhi gand jalne lagi hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Isko jo vote de usse kya ummid kroge face_with_open_mouth,sarcastic
goblin cricket_game milega khelo jake face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
yogi ji ka kahana hai ki court ka faisla inhone karvaya inke hisab se supreme court inke ishare per chalta hai,sarcastic
u mthar fuckry.. bol ab vai.. koi paise nahi de raha hai kya.. sala gandi nali ka kira hai tu.. mar ja madharchood enraged_face enraged_face enraged_face enraged_face enraged_face . jo desh ka nahi wo apne v nahi.. eendia,sarcastic
Ye chutiyapa tha hai or rahe ga enraged_face,non-sarcastic
gujaraata se to kaheen chora lutere daakoo repista nikale to kyaa sabhee gujaraatee aise hain? hamaare maananeeya pradhaanamantree narendra modee jee bhee gujaraata sahee hai to unako kyaa bologe aapa?,non-sarcastic
nauten du dar ke age jit he,non-sarcastic
kyaa raahula gaandhee yaa indiyaa gathabandhana kee sarakaara banee,non-sarcastic
Mountain dew drr ki maa ki ch*t face_with_tears_of_joy,non-sarcastic
Kejriwal ka chamcha aur Indians uske chamche face_with_tears_of_joy,sarcastic
mountain dew dar ki ma ki chu check_mark_button,non-sarcastic
bhai uska bat to pura sun le... kisi sitting cm ke bare me bola..,sarcastic
People who doesn't know what India did to them: enraged_face & who knows:: face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
rathee beta tu aja is bar bharat ... daksh bhai jo lafa diya uski goonj to terr tak pohoch gayi hogi ... tere me to danda dalenge tab teri cheekh puri duniya sunegi,sarcastic
Tu bhi jana Dongri uska samman hua hai aur tera satmanad hoga laat chapalse by all Bharat people from all community,sarcastic
just one bomb into these and it's purified relieved_face,sarcastic
सफेद भुतनी की नाजायज aulad... face_with_tears_of_joy,sarcastic
15 lak nodi ji kaha hay,non-sarcastic
Samay aa gaya hai dharti chhor ke jaane ka face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
naskyaa pucheeche aaga tulaa narakaata jaagaa milanaara naahee raanda. veshyaa aahesa too. aamachyaa devee devaachee tingala karatee too jhavaade fire fire fire,sarcastic
यह तो सबका बाप है भाई face_with_tears_of_joy,non-sarcastic
esko to. koi. nila nahi hai,sarcastic
Jal raha hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy marza tu face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
Didi ka Ghar Mars mein tha face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
video dekh ke poty a gayi,non-sarcastic
crying_face crying_face crying_face crying_face crying_face crying_face,non-sarcastic
Their turbans should be torn apart and hair shaved half for standing on the flag,non-sarcastic
hichyaayalaa laande laagale hote mhanoona asan vaagata aahe,sarcastic
check_mark_button check_mark_button or kro hizedo ko support face_with_tears_of_joy,non-sarcastic
खाला का chutiya बना दिया face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Moye Moye face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Eet se bhi overacting krwa lee slightly_smiling_face,non-sarcastic
Kh rolling_on_the_floor_laughing ela ho gaya rolling_on_the_floor_laughing,non-sarcastic
Bs lvd* lete raho pichhe se to Zinda rahegi babri masjid face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
red_heart red_heart red_heart red_heart red_heart red_heart,non-sarcastic
"pune polisaannaa vinantee badanaamee jhaalee aahe tara theeka aahe pana svatahlaa kantenta krietara jaja samora ubhe karaa aaee baheena samaajaachee, jaja chee, prashaasanaachee, kaa shaasanaachee kaa samaajaachee",sarcastic
o jake kisiki lovde moope lagaya check_mark_button,sarcastic
bhikaarachota baaee.. dokyaata gu bharalaaya hichyaa,sarcastic
Abe Bhadu Tere Papa ne 1500000 Dene Ka Vada Kiya Tha acche din ke vade kiya tha pahle tere baap se to poochh,sarcastic
tum media wala godi media h sab ke sab chhutiya h,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy khatakhat paisa dega pappu tumlogoko mullion,sarcastic
5 Star- khabhi khuch na karake bhi dedho rolling_on_the_floor_laughing . Mount dew - darke aage Jeet he face_with_tears_of_joy,non-sarcastic
अयोध्या तो बस एक झांकी हे अखंड भारत अभी बाकी है hindu_temple orange_heart triangular_flag जय हिंदुराष्ट्र India सनातन हिंदु धर्म om prayer_beads triangular_flag,non-sarcastic
Bhagwan Kare agle Janam me mujhe kuchh v banaye lekin Musalman naa banaye raising_hands_light_skin_tone slightly_smiling_face,sarcastic
Matlab pehle 5star fir mountain dew,sarcastic
And now those anti nationalists says that they are not getting equal rights but in reality Hindus are getting their rights,sarcastic
olad ko ye bhi bolna babri gira di or ram mandir ban gaya par mai kuch nahi ukhadpaya,sarcastic
aaur do congress aur sapa ko vote aise hi hoga tum log ke sath,sarcastic
hicha aamacha naata kaaya raata bhara jhava sakaalee gharee jaaya are chinaala tujhyaa tondoona shree raama aanee maataa seetaa cha nava nako gheoo,non-sarcastic
clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands,non-sarcastic
"oonki sarkar bana hai , godi nedia .",sarcastic
Gravity gyi maa chudane clown_face esi koi cheez hi nhi hoti face_with_tears_of_joy,non-sarcastic
Abe teri bhan ki chut enraged_face enraged_face,non-sarcastic
aab do 1 lakh bap ke ghar se lake dono milkar sehjade aur nawabjade,non-sarcastic
ye khule am bol rha h ki ye age ke youth mai zeher bharega....,non-sarcastic
sab ke sab chor hai salee,non-sarcastic
.....kisaan hai..... jab kisano par thar chalayi woh Hindu nahi the 6 log mar gaye woh Hindu the enraged_face enraged_face enraged_face,sarcastic
Nehru rocked party_popper andhkat shocked face_with_tears_of_joy,non-sarcastic
"pataa bhee bataa do, veediyo me apanaa",sarcastic
chicha on fire. pura maza leliya chicha ne bc krke.,sarcastic
ليش تشمريهن من البدايه يعني!؟ناقصه دراما,non-sarcastic
Chup re kunjda h ye to chiddi chor face_with_tears_of_joy,sarcastic
vaadaa to kiyaa thaa lekina jaba sarakaara banegee tabhee naa vaadaa pooraa hogaa abhee to beejepee kee hai to usase bolo naa saalaa godee meediyaa tuma,sarcastic
le mut diya teri study me bada aya jerman shepherd,sarcastic
Galat kiya truck wale uncle ne,non-sarcastic
Koi chutiya hi hoga jo german shepherd ko follow karta hai rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
chup shurpnakha abhi to mathura baki hi jai shree krishna,sarcastic
nilega khuch din ruk jao hundred_points milega,non-sarcastic
Ham hi bjp supporters hai fire raising_hands,non-sarcastic
Jo Napunsak Hindu congress ko vote dete h unki MKC button backhand_index_pointing_right,sarcastic
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic
what you think about this triangular_flag triangular_flag flexed_biceps_light_skin_tone,non-sarcastic
Chutiye ki chatni chaat kr aaya h yeh chutiya face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Raza garphy news he sahi jo godi media ko theik se face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy roast krta h,non-sarcastic
Bhai ke sath me shadi kab karii face_with_tears_of_joy face_with_tears_of_joy,sarcastic
zarurat srf or srf ek kantaap ki hai isko pura Mater sett ho jata face_with_tears_of_joy,sarcastic
oop se hoke sharm a rhi hai bhai kux khne me .....,sarcastic
smiling_face_with_horns smiling_face_with_horns smiling_face_with_horns smiling_face_with_horns smiling_face_with_horns smiling_face_with_horns smiling_face_with_horns smiling_face_with_horns,non-sarcastic
he bhaadakhaaoo raajakaaranee loka aapalyaa devaalaa kaa aanataata,sarcastic
