Transliterated_Comment,sarcasm_label
oop bale sabse jada samajhdar hain,sarcastic
Jay Shri ram red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart,non-sarcastic
Abe O bhen ke lodo tumhari bhen ko chodu crying_face enraged_face enraged_face folded_hands India folded_hands,non-sarcastic
tuzya ai chi gand g zavade,non-sarcastic
Eat 5 star do nothing check_mark_button,sarcastic
crying_face crying_face crying_face crying_face crying_face crying_face,non-sarcastic
हक सदा हिन्दू का था और हमेसा रहेगा..जय श्री राम red_heart red_heart red_heart red_heart red_heart,non-sarcastic
jyada din nhi. fire fire sabka javab milega.,sarcastic
bjp hi hata sakti h ab yeh waqf board jase 370 hataya please modi ji ap hi hamara nyay dila sakte ho,non-sarcastic
dusman border pe nehi sale desh ke andar hi bethe hai 100bapp ke olad,non-sarcastic
behaya aurat...tera kabhi bacha na ho,sarcastic
sb chapri hi h jo aise sadko pe ghoom rae h,non-sarcastic
eetne me to jinda j..la dete,sarcastic
kyaa raahula gaandhee yaa indiyaa gathabandhana kee sarakaara banee,non-sarcastic
Babari छक्का tha face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
2024 ke baad ye bhi nahi bol payega election pura BJP win. And. Cancer death,non-sarcastic
ye jitni jldi marega desh ke liye utna acha hoga,non-sarcastic
aaai zavdya madarchot mulga ahe ha tya divshi maskari karat hota,non-sarcastic
jay shree ram triangular_flag triangular_flag bolo bhai log triangular_flag triangular_flag,non-sarcastic
milegaa aapa logon ko khataakhata khataakhata,sarcastic
aba likha do jaya shree raama,non-sarcastic
Aatankwaadi cross_mark एक बिना चेहरे वाले व्यक्ति के भक्त check_mark_button,non-sarcastic
ध्रुव राठी cross_mark cross_mark अंध नमाजी check_mark_button check_mark_button,sarcastic
400 par phir badal denge face_with_tears_of_joy,sarcastic
Inshallah face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy apni ammi k sath bhi kr lio face_with_tears_of_joy face_with_tears_of_joy,sarcastic
कौन संजय मदरचोद बोला रे face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Pawo Uper KR ly Bhai Beth'a tu hai phat Meri rhe hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
"Ek baar UP border ko pakistan ki border ke saath milwa do , agle hi din pakistan gayab face_with_tears_of_joy face_with_tears_of_joy",sarcastic
hecha tara aapale kaayade dhaaree aaheta...jevhaa yaanchee maaralee jaate tevhaa he lokaanchan maaryaachee baghataata...he loka kesa daabanyaachaa prayatna madhye maaranaaryaa kinvaa jo peedita asato tyaachaa varacha kesa daakhala karoona taakataata...chooka peedita lokan vara daakhala karoona saangataata too aamachaa saarakhyaa lutaaroo kasaa bhetalaa,sarcastic
"hate kyu faila rahe ho bhai religion ke nampe, hindu-muslim krna hi ata h bs tum log ko bjp se or seekhoge bhi kya. congress ke time pe sirf muslim-muslim hota tha isliye har jagaha peace thi ab hindu ko bhi mention kroge toh hate hi failegi na person_facepalming",non-sarcastic
sba log apna vot dena hi bnd krdo fir dekho kese bnte h ye bewakoof log,sarcastic
Ary chacha ap jada hii chinta kar rahe face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
lu kya abhi action face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
dhruv rati ki bhi bhan chudegi ab,sarcastic
loudly_crying_face loudly_crying_face loudly_crying_face rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
Kitne mein bik gya hai tu face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Dono ke bich live debate honi chahiye skull fire,non-sarcastic
Kasss m v kuch do sabad bol pata isko face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
bhai mere upar hai yar yah to puri duniya janti hai shikari ka nam se,non-sarcastic
nunna jit gya to gand jali to isme ham kya kre,sarcastic
jal Rahi ha loryy ki face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
ye rathee gogle pe search karke adhi story pad ke ajata h skull,non-sarcastic
"aba j~naanavapee dhaanchaa bhee giregaa,hara hara mahaadeva raising_hands",non-sarcastic
tujhyaa aaeechee bhoka aaee ghaalyaa tulaa tara kutryaavaanee haanalaa paahije kashaalaa aaee ghaalaayachee maga pudhan,non-sarcastic
Sali congress ek number ki dogli h,sarcastic
kaangresa paartee se milaaee isako tikata mamataa banarjee kee paartee kee he,non-sarcastic
yaalaacha mhanataata ye daskataa aani ghusa khasa khasaa,non-sarcastic
Ab kaha gye secular banne waley log?? Ye log sirf muslimo ke rights kliye secular bante h hinduo kliye to ankhe band hojati h.,non-sarcastic
linduo ki gand jal rahi hai clapping_hands,sarcastic
jai sri ram triangular_flag triangular_flag triangular_flag,non-sarcastic
jaya shree raama folded_hands folded_hands triangular_flag triangular_flag triangular_flag,non-sarcastic
BJP check_mark_button check_mark_button check_mark_button check_mark_button check_mark_button,sarcastic
Tumhara to Moye moye ho gaya face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Proud to be Hindu triangular_flag om,non-sarcastic
Pappu ko bhi iska sajaa sunaya jaay fata fat check_mark_button rolling_on_the_floor_laughing face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
eshane jhula hai esha jhula pe......,non-sarcastic
"they are blind, when it comes to this face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy",sarcastic
dar ki ma ka bharosa skull face_with_tears_of_joy,non-sarcastic
BJP-NDA needed 407+ seats for this. But opposition spread fake propaganda that Modi will become dictator and this time they didn’t achieve simple majority. Now nothing can happen.,sarcastic
Five star cross_mark Red bull check_mark_button,non-sarcastic
", heart_suit heart_suit heart_suit heart_suit heart_suit heart_with_arrow heart_suit Jay shree Ram",non-sarcastic
Inki maa ki chut enraged_face enraged_face enraged_face,non-sarcastic
RAJNATH SINGH WAS IN JAIL AND NOT EVEN ALLOWED TO MEET HIS DEAD MOM FOR THE LAST TIME.....,non-sarcastic
aaayega to modi hee triangular_flag triangular_flag triangular_flag triangular_flag,sarcastic
aabe kutiyo kitena bhuse gi tu,sarcastic
Admin ko galiya for uneducated without knowing anything,sarcastic
sale punjabi ho kar aysa kar rahe hai enraged_face eendia check_mark_button,non-sarcastic
"Uske papa hai kejruddin,dukh to hoga hi use aakhir roti to Kejriwal hi deta hai use face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy",sarcastic
gulaamee me rahane kee aadata hai hinduo ko lajjaaheenna dharma kaa mai hissaa hu sharma aa rahee ‘’‘ are nicho aaja tumne to prabhu shreeraama ko bhee rulaa diyaa ayodhyaa hee haraa diyaa ’‘’,non-sarcastic
Meri mall ki life ki pehli movie face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Bolo jay shree Ram crown red_heart,non-sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing my god,non-sarcastic
gravity gayee ma chudane aisa kuch hota hi nahi hai,non-sarcastic
Moutain dew cross_mark desi daaru check_mark_button,non-sarcastic
shapath lene k bad thoda ispe gaur kijiyega triangular_flag check_mark_button,non-sarcastic
jay nahakal trident_emblem eendia eendia eendia eendia eendia,non-sarcastic
July month se Dene ki wada Kiya Gaya tha check_mark_button abse magna start kar doge to ghanta milega face_with_tears_of_joy,sarcastic
Yakub memon mahim ka unbhak newz waali face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy konse study kaar ki new me liecen de diya hai isko face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Jaise Karni vaise Bharni dekh lena Congress ko chamche log vote dene ka natija ab deta BJP Sarkar ko Kuchh Mil Bhi Jata face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Proud to be Hindu triangular_flag triangular_flag triangular_flag,non-sarcastic
Le bhai #bjpitcell ka poora fauj lagaa hai ek YouTuber k peeche face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia,non-sarcastic
Meri himmat to dekho....video sgla pahila rolling_on_the_floor_laughing,non-sarcastic
kisi din bharat me dikhe to ma chod dunga enraged_face,sarcastic
German Shepherd are you here ?? face_with_tears_of_joy,non-sarcastic
hyaa parapraanteeya lokaanche udyoga hecha kaaheetaree phaalatoopanaa nako tithe kaadyaa karane hecha hyaanche dhande,non-sarcastic
tha kya ye phle khud giraya or fir khud hi uthane gye,sarcastic
ayodhyaa dhaama jaba bhee jaao raama janmabhoomi para to aapa sabase eka hee nivedana hai ki yahaan kee hindoo jo jayachanda hai naa to unake yahaan se kucha saamaana khareedo aura naa hee unake hotala men raho darshana karo aura yahaan se kama se kama 20 kilomeetara jaakara jo bhee hotala rahe vahaan raho vahaan khaao para yahaan ke jo jayachanda hindoo hai inako majaboota mata karo yaha gaddaara hai,sarcastic
dhruv rathi kyu bolega... ooske kehne pe bhi to kiya ja skta hain fire,non-sarcastic
बात बात में गाँड़ दबाली face_with_tears_of_joy face_with_tears_of_joy grinning_face_with_sweat grinning_face_with_sweat,sarcastic
Tum vhi mediya wale ho jo 2014 ke phle accha kam krte the apna bhi kuch btao chacha face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
UP k hindu multiply hinjade check_mark,sarcastic
Sari dates yad h smiling_face_with_tear thumbs_up,non-sarcastic
fir karke sidhe jail me dalo,sarcastic
eesi liye bjp jaruri he... nhi to ye sale or pata nahi kya kya karege.,sarcastic
ye konse gole ke log hai?,non-sarcastic
tum se bda atankwadi koi nhi godi midiya,non-sarcastic
What about genocide of Kashmiri Pandits ??? It was not different than Jews genocide.,non-sarcastic
aadhaa paira kaabara me hai aura ye jhaa.ntu kabzaa karejaa face_with_tears_of_joy heeieeeeeeee,sarcastic
हे पार्थ रथ को खाई की ओर मोड़ दो face_with_tongue face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
