Transliterated_Comment,sarcasm_label
"congress sala dogla tha,hai,aur paidais rahega check_mark_button check_mark_button",sarcastic
naro tm ja kr jahin .... kv koi moka nhi chorna nafrat failane ka,non-sarcastic
red_heart red_heart red_heart red_heart red_heart raising_hands fire clapping_hands clapping_hands,non-sarcastic
slightly_smiling_face ab kuch nhi khna smiling_face_with_tear,non-sarcastic
Abhi Maja Aya Na grinning_face_with_sweat fire,non-sarcastic
Pagl aurat hume bhi pagl bna degi grinning_face_with_sweat,sarcastic
nehru madherch○○d sala cancer de gya,sarcastic
"Men Sirf Itna Kehna Chaauga ""Chup Bo*d*ke"" face_with_tears_of_joy",sarcastic
jaba lankaa me raavana kaa ahankaara ba.dhegaa to yahee hogaa ayodhyaa vaashee raamabhakta hain andhabhakta aura chaatukaara nahee jaya shree raama triangular_flag triangular_flag hija.de tuma aura tumhaare baapa daadaa honge hama nahee,sarcastic
sun le ye ab chal!! He actually eats 1000 of Dhruv Rathi in breakfast smiling_face_with_sunglasses smiling_face_with_sunglasses kuch bhi karlo is Baar karegi palat k vaar Modi Sarkar fire fire fire,sarcastic
dar bhi uncle se khabrata hai,non-sarcastic
ᵐᵃⁱ ʳᵃʰᵃᵗᵃ ᵐᵃᵃ ᶜʰᵒᵈ ᵈᵃᵗᵃ ᶜʰᵃᵖʳⁱ ᵇⁱᵏᵉ ʳⁱᵈᵉʳ ᵏᵃ ᵐᵃᵈᵃʳᶜʰᵒᵈ,non-sarcastic
pig_nose cancer respect button pig_nose hundred_points,non-sarcastic
Katvi .. rolling_on_the_floor_laughing rolling_on_the_floor_laughing logo ka kat laga doobara face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
godi media kuch bhi karlo kuch bhi bol lo kuch ukhad nahi pao ge,sarcastic
Iam damn sure that dhruv says only half knowledge facts and half news ( oneside of fact),non-sarcastic
ફટાફટ ફટાફટ ચાલુ થઈ ગયું વેણીલો પૈસા બેની લો,sarcastic
badhao population ek cheez bhi ni kharid paoge sasti skull,sarcastic
All the best you face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
ohh wait they are not recognised yet clown_face,sarcastic
"are chaatukaaritaa, kaangresa kee sarakaara naheen modee kee sarakaara banee hai, modee eka baara phira gathabandhana se sarakaara banaa rahe hai | itanaa to bataa honaa chaahie bevakoopha , jindagee bhara chaatane kaa hee iraadaa hai kee kucha apanee bhee akla lagaaoge, face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy",sarcastic
Moyee moyee ho gya bhaii face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
babri masjid thi or rhegi.. aallah hu aakbar,sarcastic
khotaaradee baaee.... hee pana navaryaa laa sodoona raahate.... aataa maatra poojaa karata phirate....,sarcastic
"India is not a secular country, rather it is called a saffron country, check its report",sarcastic
Maare jaoge ek din tm sab enraged_face face_with_symbols_on_mouth enraged_face face_with_symbols_on_mouth enraged_face face_with_symbols_on_mouth,sarcastic
Himmat to dekho Mera maine pura video dekha crying_face,non-sarcastic
aab to uth jao bangali bhai log ni to pata chala w. b v bangladesh me sama gaya,non-sarcastic
usa vaade ko lekara kejareevaala ne jela ke andara chalaa gayaa hai,non-sarcastic
Lulli ke sath budhi bhi ktwa liya h face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
"I mean, his followers are foolish to blindly believe everything that comes out of his mouth. face_with_tears_of_joy They share his videos thinking they are liberals, which is quite amusing. Everything is a shade of grey; nothing is simply black or white.",non-sarcastic
Face reveal karo phele rolling_on_the_floor_laughing grinning_face_with_sweat,non-sarcastic
Isski to 19 ka recharge krke reels Kholi bc ye hi aai sabse pehle crying_face,sarcastic
nountain dew dar ki nan ki chut,non-sarcastic
Sari umr me jokar sa banya rha clown_face face_with_tears_of_joy,non-sarcastic
jai shree ram ji hindu_temple triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic
गांव बसा नही लुटेरे पहले ही आ गए। rolling_on_the_floor_laughing,non-sarcastic
aabhi jo karna hai unko karne do jab waqf board radd hoga tab unke ghar bhi jaenge aur masjid bhi chahie folded_hands,non-sarcastic
ye dhruv rathee ko eendia me ban kar do,sarcastic
dogli hai bap ......? na 1,sarcastic
