Transliterated_Comment,sarcasm_label
Ek v mulle ne tippani nhi kri iss pr face_with_tears_of_joy,non-sarcastic
fire fire fire fire fire fire hahaha rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
bhaut accha ki ladki ne brave ladki hai,non-sarcastic
एकापेक्षा एक कडक Comment आहेत rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
Dhaagaaa khol diya rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
hindoo raashtra jhaalyaavara kona kona pahilan heechee laayakee hilaa daakhavoona denaara tyaannee laaeeka karaa.,non-sarcastic
Bheekh mange bheekh mangne pahunch jaate Hain har jagah Imaan Naam ki to chij hi nahin hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Cameraman drinks 100 mountain dew in breakfast!! fire moai,non-sarcastic
"Why bringing name of Mr.PM like this , india used to take Names like dis From the very Beginning Iraq Former PM Saddam If a Shopkeeper Of Iraq Hung his Unclean portrait that means A big big Trouble mean u need to be strict",non-sarcastic
malaa sarvaata mothaa aatankavaadee pandita javaahara neharoo hotaa sarvaata mothaa gaddaara bhaarata deshaachaa,non-sarcastic
congress ne nahi jita paisa nahi milega bhag jao nahi to wohlog tumara paisa lekejayega,sarcastic
Abe lavde vo. Bol kya rha hai usko sun le. Sitting chif minister bol rha hai thik hai.,sarcastic
han toh kya dikkat hai bhaiyo kutte toh bhokte rehenge bhokne do yawning_face,sarcastic
परंपरा के अनुसार कमेंट पढ़ने वालों का स्वागत rolling_on_the_floor_laughing rolling_on_the_floor_laughing face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag ram,non-sarcastic
sudhaanshu trivedee googala hain he is gem gem_stone,non-sarcastic
Mushlim mahila kya khati hai face_with_tears_of_joy,non-sarcastic
Good informative video clapping_hands raising_hands .......... check_mark_button,non-sarcastic
face_with_tears_of_joy rolling_on_the_floor_laughing face_with_tears_of_joy rolling_on_the_floor_laughing fake news,non-sarcastic
face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth,non-sarcastic
"tere dimaaga kaa ilaaja karavaa, tujhe to kucha bhee pataa naheen aadidharma ke baare men| kitanee ghatiyaa tippanee karate hue tujhe sharma naheen aayee| teree maa.n devadaasee hogee maanataa hoo.n| main maanataa hoo.n tumhaaree maa.n kaa balaatkaara braahmanon ne kiyaa hogaa aura usee balaatkaara se tumhaaraa janma huaa| lekina usakaa badalaa lene ke lie aisee tippanee karanaa theeka naheen| jhootha phailaane se tuma jeeta naheen sakate| neecha jaati ke ho yaha tumhaaraa bhaagya hai| dimaagee neecha ho yaha durbhaagyapoorna hai|",non-sarcastic
Tu too abhi atankwadi hai. face_with_tears_of_joy,non-sarcastic
dhrub bandke loda zada jan ta ha,non-sarcastic
Proud to be muslim ni dikhre face_with_tears_of_joy,non-sarcastic
"hajarata allaamaa kaॉmediyana bulabula e dongaree shaayara e ahale chaparee ""munavvara phaarookee "" daamata barakaatuhuma ko nishaana e chaparistaana (biga baॉsa) jeetane kee bahuta bahuta mubaarakabaada! musalamaanon kee duniyaa men nayaa ika rahanumaa nikalaa!",sarcastic
Are unhone bola tha July main phle Unka video to Dekho fir bolo,non-sarcastic
le bhai mut diya tera study per face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
राहुल खान चोर है backhand_index_pointing_right देश को बर्बाद कर रहा है backhand_index_pointing_right भ्रष्टाचार फैला दिया,sarcastic
Hum hindu hai jay shree ram folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic
jaba taka hama apane sc st bhaaee ko hindu nahee samajhenge doosare aise hee phaayade lenge bhaaiyo,non-sarcastic
Rahul Gandhi sirf chutiya banata hai rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
tumhare sath yahi hona chaiye lalchi log enraged_face,sarcastic
Problem with indian politicians. But disrespecting Indian Flag enraged_face not right,non-sarcastic
sahee kiyaa mahilaa ne mahilaa ko kamajora samajhanaa vaalon ke oopara yaha eka joradaara thappa.da hai,non-sarcastic
Lo jao khata khata face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
5 star. Mountain dew cross_mark . Mara dew,sarcastic
nhi krni chahiye secular bano muslimo,sarcastic
oop ke hinduo zyada dikkat tha to vidhan mein voting karte na jaise delhi ke janta karti hai lok sabha mein harami pana dikhana jaruri tha,sarcastic
Ye congress ke chutiyon ko samjh nahi aayega face_with_tears_of_joy,sarcastic
ja beta ja jake maidan me khelo bhina ghurka batkaro utna dham nahi hi face_with_tears_of_joy,non-sarcastic
sharam ati hai zara se bhi?,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy iski maki face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
bechaaree kaa id haika huaa thaa,non-sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing che cheeeeee sabere sabre yee kya dikha diya,sarcastic
baki wala ma ka loda ha pura,non-sarcastic
BJP rose folded_hands rose rose check_mark_button,non-sarcastic
"kobhi suor ki farm me ghus kor dekho, grinning_face grinning_face",sarcastic
nountain dew dar ke ma ke ch*t high_voltage,non-sarcastic
janta ka paisa wakq board ko kyu,sarcastic
Indian series are like this face_with_tears_of_joy why surprised?,sarcastic
तुला काय डोक आहे का नाही मंद face_with_symbols_on_mouth face_with_symbols_on_mouth,sarcastic
सच मे यूपी वाले हिंदू कट्टर हिजडे है. enraged_face enraged_face cross_mark,sarcastic
aallah hu aakbar cross_mark hila do ek bar aakbar mera,non-sarcastic
