Transliterated_Comment,sarcasm_label
Kahan se ate hain ye log face_with_rolling_eyes,sarcastic
"paidaa to hue kala aura baata haka kee karate hai, pahale pataa karo kee paidaa kisa dina hue the baada men mandira ke baare men baata karanaa",non-sarcastic
आगये सब पप्पू की बातों मे face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
eet be like : han ye krlo phele,sarcastic
Dhru bhaii thoda or study krke aa check_mark_button rolling_on_the_floor_laughing skull,non-sarcastic
Life mein bas itna confident chahiya fire moai,non-sarcastic
Ji khatta khat paise mela sab ko face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy vote diya tha Rahul Gandhi ko.,sarcastic
"mee svatah mhanato mee hindoo naahee, budhda naahee, sheekha naahee, jaina naahee, khrichana naahee, muslima naahee... mee phakta aani phakta bhaarateeya aahe... aani bhaarata maataa aamachee maaya aahe... folded_hands",non-sarcastic
bus inki aurath ko samaj ana chahiye jab ye log unko kheth bolke hal chalayenge,non-sarcastic
Chorachya manat chandan face_with_tears_of_joy face_with_tears_of_joy shevti randach face_with_tears_of_joy,sarcastic
nodi media nodi ke aya hai khoon karke nahin aya,non-sarcastic
enhone vot diya he pappu ko to enhe eenka hak milna chahiye vot manga bhi yahi kehkar ab de enko pesa,sarcastic
hindu ek hojao varna ae log aesa real me karenge. tab hame akal ayegi or tab time bit chuka hoga.isliye bjp ko modi ko lana jaruri he.,non-sarcastic
aabhay salon godi media kabhi to nohabbat ki bat kar liya karo desh ki ekta ki bat kar liya karo tumhari roji roti ine musalmanon ki vajah se chal rahi hai nahin to salon tumhare hath mein katora a jaye jay hind jay bharat,sarcastic
gravity cross_mark inke bap ka raj gravity per check_mark_button,sarcastic
Chuna laga dya Rahul gandu ne face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
5star +mountain dew = Dar ki ma ki chut face_with_tears_of_joy,non-sarcastic
yha joh sb ke nam btya boh be sitting tha dog,non-sarcastic
aabeyyy bkl beech mai ma chudane bolra tha fir,sarcastic
That is the biggest reason we need UCC,non-sarcastic
Bc hi khade rolling_on_the_floor_laughing proud to be Hindu om red_heart,non-sarcastic
jai shree ram triangular_flag triangular_flag triangular_flag,non-sarcastic
Bese tumhari uper se to mast hai niche kesi hai face_with_tears_of_joy,sarcastic
"Ram mandir tha..,ram mandir hai..,ram mandir hi rahega.. triangular_flag bow_and_arrow jay shree ram bow_and_arrow triangular_flag",sarcastic
sushma nhi tr shrupnakha ahe hi,non-sarcastic
kaasha teraa baapa usa dina kandoma lagaake soyaa hotaa to teree jaisee paidaa naheen hotee middle_finger middle_finger,sarcastic
Baap k paiso se bike lene k baad kuch bkl gndu chapri biker face_with_crossed-out_eyes,non-sarcastic
Ayodhya mein jyada Hindu lulli Hain face_with_tears_of_joy face_with_tears_of_joy,sarcastic
ky chutiya admi ho bhai tm,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
bhaiya khata khat khata khat bhej do inlogoko paisa yawning_face,sarcastic
jo or desh main nafrat mat felao chodhary,non-sarcastic
Bachpan may maa baap nay bola tha drowning sikhle tabhi unki baat suni nahi ab pachtava ho raha hey face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
"tumhaaree propegendaa se kucha naheen hotaa, agara sabhee mandira sarakaara ke andara men aate hain to daliton kaa pravesha mandira men varjita kyon hai",non-sarcastic
teri aulad chord uski 60lakh pidhi bhi ake bolegi na toh bhi jhat farak nhi padega.......kashmir wala scene yad haina article 370....,sarcastic
dar ki double m ki ch### check_mark_button,sarcastic
न्यूटन ये देख कर फिर से मर जाता face_with_tears_of_joy face_with_tears_of_joy,sarcastic
aabe chal be samdey nikal pahli fursat m hawa ane de tum aapni chinta kero hamari hum soch lenge,sarcastic
Brother cross_mark Husband check_mark_button Father cross_mark Hasband check_mark_button Mother cross_mark Wife check_mark_button agar bura laga ho to sahkar lo,non-sarcastic
yar like kar kon rha hai aisi videos face_with_tears_of_joy,sarcastic
"jisa jagaha men ye rahatee hai agara usa jagaha men hindoo rahate hai to isakaa ghara se nikalanaa banda karavaa do,,,isake oopara feer kyon nahee karataa",sarcastic
samaya aane para saba kaॉmana lagegaa....pee.dhee dara pee.dhee logo men parivartana aataa hai...,sarcastic
जो राम का नही..वो हमारे काम का नही..! बोलो सियावर रामचंद्र की जय.. fire fire hindu_temple triangular_flag hindu_temple triangular_flag fire fire,non-sarcastic
Jaha जिंदा h wahi रखो face_with_tears_of_joy bahar aai to fir धरती maa k charno me milegi face_with_tears_of_joy,non-sarcastic
what calculated risk and desi paua looks like,non-sarcastic
rathee ek anchor hai yeh script uska bap likh tha hai vijeta dahiya,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy chutiye log face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
aare bhai vo jeeta hi kaha hai jo dega khata jhat enraged_face enraged_face,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy loot lo pese,sarcastic
When u throw from top floor of burj...,non-sarcastic
pleading_face . triangular_flag triangular_flag triangular_flag जय श्री राम triangular_flag,non-sarcastic
તારી મા જોરે પન તુજ સૂઈ જજે લૂખા enraged_face,non-sarcastic
eesiliye ham bhi chhatrapati sambhaji maharaj ke sath jo mughalon ne kiya woh nahi bhulenge triangular_flag,non-sarcastic
clip kart ke video dal rahe ho pahle pura video to dekh lo who kya kahana chah rahe hain,non-sarcastic
aare bc itkya sensetive matter madhe tuzi i ghatlich ka...??,sarcastic
kon hi ... hila tai ka manta.... foda hila. kutri sali. kon hi hine hech dhande kele astil manun hi asa bolte. yach varshi hicha tond vakd hoil2024...manatun shrap ahw...,non-sarcastic
kaasha isake taaima isake bappe kaa kandoma naa phataa hotaa,sarcastic
Brick be like :- tum ye pehle karlo face_with_tears_of_joy,non-sarcastic
guru govinda sinha jee kee baata aaja satya ho gayee jaya shree raama triangular_flag relieved_face,non-sarcastic
mentos + mountain dew + 5stars= dar ki mkc,sarcastic
Aulad ko sikhaoge to aulad bhi pitegi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
India is a secular country guys..... ye secularism hai Jo sirf Hume samjh nahi aata,non-sarcastic
motovlogger should be banned in India,non-sarcastic
flexed_biceps flexed_biceps flexed_biceps flexed_biceps flexed_biceps flexed_biceps,non-sarcastic
Aadha Sach bolta hai Jhutho ka Saathi Dhruv Rathi rolling_on_the_floor_laughing,non-sarcastic
thobade bai lakva maril tujhya tondala,sarcastic
too ne kaaya ko la*** pakadane ko ra.cpa saॉnga gaayaa be aba laga gaee naa skull skull skull skull,sarcastic
Sochne wali baat hai bus Muslim hi kyun clown_face,sarcastic
Aur Hamare Ram Mandir Zinda the Zinda Hai Aur Zinda Rahenge bolo Jay Shri Ram triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag red_heart red_heart red_heart full_moon red_heart triangular_flag red_heart full_moon triangular_flag red_heart,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy kitna jhudh bologe congressi,sarcastic
busdeka ...haram khor sala ......tu ...kuttya ki marega ....,non-sarcastic
par didi meri bhanji ki doll apne kab chori ki slightly_smiling_face,sarcastic
Burj Khalifa se geri hai kya eat face_with_tears_of_joy face_with_tears_of_joy,sarcastic
is randi ki mummy k iske abbu ne condom ki jgh tatti lgayi thi to is jaisi chinnal paida hui hinduo agr bhi khoon ka khole to mar jao khas kr bengal me,sarcastic
Some nigga made a question out of it skull,non-sarcastic
Jai rajputana red_heart red_heart red_heart red_heart,non-sarcastic
aaap inhen dikha rahe ho godi media walon rahul ji ko kyon nahin dikha rahe kitni bheed hai unke sath kabhi to nishpaksh samachar de diya karo,non-sarcastic
Jo hamara tha wo hmane liya us pr tum logo ka hak nhi smirking_face smirking_face smirking_face smirking_face,sarcastic
Pappu he to mumkin he face_with_tears_of_joy face_with_tears_of_joy raising_hands,sarcastic
Heart touching video cross_mark Lund touching video check_mark_button,sarcastic
sab she bada atankwadi to midya hai,non-sarcastic
Galat bol Rahi hain aap.. India and secular do words ek saath nhi use hote hain,sarcastic
we don't consider kejriwal as government,sarcastic
jo party power me hai unhone paise dene ki baat nhi kri rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic
Chutiya bana tu sab ko hum jante h tujhe face_with_tears_of_joy face_with_tears_of_joy saste nashe mat kiya kar,non-sarcastic
Dukh mile hazar pr esi amma na mile chinaar downcast_face_with_sweat skull,non-sarcastic
ye saba loga itane anapadha kaise rahe,non-sarcastic
aacha aj apki mediya poch gye our jab pedal yatra kar rhe the desh ke liye tab kaha the tum,non-sarcastic
sagele chutya aahe re....too bhi aani polika bhi,non-sarcastic
bjp me bhi bola tha kala dhan sab garibo ko milega bho kya gand me kar liya apni,sarcastic
मोदी जैसा कोई नहीं folded_hands triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic
tera tarika sahi karna pale ga -jay bajarang bali triangular_flag,non-sarcastic
moai beanchode ya kay tha check_mark_button,non-sarcastic
Prid to be hindu of india,non-sarcastic
इस्लाम की खूबसूरती है rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
Know the meaning of a 'Sitting CM' first.,sarcastic
eeska maka bhi boyfriend hai na wo isliye jalan ho rahi hai,sarcastic
