Transliterated_Comment,sarcasm_label
Maro chata chat face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
bisa bisanya tu batu blm sampek,non-sarcastic
ya bhi eak tarah ka terrorist hai inka kam bacha paida karna hai skull,non-sarcastic
bike ke licence hi nahi dene chahiye,non-sarcastic
nodi kyo nahi bol raha crying_face,non-sarcastic
kucha bee hama kyaa c h yaa hai,non-sarcastic
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face moai moai moai cross_mark,non-sarcastic
Wo toh insta offensive word block kr deta hai nhi toh iss chamche ko jis jis tarah ki gali milti ki 2-4 chaar new gali invent ho jata,non-sarcastic
tuma loga ke andara kee.dee hai isake lie tumane kaangresa ko diyaa beejepee ko naheen dekhakara prastaava,non-sarcastic
esliye main auraton ko jaroorata se jyaadaa ijjata denaa hee banda kara diyaa hu face_with_rolling_eyes ijjata sabakee baraabara hotee hai vo marda ho yaa aurata face_with_rolling_eyes,non-sarcastic
Aap ko star plus ki TRF se gravity ki maa ch**** ka mauka diya jata h face_with_tears_of_joy face_with_tears_of_joy,error
face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth,error
Ye to salma hai rolling_on_the_floor_laughing rolling_on_the_floor_laughing,error
It's too safe than denger door in Mumbai local... moai,error
garva se kaho ayodhyaa vaale hijare ho tuma loga,sarcastic
sayoni ghosh ki na ki bhosda pig pig pig pig pig pig pig pig,sarcastic
naunten dew dar ke ma ke chut,non-sarcastic
sabke najrome asli criminal tu hi hai be raising_hands,sarcastic
शिकून पण आशिसिक्त आहे ही chin*al face_with_tears_of_joy,non-sarcastic
Kuch nhi mila toh yh krre hn face_with_tears_of_joy kya bakwas media wale hn,sarcastic
agara saba loga eka saatha korta me le jaayen mila sakataa hai 8500,non-sarcastic
मोय मोय जर्मनी face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Kuchh nhi milega yrr rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
enraged_face enraged_face enraged_face enraged_face Jai Shree Ram triangular_flag triangular_flag triangular_flag,non-sarcastic
nar jaoge ek din jal jal ke lakin apne abbu ki barabari nahi kar paoge face_with_tears_of_joy,sarcastic
nujhe proud hain ki mein hindu hu triangular_flag jai shree ram,sarcastic
triangular_flag triangular_flag hindu ki bat hi alag hai,non-sarcastic
pagle budda.gherme hi bahan ma ke sath factory khol rakhi.yogi ko gussa aya to teri population factory khatam ker dega.pagal enraged_face,non-sarcastic
aab tum aaag lagaoge enraged_face enraged_face,non-sarcastic
Taliya bajao khata khat khata khat face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Bot eats 100 Google as breakfast face_with_tears_of_joy,non-sarcastic
Ye bhaishahb itna isliye bol paa rhe he kyuki india me bethe he abey kisi aur country me hona bkl to aukat dikh jati,non-sarcastic
ees liya india traki nhi krta,non-sarcastic
ध्रुव राठी की ma चुध गई है face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
eetne der me to lakho ensan mar jate agar itne upar se neche ate,non-sarcastic
hee raada aahe tilaacha naahee maahitee tulaa konee konee kela te,non-sarcastic
nehru nay aisa muslim k liye kiya to hindu k liye bhi karna chaiye tha,non-sarcastic
aare baba kabza karne ke liye population nhi intelligence jaruri hai,non-sarcastic
in every such things one name is specific' Nehru',non-sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
gao bhasa nahi bhikhari pahle a gaye,sarcastic
sali tumhara vahi aajmer wala jisko puchti ho theek hai baki faking fakking samajh jao,sarcastic
In jeso ke chakkar me bachha krne pr bhi odd even lag jaega ! face_with_rolling_eyes,sarcastic
konsi cheez ko kaha jod raha ye chutiya....pehli bat yahudi converted nahi the aur dusri bat yahudiyo ke purvajo ne mandir tod masjid nai banaye the germany nai...na ki atank failaya tha...na ki bahar se aye yahudi baki uahudio ko bhadka rahe the aur galat eeslam ki seekh de rahe the...aur yaha humne tum logo ko gas ke chambers me nahi dala hai...jo history me hamare sath galat hua hamare hi desh me uss galti ki sudhara hai bas jo 70 sal me congress ne kabhi koshish tak nahi ki sudharne ki...to ye example to bohot hi chutiyo wala diya hai...,sarcastic
Lungi fass gyi to chicha ka happy bdayyy saluting_face,non-sarcastic
dukkara la gutterech averte. nasalach ahes gutter cha.,non-sarcastic
"do jiv ghetale , aaani ha jivant aaahe ... kay tar savidhan",non-sarcastic
Wo do bande chutiye hain face_with_tears_of_joy face_with_tears_of_joy sedha pcr phone karna chaiye tha!!,sarcastic
Gravity be like ha bc ye krlo phele face_with_tears_of_joy,non-sarcastic
no yaar esko hatao yaar triangular_flag fire enraged_face,non-sarcastic
Ye Andhbhakto or aa gaya face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Behenchod vo hai jisne edit kiya hai thumbs_up_light_skin_tone,non-sarcastic
Le lio Congress face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
esi ke karna to modi ji bol rha hai es bar 400 par kr do or ye khatam kr dega,non-sarcastic
check_mark_button check_mark_button skull skull moai face_with_tears_of_joy check_mark_button,non-sarcastic
bolo ab mera yasu yasu haso meem banao dekho her telab me gandi machli hoti hai jo dusro k leyeh masla banti hai kesi k bhi mazhab ka mazak banana achi bat nhi baki kesi ko bora laga hu tu maf krna,non-sarcastic
Are kehna kya chahte ho bhai.. face_with_tears_of_joy,non-sarcastic
mujhe apanee hee oop se napharata hone lagee enraged_face enraged_face,non-sarcastic
jai shree ram jai ho baba,non-sarcastic
beta bap ka nam legal ki dusreka,non-sarcastic
Dhruv Rathee Ko Har Chiz Ka Blame Kyu Karta Ho Reason India hi hai Other Country Hai,sarcastic
Heart touching cross_mark kidney touching check_mark_button,non-sarcastic
educated log kaha h tag karo bhai zara check_mark_button,sarcastic
Khalistam check_mark_button all peoples to I fuck that country,non-sarcastic
blue colur wali panty da du,non-sarcastic
hamara tiranga uske pair ke niche hai bhai,non-sarcastic
aaaur do congress ko lalchi log,sarcastic
अब लीजीये राहुल गांधी का घंटा face_with_tears_of_joy,sarcastic
nauntain dew.. skull dar ki ma ki chut.. skull red_exclamation_mark,non-sarcastic
તારી માનો bhosdo face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy બડી face_with_tears_of_joy face_with_tears_of_joy,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Kaha gyi ab wo Kanya Jo Apne Muslim star_and_crescent hone par proud feel kaeti h face_with_tears_of_joy face_with_tears_of_joy,sarcastic
tu or tere samaj dono ke nkc,non-sarcastic
bike wale ki galti hai isme mere samne hota to iski *****,sarcastic
Inko free education do.inki education k liye chada collect kro..nhi to sach mein record Tut jayega,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
sala may soch rha tha ias banuga iske bad lag rha hay....bolega ki may ab atankwadi o ko support karunga,sarcastic
To bhai meri aakhri echa he aap Vha se ye mere liye julla lete aana face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy 7572838174,non-sarcastic
ye halat bahut buri hogi shiv bhagwan isko dand denge,non-sarcastic
"iske bap ko dekha hoga isane condom lagate huye ,khair us rat lagata to accha hota",sarcastic
69 missed calls from star plus face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
abe pana kaayale upataayale kelan toona asa vaangyaa,sarcastic
saanpa ke pille ko kitanaa bhee doodha pilaao kitanaa bhee nahalaao baada men vaha kaatataa hee hai,non-sarcastic
pr tumhari jat ka to hota hi chhota haina? skull,sarcastic
tu hamesha nafrat felaya kr kabhi haq bat bhi bol liya kr...,non-sarcastic
allaaha aura akabara doono mere landa pe face_with_tears_of_joy,non-sarcastic
Jai shri ram folded_hands folded_hands heart_exclamation heart_exclamation,non-sarcastic
aab kehdo modi ki galati hai unamused_face,sarcastic
lowda tha bahn ka tkka jissne jeh waqf act bnaya tha aaaa,sarcastic
bhaaee aba pataa chalaa hogaa manase vaale up ke logo ko kyoo.n maarate the face_with_tears_of_joy triangular_flag,sarcastic
Spider man cross_mark plat man check_mark_button face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Ab milega l*nd rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic
chalo eski b gand jalgayi fire raising_hands,sarcastic
esa video ko like karne wale sab chutiya hea,sarcastic
