Transliterated_Comment,sarcasm_label
eski khojli ja nhi rhi hai sab jake pel dete hai,non-sarcastic
check_mark_button cross_mark cross_mark cross_mark_button cross_mark_button check_mark_button,non-sarcastic
maamaa kee to baata hee nahee kaha rahaa mahodaya phree paisaa khaataa men milane kee baata kahee| muphtakhoree ke saatha saatha paartee vota bainka aise hee phree paisaa se paatee hai| ise hee kahate hai mehanata kare koee muphta men paae koee|,sarcastic
hindu sanskriti ese logo ke liye barbad hai,non-sarcastic
yhi condam lag kar iss ki li jaye takki or dusra iss ke jaise paida na ho,non-sarcastic
Are re re Tum hari to jal face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
"Im from Pakistan, but i don't support disrespect of national identity, national flag.",non-sarcastic
ye unpad logo ne mil kr sle desh ko berbad kiya hai sala ye log kyu eendia me rukk gye nhi rukte tho ajj kitna santi hota kitne log zinda hota ajj,non-sarcastic
Ek papu ne UP walo ko bhi papu bnaa diyaaa face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Mar gya na wo to bidesh mai jakr face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
brother apko pta hi nhi ke tax kaha lagta jahan cash ka flow hota or maszid me cash ka flow nhi hota ...waha cash sirf bnane me lagta hai waha paise ki flow nhi hoti bas waha namaz pdha jata hai to tax kis chiz ka lgega bhai apke puja ghar ka tax thodi hota ...mandir me tax excessive dan ki wajah se hota hai jahan paisa ata hai sarkar waha tax legi na jahan paise aen waha jo maszid me imam hote hai unka paisa bhi maszid ki committee ke log aspas se lekr dete hain ...to maszid me paisa ata hi nhi hai ....to tax kaise aega ...wrna sarkar kabka lga chuki hoti apko kya lgta wo so rhe hain ...,non-sarcastic
gujaraata to ko dedo u. pa vaalo ke laayaka nahee hai jaya shree raama triangular_flag hija.do ko doora se namaskaara,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy ..... fire fire fire fire,non-sarcastic
One book is enough to destroy the whole world globe_showing_Americas,non-sarcastic
Newton's law cross_mark kidney touching law check_mark_button,non-sarcastic
"Mandir should also be under a charitable trust, not under govt",non-sarcastic
Tujhe pora he comments vachtil tr kute tond dakhvt firsil bai,non-sarcastic
raising_hands raising_hands yogee jee triangular_flag triangular_flag,non-sarcastic
sir ji apke bap ki h kya sarkar jo hr bat pr hmari hmari kr rhe ho,sarcastic
ek shrao dunga sale ka mut nikalna band ho jega,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
shukar h baba m hindu hu red_heart om triangular_flag,non-sarcastic
Congress supports secularism cross_mark Congress mocks secularism check_mark_button,non-sarcastic
ashyaa pishaachneelaa purusha tara maara naahee deoo shakata mhanoona tyaa saathee hindoo mahilaannee pudhaakaara ghyaavaa,non-sarcastic
namard hindu h jaha ye rahti h .,sarcastic
ya baw baw karaha hai yahi ek bada india atangi hai. master mind b hai.,sarcastic
congress vale khud bhikari he face_with_tears_of_joy face_with_tears_of_joy,sarcastic
गर्व इण्डियन indian हे । नफ़रती-दंगाई-चाटुकार-गोदी नहीं हे face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic
navra varla attack Yeun face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
"aadmi jo padhta hai woh banta hai, iski shakal pe kachra likha hua hai",non-sarcastic
हिला चांगलच अनुभव आहे वाटत face_with_open_mouth face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Maa to maa hi hoti hai love you maa smiling_face_with_tear smiling_face_with_tear smiling_face_with_tear smiling_face_with_tear smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes,non-sarcastic
Bade empires number ko increase krne se nhi banate chacha soch m falt h apki aur isi bja se Muslim AJ ek peshda smaj ban k rh gya h,non-sarcastic
"koi mehangai ki bat nahi karega, no corruption, no employment, no black money, ganga cleaning, polution, bus nandir ka propaganda",sarcastic
tujhya ver purn gav udat asal magharya amhala thodi n disnae ahe face_with_tears_of_joy,non-sarcastic
Hicha gandir goli marli pahije face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Wa re bahanchod sala face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
abhee tere olaada ko bola ke mara jaa na be,sarcastic
sudhanshu ji ke sath bakchodi nehi,sarcastic
aapni mummy se shadi kr le fir,sarcastic
Gravity cross_mark Network slo ho Gaya tha check_mark_button,non-sarcastic
ese eendia me dafnane ke liye bhi jagah mat dena modiji en jaisonke liye ho pakistan banaya he dakel do vaha enhe bhi bharm ke nam par bane the na do mulkh fir vaise hi hona chahiye hundred_points hundred_points hundred_points,sarcastic
Pagal abhi Ram Mandir abhi Kashi Mathura baki hai jay jay shree ram red_heart red_heart red_heart,sarcastic
kya chomu hai tu be tihadi sale,sarcastic
bhai hamne to yogi ji ko support kiya hai,non-sarcastic
eenke bap ki jameen hai k,sarcastic
Kaleja touching video face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
eise hi 15 lach b pucho,sarcastic
Dhatt teri maa k chut face_with_tears_of_joy,non-sarcastic
Hahahah gaand Jali face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Beta pap se paga mat le Jay Shri Ram har har Mahadev folded_hands folded_hands folded_hands folded_hands triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic
we need sudhanshu trivedi vs dhruv rathee before release gta 6 skull,non-sarcastic
karo nention dhruv rathi mc ko,sarcastic
jald se jald khatm hona chahiye,non-sarcastic
Tare maa ki chu face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Ye serial h ka gravity h face_with_tears_of_joy,non-sarcastic
hahahha face_with_tears_of_joy thanks jal gayi shayad,non-sarcastic
ye mil gya na agar kbhi sale ka bhoot bna dunga.....chahe jail mai sdna pde,non-sarcastic
pehle jake apne papa ko pucho kala dhan kaha he 15 lakh fir duskore bare me bolna,sarcastic
German kutte bhaukna chalu kiya ...iska sb k sb reasearch half news hota hai,non-sarcastic
लेलो लेलो खटा खट फटा फट face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
beshak owaisi sahab jindabad clapping_hands clapping_hands clapping_hands clapping_hands,sarcastic
eeske badle ravish sir kahte to achha lgta is chutiye ko sunne k bad muh se bas gali nikal rhi,sarcastic
ye ek number harami hai sala,non-sarcastic
ye kam mulla kr skt h bs face_with_tears_of_joy rolling_on_the_floor_laughing,sarcastic
aaap rahlu ji sarkar ban do paisa to a jayeg khat khat,sarcastic
"ye kabhi hindustan ka bhala nhi soch skata iske bato se sirf yahi pata chal raha ki ye apne s. nsl aulad ko sirf jhdga sikha kr mrega,",sarcastic
nountain dew dar ki maa ki chut,non-sarcastic
Dar ki ma ki ch*t rolling_on_the_floor_laughing,non-sarcastic
Another reason for vote Modi check_mark_button,sarcastic
काँग्रेस का चमचा face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
person_gesturing_OK person_gesturing_OK person_gesturing_OK person_gesturing_OK person_gesturing_OK grinning_squinting_face rolling_on_the_floor_laughing person_facepalming,non-sarcastic
Jay shree ram red_heart red_heart red_heart,non-sarcastic
Are bhai vo 1st cm ki baat kr raha hai jo 1st time jail gya …. Video me jo dikha raha hai ke 2012 me bhi jail gya tha . Tab to vo cm nhi thaa aur dusre kisi bhi state ke CM ajj tk jail nhi gye. face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Rathee ka research bht jyada glt ho rha hai,non-sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
check_mark_button face_with_rolling_eyes भगवान भला करे तुम लोगों का folded_hands winking_face_with_tongue face_with_tears_of_joy,non-sarcastic
India India Support my country unity not support people who are dangerous for our unity,non-sarcastic
Lund le rha hai apne muh ma face_with_tears_of_joy,non-sarcastic
ooddhav ch vattol hichyaa mule jhaalanya. jevadha shinde nee kelan nhi tevd hin kely,non-sarcastic
bhai essay vala kam krna tha,non-sarcastic
background music bahot hai...dialogue sunai nahi de raha hai..background music low kijiye.,non-sarcastic
Women.. face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
"aaaj ye yaha tak sirf congress ki bdolat pahucha h, aagr muslim ase logo ki bato me na aye to acha rahega.",sarcastic
Kabhi kuch nahi kar ke dekho cross_mark_button Dar ke aage jeet hai face_with_tears_of_joy,sarcastic
Fate huye condom ka natija hai baki kuch nahi face_with_tears_of_joy,non-sarcastic
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic
aabhi aysa koi act hindus ke liye jahir kiya jata (joh kabhi nhi hone wala nh hi hoga) toh pura desh milke uske piche pad jata woh so called secular hindus and nuslims milke narebazi pe utar jate or yeh sab so called influencers bhi views n fame pane ke liye isme unka sath dete,sarcastic
Bhikhari log sbse aage face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
isake khilaapha case karo hamaare dharma kaa apamaana karane vaalaa bachanaa naheen chaahie aura sajaa naheen milatee isako to on the spot sajaa do,non-sarcastic
