Transliterated_Comment,sarcasm_label
Wah madarchod gravity be like- mai toot gya crying_face,non-sarcastic
Trivedi: don't teach father how to produce baby,non-sarcastic
hama bhakta hain hamane 15 laakha naheen maange aura chamche 8500/- maangane katoraa lekara chale gae rolling_on_the_floor_laughing,sarcastic
I hope your father would have wore it during their hpn3ym00* to avoid a girl ch!/d like y*u… your face looks like (0n|]o*,non-sarcastic
Katuwa sale face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
aazoon gand mara hyachi.. chaltana lokani mulwyadh ahe asa samazla pahije... faltu content bnavto bc ani mhanto azoon banven famous honya sathi... ghe mag,sarcastic
Neoton ky laws ko Mc di face_with_tears_of_joy,non-sarcastic
or me bhi apne bachho se kahunga ki in kato ne ram mandir ko tod kar babri banbai thi red_heart,sarcastic
tumahe ghar pe jake dekho aya hoga busy hoga kisi ke sath chutiye enraged_face,non-sarcastic
dhruv me papa ki entry ho gyi skull moai,non-sarcastic
zahil kom.. zahil hi rahegi... fir inko rozgar b chahiye,sarcastic
हार गया तो कौन देगा smiling_face_with_horns smiling_face_with_horns,sarcastic
Dhrub tere me himmat hai to sudangshu ke sath debate per aa face_with_tears_of_joy,non-sarcastic
land lele muh me ja brr chutiye,sarcastic
Amma behan pe aajaunga mein grinning_face_with_sweat grinning_face_with_sweat,sarcastic
aapp anjana ji ek bar app sanjuy raut ji ka intrvu lelo sub jawab milega fire fire fire fire fire fire,sarcastic
eka aisaa hee jhoolaa mere paasa bhee hai ye bhee apane aapa hilane lagataa hai haॉta la.dakee ko dekhate hee face_with_tears_of_joy,non-sarcastic
Gravity ki MKC tu bacha bacha,sarcastic
"Logically dekhen to wo ling he h face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy jokes apart - jb sanataniyon k baap ki party rapists and criminals ko ticket de skti h, to is ladki ne to esa kuch b ni kiya",sarcastic
aapni ma ko bhi chod lena bhen ke sath check_mark_button,sarcastic
rahul gandhi ka bap chodke gaya tha ka,sarcastic
nagpur le ahe khup thandi sushma andhare ahe sarvat mothi randiii,sarcastic
Abhi maze lo 8500 ka rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing gaddar log,sarcastic
Kidney touching video loudly_crying_face rolling_on_the_floor_laughing check_mark_button,non-sarcastic
என் தேசியக் கொடியை காலில் விட்டு மிதிப்பதற்கு உனக்கு துணிவு இருக்கு அதற்கு காரணம் தமிழ்நாட்டில் சில ஈனப்பிறவிகள் அரசியலுக்காக உங்களைப் போன்ற தீவிரவாத நாய்களுக்கு துணையாக நிற்கிறார்கள் விவசாயிகள் என்ற பெயரில் நீ தீவிரவாதம் செய்கிறாய் அதற்கும் இங்க திருட்டு நாய்கள் ஆதரவாக இருந்து அரசியல் செய்து கொண்டிருக்கிறது,non-sarcastic
nughlo ki najayaz olad fire fire bharosewale bht bde bharosewale khush rha kro doosro ki tarakki se,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
"vinaasha kaale vipareeta buddhi heecha tee durbaddhee, dharma nantara jaree maanata asaleesa taree eka stree mhanoona vaanee vara kaahee bandhana asaava laagata, tulaa kuthalyaacha dharmaata thaaraa miloo naye, yaata tumachee chooka naahee aamachyaa santaanchee chooka aahe, yaare yaare lahaana thora yaatee bhalatee naaree nara , hyaamadhye asale hijade pana aalecha hilaa hijadaa mhanane mhanajecha hijadyaanchaa pana apamaana aahe , kalayuga chaalavanyaasaathee ashyaa mahaamoorkhaachee aavashyakataa aahe je aapalyaa vaanee aani lingaavara bandhana ghaaloo shakata naahee fire trident_emblem aani baaee neeta raamaayana vaacha maanoosa tyaachyaa karmanusaara varna tharavalan jaate, raavana braamhana asoona raakshasa aahe aani shabaree shoodra asoona devee, pana te tulaa naahee kalanaara kaarana too vichaaraannee pana shoodra cha raahanaara fire fire",non-sarcastic
