Transliterated_Comment,sarcasm_label
eeski beti ko koi dongri wala leke bhag gaya face_with_tears_of_joy,sarcastic
beta koi or hota to mar mar k bhoot bna dyta tera,sarcastic
Inke peeche ek black hole hai vo masjid usme hai face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
congress ko vote dene wala sara chutiya he,sarcastic
Dhruv rathee cross_mark Congress ki chamcha face_with_tears_of_joy,non-sarcastic
Yha bulle nhi dikhenge face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
eka laaphaa maara diyaa to ghooma kara gira jaayegee|,non-sarcastic
Ekta ki fan hai lgta hai face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Aur do congress ko vote rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic
Bolnay do bechray ko taklif hua hai face_with_tears_of_joy face_with_tears_of_joy,sarcastic
"katttayi chitiya rider hai , sala chapri",non-sarcastic
jab hr khi pr mandir ban skta hai to...... moai . ee hope smj gye hongee,sarcastic
This is what lode pe latakna means face_savoring_food skull,non-sarcastic
ye jarmana kuttaa histree pa.dhataa hai kee naee sutiyaa saalaa,sarcastic
fire check_mark_button red_heart jeetay raho Trivedi ji. May you live long!,non-sarcastic
aapne bap ko b phna deti to aj desh me ek nikkmi to km hoti,sarcastic
ई टा हुवे की यकरे माई के टीटा rolling_on_the_floor_laughing rolling_on_the_floor_laughing face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Sir aap aise ****yio ko apne show me bulate hi kyu ho…,sarcastic
Sach me lady don h face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
bhagwan ka lakh lakh sukr h,non-sarcastic
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face cross_mark cross_mark cross_mark cross_mark triangular_flag triangular_flag,non-sarcastic
