Transliterated_Comment,sarcasm_label
tere paasa aura kucha kaama naheen hai kyaa,sarcastic
har chiz mai sirf hindu muslim divide karna kya hai ye yr,non-sarcastic
Agar Islam 1400 Sal Purana hai to 1500 Sal Purana mandir Muslim property kaise ho skti h face_with_open_mouth,non-sarcastic
rathi jaisa 100 chutiya ko sudhanshu sir ek sath rel sakte hai samne baitha k,sarcastic
kay avghad situation ahe uddhav sahebachi... raising_hands,non-sarcastic
nodi ne sab ko 15-15 lakh diya tha na congress bhi dega,sarcastic
"Gravity be like ""mai madarchod hu"" face_with_tears_of_joy",non-sarcastic
Ye video dekhne ke bad uss brick ke niche me hi a jati crying_face,non-sarcastic
Extreme garbage by Pandit Nehru kudos bro right-facing_fist face_with_tears_of_joy,sarcastic
થોળા સબ્ર કરો તુમ્હે દેંગે જરૂર તુમ્હારે દોનોં હાથો મેં રાહુલ ગાંધી. પૈસે,sarcastic
aabe ye fuck board kya hai,non-sarcastic
Dhruv Rathee kon ??? Why world's most Popular Leader was Silent on this???,sarcastic
ye loga mere id dilita karavaa kara hee maane ge . crying_face crying_face,non-sarcastic
aagar sudanshu sir aur druv ek stage me jagda kare skull druv kam band karna padega fire,non-sarcastic
Han Bhai dhruv rathee supporter nhi dikh rahe face_with_tears_of_joy skull,sarcastic
Ek debate hona chahiye dono ke bich me face_with_tears_of_joy,non-sarcastic
Kha...h.. secularism wale chutiyeah face_with_open_mouth face_with_open_mouth,sarcastic
Tuzya ayacchi gand bc enraged_face enraged_face,non-sarcastic
कट्टर हिन्दू है triangular_flag triangular_flag triangular_flag बीजेपी को दिया है red_heart red_heart red_heart,sarcastic
chotta ke liye chotta ke dil me dard...thu hai dhruv jaise desh virodhio per......,sarcastic
hichyaa maaya chyaa gaandeeta ghaatalaa garama laala laala raॉda,non-sarcastic
Pr andhbhakt ko secular country nhi chaiye clown_face,sarcastic
I am from UP sleepy_face but I voted to bjp thumbs_up,non-sarcastic
Why i trust on you? rolling_on_the_floor_laughing,non-sarcastic
Bol kuch bell farak nahi padega sale face_with_tears_of_joy,sarcastic
mujhe ye poochane thaa kee allaa stree hai yaa purusha face_with_tears_of_joy,non-sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
I completely agree with u brohhhh....mu punctured the whole chuslims community face_with_tears_of_joy,non-sarcastic
aacha aj apki mediya poch gye our jab pedal yatra kar rhe the desh ke liye tab kaha the tum,non-sarcastic
ye kya dekh liya ab marna hoga crying_face,non-sarcastic
aatankwadi ke area me atankwadi hi honge n,sarcastic
face_with_tears_of_joy face_with_tears_of_joy Halala syringe pig_face pig rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
Gravity kha gyi rolling_on_the_floor_laughing rolling_on_the_floor_laughing face_with_tears_of_joy,non-sarcastic
Uper wala aaj duniya bna ke pachta rhe honge crying_face crying_face,non-sarcastic
bhai ad wala ka bura asar ho gya h,non-sarcastic
Hyachya gandit beer chya bottle fhoda jidagit rap boltana vichar Karel,non-sarcastic
"eka stree jo gaira hinduon ke dharma kee baata pe prataadita kee gayee,aba baata hindoo dharma pe aaee hai kyaa sochaa hai isa stree ke liye,mujhe naheen lagataa hara baara maapha kara denaa uchita baata hai fire",non-sarcastic
Le bhaiya mut diya tere dhruv rathe or uske fake education me fire,non-sarcastic
pahile tyaalaa chopaa tyaannee sagalee paristhitee chaa svataachee laala karoona ghenyaasaathee vaapara kelaa... vaatalatara 1/2 kesa pana taakaa mhanaje ashe kide valavala karanaara naahee,sarcastic
y ap ki jal rahi h,non-sarcastic
india is not for NRI's also (imma one so i can say it),non-sarcastic
aare anpad ourto bjp ki dalalo kha bni ouski sarkar ye godi media h,sarcastic
"modi ne aapril fool nehi banaya , modi keya bolatha kala dhan 15 lakh kaha he grinning_squinting_face",sarcastic
I proud to be a hindu triangular_flag triangular_flag triangular_flag,sarcastic
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic
Kabhi aam ne sham ne Lao o Jarman Shepard ko Trivedi j ke sham ne face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
yai iska asra nhi hai 65 wala ka kamala,sarcastic
kon he ye bahan ke lo,non-sarcastic
aadhuri jankari janleva hoti hai apni aulad jo puri sacchai btana raising_hands,non-sarcastic
"As a maharashtrian, I confirmed Raut is gaandu aadmi we are sorry for that",sarcastic
ਤੇਰੀ ਮਾਂ ਦੀ ਭੋਸੜੀ bc ਪਿਆਰ ਨਾਲ ਸਰਦਾਰ ਜੀ ਨਾਲ ਬੌਂਡ ਪਾੜ ਕ ਗਲ ਚ ਪਾਦੂ,non-sarcastic
Hart touching video cross_mark luli touching video check_mark_button,non-sarcastic
face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth #rendomsena smiling_face_with_horns triangular_flag triangular_flag #randomsena #randomsena triangular_flag,sarcastic
jaroora honaa chaahie kyon ki hindoo hee hija.de ho gaye hain|,sarcastic
aaukat hi nhi h sarkar bnane ki check_mark_button fire,non-sarcastic
Guts hain inke sath kar na podcast face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
nountain dew dar ke ma ke ch***** moai skull,non-sarcastic
nodi ji 10 sal ho gya ap isko band kyu ni krte eespe kuch to karo,non-sarcastic
moai moai moai moai moai moai moai moai moai,non-sarcastic
bikar madhar chodh bosidike us budeeka gadi karab kardhiya,sarcastic
rolling_on_the_floor_laughing Aur Do Congress ko vote khata khata face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Ye ita tu hum log ke upar hi gira de cross_mark loudly_crying_face,non-sarcastic
ye kaama basa mulle kara sakate hai,sarcastic
eat 5 star do nothing+mountain dew dar ki ma ki ch**t,sarcastic
bhai aajju bhai ne bhi face revil kar diya lekin aallah kab karega eenka face_with_tears_of_joy,non-sarcastic
ghabaraao mata anaaja bhee banda hogaa aura aayushmaana kaarda bhee banda hogaa are isase ba.dhiyaa hai ki jaakara bheekha maanga ko roda para sooara kee tarapha paidaa kara karake 50 tho,sarcastic
aapni asali aulad ko rakh ke video banao baby_bottle smiling_face,sarcastic
eensurance ma chudane k liye banwaya tha,sarcastic
gap ye psycho salya kashala ai ghatli.. bgh ata maja,non-sarcastic
aabhi koi jita nahin hai cross_mark,non-sarcastic
Jai shree ram red_heart folded_hands triangular_flag,non-sarcastic
Jb bachana hi tha to chat se et feka kyu,non-sarcastic
Waa didi waa face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
jitni mahilaye dikh rahi hai sab muslim h,sarcastic
Jhula jhulo lekin baap ko nhi bhulo face_with_tears_of_joy shudhanshu sir on fire fire,non-sarcastic
Yaha thoda gravity late ata hei rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing moai cross_mark cross_mark cross_mark_button cross_mark_button cross_mark_button cross_mark_button cross_mark_button cross_mark_button check_mark_button check_mark_button check_mark_button skull check_mark_button check_mark_button skull check_mark_button fire,non-sarcastic
Modi 3.0 in corner laughing face_with_tears_of_joy,sarcastic
"kona he kamine inahe bhaarata me kisane rahane diyaa, eka kutte jaanate bhee hai ki isa tirange ke lie kitane viro ne apanee jaana gavaa di he face_with_symbols_on_mouth enraged_face",non-sarcastic
Jai folded_hands shree folded_hands RAM red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart,non-sarcastic
aagar jinda hi toh toh bol na ki chadar se uth ke shakal dikhaye apni,sarcastic
tu sala chapri rider hai aur galti bhi teri hai,non-sarcastic
namah paarvatee pataya hara hara mahaadeva fire raising_hands,non-sarcastic
beta bolo triangular_flag jaya shree raama triangular_flag,non-sarcastic
kata kat kata kat kat gya up walo ka face_with_tears_of_joy,sarcastic
enraged_face enraged_face enraged_face enraged_face cross_mark cross_mark enraged_face enraged_face,non-sarcastic
Ye dekho paise Wale Andhbhakt face_with_tears_of_joy,non-sarcastic
jaise 370 hata diya waise ye bhi hat jayega dosto . nodiji jindabad.,sarcastic
Majhub= maje lene wala hub jaha sab Jaan abbu Jaan Bhai Jaan mamu Jaan chacha Jaan face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
कशाला i घातली मंग face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Ohh Yes ye sahi hai raising_hands clapping_hands clapping_hands,non-sarcastic
rathee ki kad kathi ki aukat rolling_on_the_floor_laughing lakdee ki kathee face_with_tears_of_joy,non-sarcastic
