Transliterated_Comment,sarcasm_label
Dimag pichwade me h kya triangular_flag face_with_tears_of_joy,non-sarcastic
"hilaa ekadaa budhavaara petha madhye baghitalan hota,",non-sarcastic
sirf hinduon ka dos mat do kuchh bjp ke neta bhi hijde hai,sarcastic
aaachha bat sab muslim apne bahan se sadi kr lo,sarcastic
Principal fire fire fire fire pinched_fingers,non-sarcastic
Creator ha tuzha shevat cha content hota aata jail madhe nibandh,non-sarcastic
hyaa naalitalyaa kidaa la naalitacha jaagaa aahe,non-sarcastic
skull skull fire fire face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Bro trusts physics more . moai,non-sarcastic
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic
Jai shree ram red_heart red_heart red_heart,non-sarcastic
हिजड़े है Up Wale गद्दार smirking_face,sarcastic
nather chod apko kabhi maff nahee krega bhart tujhe sudhir,non-sarcastic
"eesko rohit shetty dhund raha hai, kisi k pass address hai kya ?",sarcastic
Media Dalal bhosdi pura media Dalal face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Rahul Gandhi be like ........avi gnd sirf bacha he face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
bo bolne ke liye na tum rehoge or na hi tumhari olad rehpayegi,sarcastic
ab pese ke rhe hoge ayodhya wale khata khat khata kat face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Dongre thre dangar aa aaa face_with_tears_of_joy,non-sarcastic
why we hate jawahar lal nehru,non-sarcastic
Chamcho ki to laal ho gyi hogi face_with_tears_of_joy,sarcastic
Dhruv atankwadi hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
India India India India face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
kon sa hak tumhe 1947 m bhik de diya gya tha pk,non-sarcastic
crorepati ka beta woh hain tere kide kyu bahar aye,sarcastic
DAR KI MA* KI CH**T face_with_tears_of_joy,non-sarcastic
Heart touching video cross_mark kidney touching video check_mark_button,sarcastic
Aek na mla javayla red_heart red_heart red_heart red_heart de na tich Lal ghalun,non-sarcastic
Chandigarh me vote chori face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy bjp chor,sarcastic
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢠⠆⠀⠀⠀⡠⠃⠀⠀⠀⠀⠀⠀⢀⡼⡆⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣸⠀⠀⠀⡼⠁⠀⠀⠀⠀⠀⠀⢠⠞⠀⢹⡄⠀ ⠀⠀⠀⣤⠀⠀⠀⠀⠀⠀⠀⢀⡇⠀⠀⣰⠁⠀⠀⠀⠀⠀⠀⣰⠋⠀⠀⠘⣧⠀ ⠀⠀⣼⠋⠀⠀⠀⠀⠀⠀⠀⡟⠀⠀⠀⣿⠀⠀⠀⠀⠀⠀⡴⠃⠀⠀⠀⠀⣿⠀ ⠀⢰⠋⠀⠀⠀⠀⠀⠀⢀⡾⠀⠀⠀⠀⠛⠀⠀⠀⠀⠀⢸⡁⠀⠀⠀⠀⠀⣿⠀ ⢠⡏⠀⠀⠀⠀⠀⠀⢀⡞⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢷⠀⠀⠀⠀⢰⡇⠀ ⡞⠀⠀⠀⠀⠀⠀⠀⣼⣥⣤⣤⣤⣤⣤⣤⣤⣀⣀⣀⣀⠀⠈⢧⠀⠀⠀⢸⡇⠀ ⠁⠀⠀⠀⠀⠀⠀⡼⠁⠀⠀⠀⠀⠉⠙⠻⢿⣿⣿⣿⣿⣿⣿⠛⢦⠀⠀⢸⡇⠀ ⠀⠀⠀⠀⠀⠀⡼⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠙⢿⣿⣿⣿⣿⠳⠀⢳⡀⢹⡇⠀ ⠀⠀⠀⠀⠀⡼⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢻⣿⣿⡿⠘⠀⠀⠹⣼⡇⠀ ⠀⠀⠀⠀⡾⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⣿⡿⠁⠀⠀⠀⠀⠘⣇⠀ ⠀⠀⠀⡼⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢿⠁⠀⠀⠀⠀⠀⠀⠸⡄ ⠀⠀⡾⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸⠀⠀⠀⠀⠀⠀⠀⠀⢻ ⢀⡼⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸⡇⠀⠀⠀⠀⠀⠀⠀⢸ ⠊⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣾⠃⠀⠀⠀⠀⠀⠀⠀⠈ ⠀⣆⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⡏⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠘⣄⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⡼⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠙⢦⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⡞⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⢠ ⠀⠀⠀⣀⠉⠓⠶⢄⡀⠀⠀⠀⠀⠀⢀⣠⠴⠋⠣⣄⠀⠀⠀⠀⠀⠀⠀⠀⢠⠇ ⠀⢰⠶⠤⢍⣛⣶⠤⠿⣷⣦⡀⠒⠚⡟⠀⠀⠀⠀⠈⠛⠢⠤⡄⠀⠀⢀⡴⢯⠄ ⢦⡈⠻⣖⠤⣤⣉⣉⣹⣯⣭⠉⠀⠀⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢠⣾⠛⣫⡄ ⠀⠑⣄⠉⢦⡀⠀⠀⠈⠉⠁⠀⠀⣸⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⣴⢿⣷⢚⡝⠁ ⠀⠀⠀⠹⢶⣷⠇⠀⠀⠀⠀⠀⣠⠏⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣴⣿⠷⠉⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠸⠋⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⠀⠀⠀⠀,non-sarcastic
Ab Bolo Allah Akbar Bolo na face_with_tears_of_joy,non-sarcastic
Maa chudane Gaye 2mhara Babar aur kabhi nhi aayega face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Proud on islam wale nazar nahi aa rahe hain face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Chapplo ki kami hai didi ko face_with_tears_of_joy,sarcastic
𝐴𝑖𝑚𝑖𝑚 𝑝𝑎𝑟𝑡𝑖 𝑗𝑖𝑛𝑑𝑎 𝑏𝑎𝑑 __𝑨𝒍𝒍𝒂𝒉 𝒉𝒖 𝒂𝒌𝒃𝒂𝒓 green_heart green_heart green_heart green_heart green_heart,non-sarcastic
Rahul Gandhi ki sarkar kaha bani hai congress har gayi hai toh kaise dega ye sab modi ke chamche hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
aba isake khilaapha f i r kyoo nahee huaa aba vipchi paartee munha men saanpa soongha liyaa koee kucha nahee bolenge,sarcastic
dhruv rathe khud tho dusre Desh mein maje se hai vo India ko barbaad karna chahta hai bas. Shame on everyone who supports him.,non-sarcastic
"ye sala dhuv rathi bahut jhutha hai ,ye social media par hipe pane ke liye jhuth bolta hai ,bidesh me baith kar farzi bat karta hai",non-sarcastic
fire fire fire fire crying_face crying_face crying_face,non-sarcastic
sperm hi nhi nikalta isliye dukh me pagal hogyaya,non-sarcastic
hee veshyaa aahee navaraa saanbhaalataa aalaa naahee chaalalee lokaanaa upadesha dyaayalaa dayaa naa danakaa hilaa,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
He don’t deserve to ride a bike,non-sarcastic
Dhruv rathee ki ma ka bh smiling_face_with_sunglasses sda,sarcastic
BJP jeeti hai to kaise dega rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic
"𝙱𝚑𝚊𝚔 𝚋𝚞𝚍𝚋𝚊𝚔,.... grinning_face_with_big_eyes 𝚃𝚖 𝚕𝚘𝚐 𝚋𝚘𝚕𝚘 𝙹𝚊𝚢 𝚂𝚑𝚛𝚎𝚎 𝚁𝙰𝙼 triangular_flag",non-sarcastic
"Abe sarkar banne baad bola tha, jahil aurten aur Jahil comments ke wasion sun lo...",non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands,non-sarcastic
Sawal kuch or jawab kuch or Scripted Hai Sab #chatukarmedia face_with_medical_mask,sarcastic
Rathee with his fake articles clown_face,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
yakub nemon k memne h sab sadaq pr sabko pehchan k pakistan bhej do,non-sarcastic
Shobat nhi tai tumhala ? enraged_face enraged_face,non-sarcastic
5star kabhi kuch na kar ke deko,sarcastic
Gravity ki bhen chod dii face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Are 1 July ko aye ge apne aap..... check_mark_button,sarcastic
sahi. hai bhai mandir vahi ban rha hi,sarcastic
dekho hindu chamcho dekh kr akhe khola,sarcastic
eetna kafi h dubara chunaw hone ke liye,non-sarcastic
wo bhi hindu hi hai bhai... ye muslim hota to bharat main ag lag jati..,sarcastic
babri masjid ka jikr karta rahunga mar te dam tak aallah hu akbar index_pointing_up_light_skin_tone black_flag,sarcastic
tela lagaake daabara kaa naama meeta gayaa baabara kaa,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy Jao na babri majid me,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
eesko gadi ke niche dal dete,sarcastic
I think yeh song inke liye hi bana h face_with_tears_of_joy rolling_on_the_floor_laughing,sarcastic
sab kuchh bhagwan ram ki marji : ram ram,non-sarcastic
Jai shree Ram folded_hands om triangular_flag,non-sarcastic
gravity be like:- ha ye kar lo pahle skull,sarcastic
laura ek ek ko marega dekh kai dene do bhencho,sarcastic
Allah smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes huakbar,non-sarcastic
छिनाल साली rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing bouquet,non-sarcastic
converted lulle ko free ki money chaiyea .. face_with_tears_of_joy face_with_tears_of_joy Congress na muh pe mut Diya pase i jagah.. face_with_tears_of_joy,sarcastic
भाऊ ती देखा देखा करती आणि राव राव करून मस्त करून घेते face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
aaage bjp ka dalal is news channel ka bycot karna chahie nafrat ki bat karta hai sari,sarcastic
Burnol saleing after munna win chart_increasing chart_increasing chart_increasing chart_increasing,sarcastic
muslim aurt sirf dekhe paise ke mang ne ke lia,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
crying_face हिंदी में गलीी देने के लिए एक दबाए backhand_index_pointing_right,non-sarcastic
mandira bjp sarakaara ke karyakala me bana rahaa hai.. to kredita bhee bjp ko hi milana chaahihai.. aaja taka kitanee paartyaa aaee hai koee bhee naahee mandira paayaa..aba bana rahaa hai to kredita to denaa padataa hai... jaya shree raama,non-sarcastic
nountain dew darr ki ma ki ch***,sarcastic
People like these single handedly making India no1 in population face_with_tears_of_joy,sarcastic
teena talaaka aura halaalaa usake baada tuma bhee bologe jaya shree raama,non-sarcastic
"kucha to sharma karo apanee kursee ke liye kyon kisee bhee dharma kaa majaaka banaa rahe ho, oopara vaale ke ghara dera hai lekina andhera nahee",non-sarcastic
aare ham shankaracharya ho manane vale hindu hai kisi party ko hame certificate dene ki jarurat nahi hai. ye bjp ke corporate hindus hame shikhane ki jarurat nahi hai ki ham hindu hai ki nahi,non-sarcastic
isako churakee paka.da kara thopee denaa chaahie sirpha,sarcastic
enraged_face enraged_face enraged_face enraged_face crying_face enraged_face enraged_face enraged_face,non-sarcastic
Aapke aallha ki aalli kaha he face_with_tears_of_joy,non-sarcastic
de ki mc ahe hi enraged_face enraged_face,non-sarcastic
Wakfk board should be immediately removed from Bharat,non-sarcastic
hadd se jayada jhoot bolta hai woh bhi bade aaram se,non-sarcastic
nujhe to lagta hai k j modi ke rajneti hai j lady sab modi ke hi hai,non-sarcastic
he tara svataalaa mamataa bainarajee samajate,non-sarcastic
ye wahi madarchod log hai jo bharat ko musibat ke time bap bolte hai enraged_face,non-sarcastic
Mountain dew cross_mark darr kei maa kei ch**t rolling_on_the_floor_laughing,non-sarcastic
sara kam krne ke bad niche ati slightly_smiling_face,non-sarcastic
ye to whi hai.. baba ji nai tudhade lole pe latkna hai,sarcastic
Jalina beta abhi to aur chaloge uski tarkki se face_with_tears_of_joy,non-sarcastic
Hijre hai up wale crying_face crying_face crying_face,non-sarcastic
