Transliterated_Comment,sarcasm_label
Abe tu chal face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
In sajjan ko kiya takleef hai face_with_tears_of_joy,non-sarcastic
bas ek bar zindagi nai esa safar karne ka nauka nil jaye dhanya hoo jauga thumbs_up,sarcastic
Best video on Instagram ever rolling_on_the_floor_laughing,non-sarcastic
ek keeda pichak jata to kya fark padta beaming_face_with_smiling_eyes chappri sala ek to chori upar se seena jori...,sarcastic
ये गोदी मीडिया के छोचले हैं face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Agiya swad Congress Congress kar ke rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic
eenn sab ki ma ka bhosda...... but women crown,non-sarcastic
ग्रेविट ki मां की ऐसी तैसी face_with_tears_of_joy ( न्यूटन) loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face,sarcastic
bai tu achich karat ahes gharacha baher nighalyavar...... gulu gulu..... chakki,sarcastic
kabhi haydrabad ke bahar bhi nikal tujhe vada karta hu 15minit police ko hatane ki khwaish bhi puri kar denge bc sale,sarcastic
koi jarurat hi nhi aisi videos ki hume sirf or sirf narne k liye tyar rehna chahiye kyunki hum hindu toh jagne se rhe toh fer chahe kch ho jaye hume nhi krna kch yehhh sala desh humara nhi h,non-sarcastic
They why she threw that damn bricks,sarcastic
nehru agar zinda hota eeski godse me hi ban jati...,sarcastic
Hila dya vanvas nakti suprnakaha worried_face money-mouth_face angry_face enraged_face,non-sarcastic
kaangresa ne yaha bolaa thaa ki hara maheene 8:30 hajaara rupayaa thokegaa hai lekina yaha sahee hai kee gaarantee kaarda naheen diyaa thaa gaarantee kaa photo lene ke lie usakaa cheharaa chutiyaa ne yaha saba kyaa hogaa,sarcastic
aacha hua mei hindu hu clapping_hands,sarcastic
maamale kee ganbheerataa ko dekhate hue main bhee kamenta karane aayaa thaa lekina yahaan pahale se hee aapa sabhee ne morchaa sanbhaala rakhaa hai isalie men vaapasa jaa rahaa hoon| beaming_face_with_smiling_eyes face_with_tears_of_joy yahee saba dekha kara kabhee kabhee lagataa hai ki hama angreja se naheen balki angreja hamase aazaada hue the! face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy sochaa thaa isa maheene phona kaa richaarja naheen karavaa paaungaa paise naheen hai| lekina aise ganbheera muddon kee khabaron ko pa.dhane ke baada mujhe laga rahaa hai lona lenaa pa.degaa pensive_face pensive_face pensive_face,sarcastic
or rahi bat muslim act ki to bhai india me hinduism me jo marriage hota wo or muslim marriage is too much different like ap yahi dekh lona ke islam uss 1400 sal pahle se ma bap ki jamin ka one third part beti ko diya jata hai but hinduism me aisa koi kanun nhi ...usi tarah talaq me islam me mard aurat koi bhi agar sath nhi rehna chahta partner ke sath to ap talaq le sakte hain but hinduism me nhi hai ... or bhai aise hi kafi difference hain to muslims ne court ka kam asan krne ke liye ke hamari jo normal ligal chiz hai jaise jamin ka bantwara shadi talaq or normal jo dispute hote hain wo ak board hoga wo apna apas me tay kr lega .... to usse court ye chhoti chhoti ldai jhgde se hat kar desh ke jo important work hai usme apna kam kr skti hai to desh ke hit ke liye ye bnaya gya tha act wrna ap hi socho aj alaq ka matter court ladti hai ...desh me lakhon talaq daily basis pe hote hain kitna work load hota court pe ...yaha bade bade case pade hain raddi me ... to that's why asani ho isliye ye rule pas kiya gya tha or pas krne wale jahil nhi the na 1950 ke leaders fully educated the aj ki tarah koi bhi nalayak akr politics join krleta waisa nhi to unhone sonch smjh kr ye law pas kiya to ye desh ke hit ke liye tha court load kam krne ke liye ...bhai tumhi socho na tumhara bhai se jhgda hua to usko apas me smjh kr ak apke ghar wale jyada achhese solve kr paenge ya bahar ke log ha kahin bada matter hota hai to court me jana hi hota hai but for small matter ye law pas kiya gya tha to isse ye nhi muslaman koi apna kanun chala raha wo apna small matter khud se solve kr rha apne according.... to isse secularism se koi lena dena nhi hai bhai ap sonch hi ghalat rhe ho ....koi apna matter apne se solve kr rha hai to usme apko to usko appreciate krna chahiye na ke nafrat krna chahiye or isse secularism ka koi nata hi nhi hai sacular kisko kaha jata ke bhai ap mere sath reh rhe ho ap apne bhagwan ki puja kro main wahin side me namaz pdh lun na apko koi problem ho na mujhe that's the secularism... hame apka respect krna chahiye ap hamari kro,non-sarcastic
inhee mcऑna kee vajaha se anya sabhee mahilaaon kaa naama badanaama hotaa hai |,non-sarcastic
