Transliterated_Comment,sarcasm_label
jab apne hi chhura ghop de na bo bhi peeth m dukh hota hai,non-sarcastic
Ye hai Gyan ki khan .....most educated person,non-sarcastic
Najakat dekh rahe ho launde ki Bro didn’t hesitate face_with_tears_of_joy,non-sarcastic
basa isee liye jhoothe bhaajapaa hindoo vaadiyon ko meraa vota naheen milaa | cross_mark,non-sarcastic
do nothing + dar ki ma ko c.......,non-sarcastic
"eendia eendia eendia eendia eendia eendia eendia eendia person_raising_hand , thum logon ki pav me keede pade. or stroke hojai",sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
370 hata hai ab ye bhi act hatega 400+ par fhir ek bar modi sarkar backhand_index_pointing_right tulip,sarcastic
meri ap sbse req hi ki is video ko sabhi log ek sath share kre,non-sarcastic
Ache ghar ki aurte dikhao aise raod par face_with_tears_of_joy face_with_tears_of_joy,sarcastic
German Shepherd person_walking ram ram ram,non-sarcastic
hi chya pan ai chi gand,sarcastic
8k ka hei dene ko kaha tha Bjp jaise nhi 1.2L dega face_with_tears_of_joy,sarcastic
ram to dil me kahi bhi virajman ho hum wahi pooja karenge,non-sarcastic
yehi bat beta ek bar dongri akar bol sab ke samne face_with_tears_of_joy,non-sarcastic
hila janglat neun hichi maghachi ring ring dili karava lagel,non-sarcastic
gravity gyi ma chudane face_with_tears_of_joy cross_mark,non-sarcastic
Im really sorry Newton sir crying_face,non-sarcastic
Jai shree Ram folded_hands folded_hands folded_hands,non-sarcastic
jaise aabhi babri nasjid ke jagah ek nasjid diya gaya hai use nasjid nein namaj nahin hogi,non-sarcastic
Hamesa vadha hota prr us prr khata khata kat khtm ho jata hai hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
hello didi hame apke aallah se koi problem nahi hai to ap hamare ram ke bare me kyun bolte ho,sarcastic
And what about HUF ( hindu undivided family) clown_face,non-sarcastic
eh aw loda rider fudi da gand,non-sarcastic
BKL PAGAL BOLIGAND MULLE CHUTIYA MENTALITY KE LOG,non-sarcastic
Deo thinking_face or desi daru check_mark_button rolling_on_the_floor_laughing,non-sarcastic
kitano ke comntt isa veediyo men instaagraama ne banned removed kara diyaa hogaa pakkaa face_with_tears_of_joy,non-sarcastic
Bro lost his legs not his pants moai,sarcastic
tujhyaa javala kona hotaa bhikaaree laaja naahee??? dee too,sarcastic
nodiji plz take care of thia,non-sarcastic
Mountain dew dar ki maa ki chut face_with_tears_of_joy skull moai,non-sarcastic
abe lakin abhi jiti to nahi na,sarcastic
sub se pahle muft ka anaj band karo in ka... dena bhi to 2 bachcho ko hi dena chahiye,sarcastic
ye aizavade konachya charitryavar bot uchalte kaltay ka tula maryada purushottam mhantyat tyala tuzla ky kalnare konala mhantat hichta bochyat chatni takun hana hila,non-sarcastic
nountain dew darr ke ma ka bhoot moai moai,non-sarcastic
ky pn bolteya hi enraged_face enraged_face,non-sarcastic
