Transliterated_Comment,sarcasm_label
kiren rijiju liked this reel skull_and_crossbones,non-sarcastic
Koi rathee ko mention kr do yarr face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
ja pahle halala karba ke a pahle,sarcastic
Me kar duga to vivad ho jayega enraged_face triangular_flag rolling_on_the_floor_laughing check_mark_button,non-sarcastic
eetna to ladke bhi ni karte hai,non-sarcastic
India is not even for experts rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing fire,non-sarcastic
babri masjeed inshallah dobara usi jagah par banayenge,non-sarcastic
"JAI BHIM. om NAMAH SHIVAYA . PEOPLE WILL HAVE TO GO OUT IN THE SCORCHING HEAT AND VOTE FOR BJP FOR THE SAKE OF PROGRESSIVE AND A SAFE BHARAT IF NOT FOR THEMSELVES THEN AT LEAST FOR THEIR FAMILY'S AND CHILDREN'S GOOD FUTURE . BHARAT MATA KI JAI. JAI HIND. India folded_hands trident_emblem om . ALWAYS VOTE FOR BJP for the progress and benefit of BHARAT .Indian economy progressed a lot in BJP rule. India's forex reserves has reached $600bn. Indian military has become a lot stronger in BJP rule, India has become world's 5th largest economy defeating it's colonisers England and France. India successfully completed it's Chandrayan 3 mission. BJP abolished the article 370 and made Kashmir integral part of Bharat. Terrorist attack are at an all time low. BHARAT is hosting G20 MEETING for the first time in world history. Indian military is at a strong position against China and Pakistan. As long as BJP is in power in centre, Bharat will be safe from its enemies not only outside of the country but also inside the country and our Bharat will keep on progressing. And decisions which are good for the country will always be taken because economy and security of the country are always changing, so whatever decision is in the best interest of the country will be taken. Some decisions may be wrong and some decisions may be right, but BJP is not like those pseudo seculars and liberal English party Congress or those stupid leftists CPIM. AAP party is a party of leeches who will even sell the country to stay in power. The I.N.D.I.A alliance is a joke.The frustrated corrupt political parties have lost all hope of winning elections against BJP so they have formed the I.N.D.I.A alliance to together loot the country as much as they can, so never vote for any party associated with I.N.D.I.A alliance. BJP is a party whose ideology and work is totally invested for the benefit of Bharat and BJP is slowly trying to eradicate caste system differences. More power to BJP. HAR HAR MAHADEV fire trident_emblem om folded_hands ....",sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
kaha gaya rathi bola na ab bakchodi nai iske sath,sarcastic
yahi chij ladka krta ladki k sath to abhi tak use fansi ho jati face_with_tears_of_joy,non-sarcastic
Aur Congress ko jitaao aur Paisa le lo khatakhat face_with_tears_of_joy murkho,sarcastic
AB TUM NA RAHOGE GALI KE NA GHAT KE face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Aatnkwadi isiliye to bd rhee hain condom use kro mullo face_with_tears_of_joy,sarcastic
Tu thoda sa bhen ka loda he kya face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
oop valo hijdo namak haram fire,sarcastic
Ye godi media khuleaam muslamano k khilaf jitna zehar bharta rahega utna he is desh k educated log muslamano k sath khade hoge.. or andbhakt to aakhir apne papa k sath dege he face_with_tears_of_joy,non-sarcastic
aaate jate gadi kahin na kahin hit hogi hi. galti chahe aapki ho ya doosre ki gadi li hai to kharche uthane ka dum bhi rakho smiling_face_with_smiling_eyes,non-sarcastic
sab muslim smaj pta chla kya kar rhe hai congress ke log ..smaj me aya to modiji ke support button par click kro,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
"why is BJP not setting temples free from government authority?? Because they wanna use this religious income from temples for their political purpose, present regime is using hindu sentiments for political purpose but not doing justice with them, because hindus dont question bjp they blindly trust them whereas they cant do the same with muslims, bitter truth but hindus need to accept this",non-sarcastic
sare mulle aaatankvadi line me lag gye,sarcastic
फाटली का आता देतील पोलीस शिवून rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
congress ki galti hame bhugatni pad rhi hai cross_mark,sarcastic
tu kitee ghaana bolalaa re lavhadyaa tulaa tara naagadan karoona maaralan paahije,sarcastic
To ye he Islam dharm face_with_tears_of_joy wahh clapping_hands,non-sarcastic
grinning_squinting_face grinning_squinting_face grinning_squinting_face grinning_squinting_face grinning_squinting_face grinning_squinting_face grinning_squinting_face grinning_squinting_face backhand_index_pointing_right triangular_flag,non-sarcastic
Pappu pappu bna gya pappu logo ko face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Kya kahe ham in namrdo ke liye face_with_tears_of_joy,non-sarcastic
Khata khat khata khat rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
Lgta h 5000 bol kr 500 hi diye bhai ne tbhi randi rona kr rhi h face_with_tears_of_joy,sarcastic
Dekh rha hai Binod kaise informative reel banakar Muslims k against hatred failaya jaa rha hai clown_face,non-sarcastic
garibon ko batao sarkar paise dene wale ki nahin paise lootane wale ki bani hai,sarcastic
galti uska papa ki hai us rat condom le jata toh aj aise woh unkl se bat hi nhi kr pata person_facepalming_light_skin_tone,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
How focused he is moai skull fire,non-sarcastic
yha v pelege vha v pelege esse saf sabit hota ki pele jayege jrur but kisse? hai ky vo face_with_tears_of_joy,non-sarcastic
Bhai tujhe ye record hi kyu todna hai face_with_tears_of_joy,non-sarcastic
cha cha ne galat kiya agar cha cha ki jagah me hota to bike vale ke upar chada deta apni gadi,non-sarcastic
Heart touching cross_mark cross_mark lever touching video check_mark_button check_mark_button check_mark_button rolling_on_the_floor_laughing rolling_on_the_floor_laughing loudly_crying_face loudly_crying_face,non-sarcastic
RAHUL GANDHI NE CONGRESS SARKAR BANNE PAR PAISE DENE KI BAAT KI THI thumbs_up,sarcastic
Mp respact batton to banta katter hindu backhand_index_pointing_right red_heart,non-sarcastic
galti kiya bechare ne gadi ko nhi pelna tha,non-sarcastic
sabako milegaa lekina usake lie aapa logon raahula gaandhee ke ghara dillee aanaa hogaa,non-sarcastic
Le moot diya dhruv rathee ka knowledge par face_with_tears_of_joy,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Ue to sach me baehn chod hai,non-sarcastic
Wese to Maine Modi ji ko vote Diya h.. par puchna tha ki 8500 rs Kahan mil rhe hain Lucknow main ????? face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Gravity iss main kaha gyi face_with_tears_of_joy,non-sarcastic
Mountain dew ki maa ki ch**t check_mark_button check_mark_button rolling_on_the_floor_laughing moai,non-sarcastic
vaaha kyaa bhikhaaree hain mere desha ke,sarcastic
Baat to sahi hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
One thing i know far better than her himself is that she is nothing face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
isake munha para gobara lageen chappala se marane kaa men kara rahaa hai face_with_tears_of_joy,sarcastic
eesss chutiy** ka ab na ignore kro…,non-sarcastic
dushman sirf border ke use per nahin hai sala desh ke andar bhi bahut sare hain oncoming_fist,non-sarcastic
It should be removed and government should not have any kind of control over temple's.,non-sarcastic
mil jaega donon hath faila kar rakhna hai aur pichhwada khol ke rakhna rahul gandhi de dega paisa,sarcastic
