Transliterated_Comment,sarcasm_label
grinning_face_with_sweat grinning_face_with_sweat so funny face_with_tears_of_joy face_with_tears_of_joy ....ye itne master mind kaise hai,non-sarcastic
teri ma***cu face_with_tears_of_joy du ga koi masala to nahin,sarcastic
eene logon ko chhodana nahin chahie eendia eendia,sarcastic
jal kukda godi media ka rota hua bachcha,sarcastic
"Chutiya show , chutiya winner face_with_tears_of_joy",non-sarcastic
pakistan ja k apni m .....,sarcastic
Raand ahe hi andhare bai face_with_tears_of_joy,non-sarcastic
oop me bahut jgh bjp jeeti hai check_mark_button,non-sarcastic
ha bat to sahi hai me apse bilkul sehmat hoon bad hai zinda nhi raha face_with_tears_of_joy,sarcastic
Gravity naam ki bhi koi cheez hota hai face_with_tears_of_joy,non-sarcastic
yeh hota hai asmani kitab book padhne kai bad,non-sarcastic
sach me mann karta he kya hi bolu ...esi chutiya janta ko ... aaankh se behre kan se andhe ho gae he ...,sarcastic
bs je nodi n nahi kel te tr dakvana bro,non-sarcastic
reply dedo dm main screen shot bhej duga skull,sarcastic
noot diya jerman shepherd ke mooh mein,non-sarcastic
Tv Serial Bali maa hai rolling_on_the_floor_laughing,non-sarcastic
Dekh nhi rhe German shepherd ke bacche face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Do bhai khata khat khata khat face_with_tears_of_joy,non-sarcastic
case nahi sir tan se juda,non-sarcastic
Ab inhe masum kahu ya chutiya face_with_tears_of_joy,sarcastic
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic
Gandh lagi fatne kherat lagi batne chutiya face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Gand to Mardi babri ki face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Kya ye sabko pata hai.. I think ppl need all real information... Keep up the good work,non-sarcastic
"It is not abt fun, we Hindus should realise what abt future. Jago hindu",non-sarcastic
"The whole system is corrupt, even this fellow will spend some thing. For there survival.",sarcastic
bhaaee itanee bezzatee ke baada to isakee maa bahana eka kara dete bhale jela ho jaatee,sarcastic
Iska nam me hi yoni hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
"If India is secular and follows the path of secularism then why this type of separation , Muslim properties should also be owned and managed by govt this is obviously against secularism and socialism . This waqf board is a $hit .",sarcastic
Har har Mahadev clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands,non-sarcastic
Bhai kis trah ki language h dharam virodhiyo ko desh nikal hona chaiyee or sabhi se humble request h is account ko report ko vanned krwao,non-sarcastic
To gravity kaha gyi isme grinning_face_with_sweat,sarcastic
Aur inhe rojgar chaiye face_with_tears_of_joy face_with_tears_of_joy,sarcastic
