Transliterated_Comment,sarcasm_label
tum bhi tihadi criminal ho ye q bhul gye ho face_with_tears_of_joy,sarcastic
"You know , I'm not supporting bjp or congress here. I just don't like the dhruv rathee who talks about politics. I like the dhruv rathee who make informative videos but not the political ones",non-sarcastic
aaao kabhi eendia eendia fir pta chale,sarcastic
bolaa udhdava thaakare kaaya mhanataa yaa vara,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy bhai log iski fati bhi or jali bhi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Beauty of Islam cross_mark Behensod check_mark_button,non-sarcastic
enraged_face hum hamare nulk eendia ki gustakhi bardasht nahi karenge in sab par aallah ki lanat ho jo per rakh kar khade he hamare eendia flag eendia par jo hamari eendia shan aur eendia jan he...,non-sarcastic
dhruv rathi ticket karale bhai germany ka,non-sarcastic
iske ke kitne piece honge isse khud nhi pta chalega,sarcastic
"isko sahi or kadak saman chaiyye nil nahi raha is liye ... aaisa kar rahi hai ,",non-sarcastic
aarre chcha rehne do dono par kabar me hai aur opin karne se darr rahe ho,sarcastic
eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia,non-sarcastic
5 star do nathing+ dar ki ma ki chu*,sarcastic
beauty of madrasa chap mulla islam triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,sarcastic
I am proud to be a Hindu red_heart fire raising_hands smiling_face_with_heart-eyes,non-sarcastic
Gravity ki maa ka bhosda face_with_tears_of_joy,non-sarcastic
Ye to modi ne b 15 lakh bole the cross_mark,sarcastic
Ahehehe acting hai acting hai rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
Paise ke liye kuch bhi lodda lo rolling_on_the_floor_laughing rolling_on_the_floor_laughing !,sarcastic
Beta bolo aaram nal aabu face_with_tears_of_joy,non-sarcastic
Imagine if uncle pushes him he'll be in hell,sarcastic
narali pahije hila layki nasleli bai mhanun uddhav thakarey barbad zale,sarcastic
bola re mahaabeeravaa vaalaa toree maaee ke chodo,non-sarcastic
do nothing moai dar ki ma ki chut moai,non-sarcastic
Jai Shree Ram clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands red_heart red_heart red_heart red_heart red_heart,non-sarcastic
We found a perfect rap lyrics for the background phonk dress,non-sarcastic
do nothing+ dar ki ma ki,non-sarcastic
Gravity ki ma chudh g**dh gye face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
raama kaha gae siyaa se aisaa pradhaanamantree aaegaa sarakaaree kanpaniyaan becha kara yuvaaon se mandira kaa ghantaa bajavaaegaa,sarcastic
face_with_tears_of_joy rolling_on_the_floor_laughing face_with_tears_of_joy rolling_on_the_floor_laughing face_with_tears_of_joy rolling_on_the_floor_laughing face_with_tears_of_joy rolling_on_the_floor_laughing thumbs_up,non-sarcastic
Bhai isac Newtown aur Einstein ki beti hai dono mix hai grinning_face_with_sweat,non-sarcastic
aatankavaada desha ke baahara nahee asalee aatankavaada to ye hain,non-sarcastic
tab vah Chief Minister tha kya,sarcastic
aabe e sala padhayi kaha kiya hai yar......,sarcastic
eetu anknya ngapain ditarok disitu?dijemur kah loudly_crying_face,non-sarcastic
Waah bhai Newton maar Gaya is leye gravity ko b maar diya waah beta wah face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
lekin tune faltugiri kyo ki malum tha na wat lag sakti hai ab bhugto.,sarcastic
betaa kucha naheen kara paaegaa tere aane vaalaa betaa,sarcastic
khoopa shivyaa dyaayachyaa hotyaa pana konee kasaracha nahee thevalee,non-sarcastic
uddhava saaheba ase bhaadakhaau loka aapalyaa pakshaata paahije naahee,sarcastic
Gravity discovered in 1665 people before 1965,non-sarcastic
Jali na bhot duk raha hai tu marham laga le face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
pappu sabko pata hai aj ka chor nahin hai,sarcastic
Gravity Bhai RIP loudly_crying_face crying_face face_with_tears_of_joy,non-sarcastic
"Is ladki pr ek fir kro, unauthorized weapon in car and dominating in public with abusive words is a crime and breach of liberty",non-sarcastic
dar ki ma ki chut skull,non-sarcastic
No need of waqf board in India,non-sarcastic
Modi Ji World Best Prime Minister smiling_face_with_sunglasses fire crown,sarcastic
aalla ko bacche dene le alawa koi aur kam nahi lauda alla,sarcastic
bro dalla hai vo kisi ka jaha bolna chaiya vaha nahi bolega face_with_tears_of_joy,sarcastic
Bhai inse panga mat ke face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
didi app ayushman card kaise use ki wo btayiye phle hmko v janna hai,non-sarcastic
पण्डित नेहरू cross_mark मियां नेहरू check_mark_button,non-sarcastic
jo apne desh k flag k sth itna neech kam kr rhe in sbki yha ki residency khtm krni chyh,non-sarcastic
aanticipate bail le sakate ho jahaa.n kahi para bhee ho,non-sarcastic
teri or teri olad ki naki chu*****,sarcastic
ees sali ko ab koi kuch n bolega,sarcastic
Vada to Modi ne bhi bahut Sare Kiye Hain lekin Tumne bataya Nahin Kyunki Modi Ne Tumhare Gale Mein kutte ka Patta pahna Diya face_with_tears_of_joy face_with_tears_of_joy,sarcastic
sab se pehli bat india ko secular hona he chahiye… sare dharm k liye desh hain… or hindu dharm ka jo jnamdata desh hai wo secular hai… waqf board ko puri trah se dismantle kene ka koi na koi tareeka nikalna hoga government ko nhi to sale parliament ko he bol denge k waqf ka hai or ye log mooh bnaye reh jayenge…,sarcastic
there is big no for this type of act please null invite that kind of extreme harmful act,non-sarcastic
Next br up face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
