Transliterated_Comment,sarcasm_label
Proud to be Hindu triangular_flag red_heart,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy fake News for andhbhakt chutye pro max,sarcastic
tuzya aichi gand aiaghale devala ka antatm tumchya rajkaranat udaharan dayach tr devache naka devu,non-sarcastic
kutryaa jaya shree raama na kaaya kelan too bhaadyaa,non-sarcastic
Hi khup sarya ravan sobt zopleli distey BC face_with_symbols_on_mouth,non-sarcastic
ye bhkto ki jhund gai congress ki sarkar banti to jarur milta inhe ye gya kuch din me pta chal jayega,sarcastic
ਪੁੱਤ ਜਦੋਂ ਸਰੀਆ ਪਿਆ ਲੱਤ ਚ ਓਦੋਂ ਪਤਾ ਲੱਗਣਾ,non-sarcastic
पप्पू की बात और गधे की लात पर विश्वास करने वाले लोग face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy अब तो मोदी जी का 5 किलो राशन ही खाना पड़ेगा face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
"godi media thoda modi ji se v puchuye 15 lakh kaha he , chatukhor media",sarcastic
Ab Lelo baba ji ka thullu rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic
Jay Jay Shree Ram red_heart folded_hands,non-sarcastic
Tuj nhi peta hai to chup re na delal angry_face angry_face,non-sarcastic
"to isme kya ho gaya, wo jeeta uske fans celebrate kar rahe he is bat ko itna badane k kya zarurat, aur yakub nenon aur dawood ke bat karne ke to zarurat be kya the…..",sarcastic
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic
Ab dekho andh bakt ke sath choro kobhi rolling_on_the_floor_laughing rolling_on_the_floor_laughing Jai shree Ram triangular_flag triangular_flag modi ji jindabad,sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
