Transliterated_Comment,sarcasm_label
crying_face crying_face hm toh roye the ...but pagal ho gye sab munawar k liye ...jai shree ram,non-sarcastic
Ja bol le jisko bolna hai face_with_tears_of_joy,non-sarcastic
bap logo se fund transfer hone k bad hi bolega enraged_face,sarcastic
Yaha kya hoga sayad ishka andaja nahi hai enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic
German rathee tere papa ne war rukva di agle 5 saal k liye rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
gravity to ha mummy ke seva kar rhi ha ha ha bhai paka mummy ne bola hoga ke ha bhi thoda sar dbana,sarcastic
kyaa pela dee....pela dee.... kiye jaa rahee hai .....ye batatameeja hai......ise ''daana'' mata kaho yaara|,sarcastic
glti truck wale ki thi cadha deta,non-sarcastic
Hum madhya Pradesh wale hai fire check_mark_button,non-sarcastic
Mala kay zaat pan nahi samajal face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
isa pe kyaa kamenta kare bhaaoo achchee baata naheen hai desha ke netaa ehee chaahie to aise dina bhi dekhane padege,sarcastic
jao ram ko lagaye hum unko nhi layege,sarcastic
he ramvirodhi lok dusra panthana respect deta,non-sarcastic
too pana bakkala varsha jhaalan raajakaaranaata aahesa naa too pana kunaakunaachee bolee chukaleesa face_with_tears_of_joy face_with_tears_of_joy,sarcastic
to kab mar raha hai sale face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Par tum to bjp ke ho rolling_on_the_floor_laughing,non-sarcastic
He is stupid and those who watches his news are more stupid.,non-sarcastic
red_heart red_heart red_heart Jay shree Ram red_heart red_heart red_heart,non-sarcastic
Mass complaints need to be registered on her across the state!!,non-sarcastic
Ab Kashi ki baari hai face_with_tears_of_joy fire,non-sarcastic
"rose bouquet rose So frds......... stop_sign మీరు టెన్త్, ఇంటర్, డిగ్రీ, బీటెక్,ఎంటెక్, ఎంబీఏ, డిప్లమా, పీజీ, ఫార్మసీ, ఇలా చాలా చేసి ఖాళీగా ఉన్నారా? face_with_diagonal_mouth face_with_diagonal_mouth airplane airplane అయితే మీకోసం ఒక మంచి వర్క్ అపర్చునిటీ globe_showing_Americas globe_showing_Americas Statue_of_Liberty Statue_of_Liberty MNC company lo laptop కావాలి అనుకుంటే, mobile_phone mobile_phone 9182096476/what'sapp msg cheyandi frds mobile_phone mobile_phone , enraged_face enraged_face Frds serious people's only timepass ki kaadhu జెన్యూన్ అపర్చునిటీ ఇది frds.. money_bag money_bag money_bag money_bag money_bag money_bag",non-sarcastic
dusre ko padne bolne se pehle khud pad lete ti pata chalta jiski sarkar h wo kr sakte h baki koi or nhi jeet hui par rahul gandhi ka sarkar nhi h ok,non-sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing keh ke leli (ispe bolne ki aukaat nhi German ki ),sarcastic
Huro banke aao face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
cross_mark waqf board nahi hona chahiye.,non-sarcastic
aane boske tare jase logo ki wjha se aj hindu muslim hota h or ye aj tak ka chenl bhi aesa hi,non-sarcastic
tnc chi rakhel asel randi sali,sarcastic
mujhe garva hai apane madhyapradesha . para jahaa.n bhagavaa parachama laharaayaa diyaa.. ++29 check_mark_button triangular_flag triangular_flag triangular_flag .. kucha sharma karo 𝚞𝚙 vaalo tuma jaise para laanata hai.. apane raajaa se hee gaddaaree fire fire,sarcastic
Very Brave and petriotic example of an Indian girl,non-sarcastic
12 bje tk sooya kro jaldi uth jati ho phir bekari krti ho,sarcastic
u.dataa teera kashaalaa gaandita ghalona ghetalaa chupa basaayacha naa face_with_tears_of_joy,non-sarcastic
