Transliterated_Comment,sarcasm_label
ladki hone ka faeda utha rhi h admi bilkul respect se bat kr rha h,non-sarcastic
fire fire enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic
Respect for flag India India India,non-sarcastic
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face India red_heart red_heart red_heart red_heart,non-sarcastic
bhai suna tha ki ladki ka dimag ghutne mai hota hai at pata chala par yaha gravity ki to ma chod kar rakh diya,sarcastic
lagda eh uncle da dimag eni bheed ch gwach gea pagall,non-sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
Esh ladki family background ehe esh type ka hoga. Govt ko action lena chaye,non-sarcastic
Heart touching video cross_mark tutay touching video check_mark_button,non-sarcastic
Newton crying in a corner clown_face,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Congress supporters bevkuf madrasa chap madarchot.....,sarcastic
Dar ki maa ki chuxt face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
70 sal tak bharat ko barbad karne ka kam kiya congress party ne jay shri ram triangular_flag,sarcastic
अरे वा महिला बालवीर face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
ngapainn sih dia anjj pensive_face pensive_face pensive_face pensive_face,non-sarcastic
randee aana khaate ichyaa tondaata gu ghaalanaare laaeeka karaa,sarcastic
Asa bus India me hi hota h face_with_tears_of_joy face_with_tears_of_joy,sarcastic
dhruv rathi ki makabhosda jerman shefard bhenchod,sarcastic
eenko lagta hai koi abhi tak ache she choda nahi hai,sarcastic
Dhruve rathee cross_mark Laura rathee check_mark_button,non-sarcastic
Yes it's like post election bribing but somehow it's legal,non-sarcastic
le mutt diya tere fact par raising_hands,sarcastic
aabhishek jit jata to media gand na marati munawar jit gaya to gand jal gyi andhbhakto ki,sarcastic
bhai tata ko uda diya kiya bat he face_with_tears_of_joy,non-sarcastic
यार एक बात तो मानना पड़ेगा ये बंदा अकेले पुरे विपक्ष कि मार लेता है.. face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Messing with a wrong guy rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
jalne walo ki kami nahi hai duniya me,sarcastic
99 missed calls from tom cruise,non-sarcastic
ee aam sikh .... but ye glt h..... kisi b country k flag k sath asa....,non-sarcastic
aaapko congress se itni problem kyun hai enraged_face aaaj takk,non-sarcastic
16n$ ki funding di thi khalistaniyo ne jail me toh jayega hi deshdrohi,sarcastic
आता खा गुळीगत बुक्की face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
jai shree ram jai bajrang bali folded_hands nam hi kafi he bhut bgane ke liye,sarcastic
Isme Gravity Khaa Gyi grinning_face_with_sweat grinning_face_with_sweat,sarcastic
ram khade the kya chunav me,sarcastic
Ooo tare Maa ke chut bole ghand c,non-sarcastic
face_with_tears_of_joy khatakhat khatakhat chutiya banaya check_mark_button face_with_tears_of_joy,sarcastic
eesse kho ki wo bhi issi ki paidaish h,non-sarcastic
"I think, she is suffering from belt treatment",non-sarcastic
Gana bhi last me gjb ka h kuch bolna hi nhi h direct clapping_hands face_with_tears_of_joy,non-sarcastic
Jay shree ram triangular_flag folded_hands triangular_flag,non-sarcastic
koi nahe just ignore him iske adat hai.,non-sarcastic
dhruv rathi ki behan ki choo....t,sarcastic
Chala ja bske yha se face_with_tears_of_joy,non-sarcastic
sir ek video iski bhi bnao folded_hands face_with_tears_of_joy,non-sarcastic
hee jithe disela tithe chappala kaadhoona maaraa 12 cheelaa hyaa..... enraged_face enraged_face,non-sarcastic
Yaha to chup re bete face_with_tears_of_joy,non-sarcastic
Jai shree Ram smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes,non-sarcastic
aaee baapaachee majaaka madhye jhaalelee svaata mothee chuka,non-sarcastic
झूला लेकर आओ झूला नोट भर के ले जाना उसमें grinning_face_with_smiling_eyes grinning_face_with_smiling_eyes grinning_face_with_smiling_eyes grinning_face_with_smiling_eyes grinning_face_with_smiling_eyes grinning_face_with_smiling_eyes,non-sarcastic
sb ke sb time bomb hai sale,sarcastic
aandhbhagto abi b time hai sudar jao,sarcastic
Sudhr ja face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
bhai sab to nhi hai crying_face lekin kuch dogle nikle,non-sarcastic
lagta ha inko khud he nahi pata kitne hai,sarcastic
Language sab bayaan kar rhi face_with_tears_of_joy,non-sarcastic
ਗ਼ਲਤੀ bike ਆਲੇ ਦੀ ਹੈ ਮਾਰੋ lode ko,non-sarcastic
kas us din iska bap hil ke so jata,sarcastic
Drub rathe cross_mark Jarman shepherd check_mark_button,non-sarcastic
Gravity to ha ne ne m ..cho.. de tuna to loudly_crying_face loudly_crying_face slightly_smiling_face slightly_smiling_face face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
enraged_face enraged_face face_with_steam_from_nose face_with_steam_from_nose face_with_steam_from_nose face_with_steam_from_nose face_with_steam_from_nose face_with_steam_from_nose face_with_steam_from_nose face_with_steam_from_nose face_with_steam_from_nose India India India check_mark_button check_mark_button check_mark_button check_mark_button,non-sarcastic
Modi is best leader good quality,non-sarcastic
Matlb abhi tak hazam nhi kr pa rhe ho tum face_with_tears_of_joy,sarcastic
ora vo phataaphata gaayaba ho gayaa,non-sarcastic
shivalinga kaa sahee artha ye hai shiva yaanee mahaadeva aura linga kaa artha hai svaroopa matalaba shivalinga yaanee shivajeekaa varnana darshaanevaalaa hotaa hai jo unhen eka diye ke bhaatee darshaataa hai aura doosaraa o himaalaya ko bhee darshaataahai om triangular_flag,non-sarcastic
ye jyda bakwas nt kro ye bjp ka hi hai samjhe,non-sarcastic
abh ye har kisi se chudegi condom ke sath road par,sarcastic
Just andhbhakt things face_with_tears_of_joy do hard cry bhakt face_with_tears_of_joy,sarcastic
Kuch mil hi nahi isko face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
jai shree ram folded_hands folded_hands folded_hands,non-sarcastic
enraged_face enraged_face enraged_face enraged_face cross_mark cross_mark,non-sarcastic
sale hindu virodhi ko jita dete hai,sarcastic
kuch nah kro kiu ki darr ke aagye jeet hai check_mark_button skull,non-sarcastic
Iss hatana chahiye its enquality hindus k saath enquality hamesha hota hai..,non-sarcastic
Ye act cancel Kiya jaaye enraged_face,non-sarcastic
Nahi Milega cross_mark cross_mark cross_mark rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
ha ham hindu or hmne hindu ko hi vote diya dhongi baba ko nhi,non-sarcastic
aare bhn jara apne purvajo ke nam pad lo fir tum bhi bolo gi jai shri ram triangular_flag,sarcastic
What is your great grandfather's name is not hindu,non-sarcastic
"tu jhavayla deti ka tula 300, karan per day mala 300 payment ahe ani tula 300 rupay peksha jast dyayla tujhi likee nahi.",sarcastic
Jay shree ram triangular_flag triangular_flag heart_suit,non-sarcastic
"No problem! Here's the information about the Mercedes CLR GTR: The Mercedes CLR GTR is a remarkable racing car celebrated for its outstanding performance and sleek design. Powder by a potent 6.0-liter V12 engine, it delivers over 600 horsepower. wrench Acceleration from 0 to 100km/h takes approximately 3.7 seconds, with a remarkable top speed surpassing 320km/h. 1st_place_medal Incorporation advanced aerodynamic features and cutting-edge stability technologies, the ClR GTR ensures exceptional stability and control, particularly during high-speed maneuvers. dashing_away Originally priced around $1.5 million, the Mercedes CLR GTR is considered one of the most exclusive and prestigious racing cars ever produced. money_bag It's limited production run of just five units adds to its rarity, making it highly sought after by racing enthusiasts and collectors worldwide",non-sarcastic
dhruv rathee itna bola buddhi khuli nhi hai,non-sarcastic
jake puri video dekh lo mil jyegi without edit face_with_tears_of_joy fr ake yhi bolna ki edit hai face_with_tears_of_joy,non-sarcastic
Respect for women and our nation flag,non-sarcastic
nulla ji ab kux nh milega kiya do or bhikariyo ko,sarcastic
bhaaoo kadhee bhetoo tilaa javaaba aamhee denaara,sarcastic
pehle tu aazad hoja phir babri ko azad kriyo clown_face,sarcastic
or apni ammaa chudao randi log,non-sarcastic
Only Desi pawwa no more required skull check_mark_button,sarcastic
to babar jaha pe peda hua tha waha pe banao na or apni paisa se banao jese ram nandir banaya gaya hindu ki donetion se govt se paisa leke bana rahe ho jay shree ram triangular_flag bharat mataki jay eendia,non-sarcastic
naine isse bada chutiya nahi dekha . rahul gandhi bhi tujh se jyada samajhdar hai,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy fire fire fire fire triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag fire fire fire fire fire fire fire AAGA HE AAG JALJAOGE face_with_tears_of_joy,non-sarcastic
hukumat ke sapne dekhna rehne do face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
