Transliterated_Comment,sarcasm_label
"chinta mat kro bina con.,. n lgaye hi denge isme",non-sarcastic
Sarkar banne se pehle hi scam suru rolling_on_the_floor_laughing,sarcastic
Chicha bht saal se single hai ?,non-sarcastic
inhe Education provide honi chiye by any mean map_of_Japan,non-sarcastic
Indian flag hai enraged_face enraged_face enraged_face,non-sarcastic
It's called secular journalism and free press in India,non-sarcastic
dhrup kejriwal ka goo khata hai skull skull skull,non-sarcastic
tula pn kiti zavtet te mahit ahe,non-sarcastic
1 lakh k liye apne desh ko khatre me dal diya,non-sarcastic
wafq bahot jaldi banned hone wala hai aur illigal property ko government ke under ayegi..,non-sarcastic
isakaa maaranaa nishchita hai aba isakaa jeenaa vyartha hai,non-sarcastic
yana ashe chutia lokana tikit kon detey benchod,sarcastic
"""dar ke age jeet hai"" isliye ""eat 5 s",non-sarcastic
Women empowerment face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Jay shri Ram wale like kro smiling_face_with_heart-eyes smiling_face_with_heart-eyes,non-sarcastic
Lo maze ab dedo pr vote enraged_face enraged_face enraged_face enraged_face face_with_tears_of_joy,sarcastic
ma ka lauda mara nahin yahi dukh hai,non-sarcastic
தேவிடியா பயலுக அவ அம்மா மேல மிதிச்சுட்டு இருக்கானுங்க நாய்க்கு பிறந்த வேசி மகன்கள்,non-sarcastic
jahaan jahaan se seeta haare hain bo hija.daa hai,non-sarcastic
तुझीच गाड मारली की तुझ्या मुलींची गाड मारली की काय असे वाटते मला fire face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Yaha pelege waha bhi pelege face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
वोट बिना सोचे समझे मार दिए फटा फट और पैसा नही मिल रहा खटा खट rolling_on_the_floor_laughing face_with_tears_of_joy rolling_on_the_floor_laughing face_with_tears_of_joy rolling_on_the_floor_laughing face_with_tears_of_joy rolling_on_the_floor_laughing face_with_tears_of_joy rolling_on_the_floor_laughing face_with_tears_of_joy,sarcastic
ek jorrr ka thapad m chasma nikl kr... ghus jayega.. kahi aur... pagal aurat,sarcastic
Ha dek liya bhai ho ase hote dongle crying_face,non-sarcastic
chutiya banaya tumko fata fat fata fat clown_face,non-sarcastic
aamhaa baheena pe aa jaaoongaa maie skull_and_crossbones,non-sarcastic
crying_face crying_face crying_face crying_face crying_face crying_face crying_face clapping_hands clapping_hands clapping_hands,non-sarcastic
कहा गई वो लड़की जिनको अपने मुस्लिम होने पर गर्व हैं face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Abe wo bharat nhi chlata face_with_tears_of_joy,sarcastic
આપ લોગ બેવકુફ હૈ યૈ ૭૦ સાલોસે સબકો ઉલુ બનાતે હૈ ફીરભી તુમ લોગો કુતે કી તરાહ ઉનકે પીછે દુમ હીલાતે ફીરતે હો બેશરમ બનકર કહી જાકર ડુબકર મરજાવો બેશરમો,non-sarcastic
kyu kyuu akhir kyu mujhe bato,non-sarcastic
Behan chod Gravity kahan gai grinning_face_with_sweat grinning_face_with_sweat,non-sarcastic
bhagao yar is wtf board wale ko is desh se. jai sreeram,non-sarcastic
sagla tar bagun thevlay tu bhadvya,sarcastic
Congress ne dena hai inko lamba or mota sa baans check_mark_button check_mark_button,sarcastic
तभी आप तुर्क हो सिर face_with_tears_of_joy face_with_tears_of_joy clapping_hands,non-sarcastic
nountain due cross_mark dar ki ma. ki chud,non-sarcastic
Mountain dew Dar ki ma ka chu face_with_tears_of_joy face_with_tears_of_joy,sarcastic
bhai dekhna ek bar..inn par b vdo bna deta,non-sarcastic
kyuki voh janta hai sach kya hai sle,non-sarcastic
Dhruv Rathi cross_mark Randi ka bach,non-sarcastic
Samjha jao hinduo bjp ka support krna bahot jaruri h crying_face crying_face crying_face crying_face,sarcastic
जनता cross_mark लालची जनता check_mark_button face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Ab to yah bhi bolane Laga hai fatafat fatafat face_with_tears_of_joy,non-sarcastic
face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth,non-sarcastic
जय श्रीराम जय जय श्रीराम red_heart red_heart red_heart red_heart red_heart red_heart,non-sarcastic
Bro is Specially reserved face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
जय श्री राम folded_hands folded_hands bouquet bouquet triangular_flag triangular_flag,non-sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
nujhe lagta hai ye bahut kheli hui hai...shayad ise har jagah yehi dikhe,non-sarcastic
te 100 jhaanache danake ghyaayachee savaya tulaa aahe,non-sarcastic
Ata bochyatun content yetil baher face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Jay shree ram fire fire fire fire fire,non-sarcastic
