Transliterated_Comment,sarcasm_label
Tere gand me mirchi kyo lagi,non-sarcastic
pahle gu khate waqt samjha nahin kya tere ko tu medal kala se hain,sarcastic
Mam mam bolkr full mje le rha h face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
tulaa maandava ghaaloona jha valee paahije,non-sarcastic
tum logo ko chutiya bnaya gya hai ab ghar jao or apne pati se lado jisne congress ko vote dalne ke liye kha tha tumhe face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
khud fek k khud bachane jari adpagli,non-sarcastic
aaao kabhi dhruv sudhansu trivedi sir ke samne,non-sarcastic
Islam cross_mark Relegion of sex check_mark_button,non-sarcastic
गप्प बस शेमडे खुळखुले face_with_tears_of_joy तू हडलं आहेस तुला देव कसा काय कळणार face_with_tears_of_joy,non-sarcastic
", enraged_face enraged_face enraged_face face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth",non-sarcastic
https://www.instagram.com/reel/c7ymh6rs3ge/?igsh=ntrucnvwngrmbg4xoq== ye video sunlo sara proud wala bhoot utar jayega,sarcastic
Jay shree ram hindu_temple hindu_temple hindu_temple,non-sarcastic
10 bacche 8 bhukhe marenge ek ladki bech denge bacha ek usko Saudi bhej denge majduri ke liye and in the they say yeh Mohammad ki den hai are yeh thrak hai lust hai bhaii,non-sarcastic
log chutiye nhi msj paynge ye,sarcastic
hawa ke liye lungi pheni hai,non-sarcastic
rahul gandhi ki sarkar ban gayi kya yesi news dikha rahe ho jo ek lakh batega kuch bhi,sarcastic
are tu nako bolu raama raama ghaana tonaduna bolupana nako,non-sarcastic
Ab bhejo Paisa khtakht khtakht face_with_hand_over_mouth face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
"toh ek kam karte hain tum, tumhare aulad aur ane wali pushtein ko zameen mein gadh dete hain.. relieved_face",sarcastic
aayaghaale too gataaraata naalichee dookoorachaapa toojhee laayakee aahe tevadhancha bola aayaghaale,sarcastic
enraged_face enraged_face enraged_face India India India,non-sarcastic
Ultimate version of darke aage jeet hai Hrithik roshan is in danger of loosing mountain Dew ad's for ever face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
