Transliterated_Comment,sarcasm_label
aaeeneen zindabad education nan green_heart green_heart green_heart orange_heart orange_heart orange_heart orange_heart orange_heart orange_heart,non-sarcastic
सुरपनखा च 1000वी पिढी आहे ही face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
ek bhi musalman ka comment nhi aya kya ye savi yehi chahte hai rolling_on_the_floor_laughing,sarcastic
Teri bhi jali na face_with_tears_of_joy face_with_tears_of_joy,sarcastic
its request please take strict action against this nonsense lady.,non-sarcastic
Bade bhai hai to maa #### face_with_tears_of_joy face_with_tears_of_joy yaha bhi pelege waha bhi pelege face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
"sita la ram var vishwas hota,pn tuzya vichar bgun mala vatatay tuza vishwas tuzya navarayavar cha vishwas udala ahe",non-sarcastic
sudhanshu trivedi ke samne koi bol sakta hai kya fire fire fire,sarcastic
hayaannaa kharokharachan nivadanukeeta hayaanchee jaagaa janatenee nakkee daakhavaavee folded_hands,non-sarcastic
n ur the reason for that tored one face_with_tears_of_joy,sarcastic
Dusman sirif border ke us par nhi hai jay shree Ram red_heart triangular_flag,non-sarcastic
wah godi is mebhi godi giri dikha rha hai tu face_with_tears_of_joy,sarcastic
Dalal ..patrakar ..anjana ....bole to Godi media ... face_with_tears_of_joy face_with_tears_of_joy,sarcastic
hizadya tuzya bapani sangitla hota ka ashe chale karayla face_with_tears_of_joy,non-sarcastic
bhenchota kasaa sodalaa tara tyaa bahineechaa daanaa,non-sarcastic
nountain dew....dar ki maki chut skull,non-sarcastic
Ye phir suru ho gya is saley k sar khatakhat juta bjao face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Rathee matherchod hai bhai log red_heart red_heart red_heart,non-sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
fun fact.... 10 lac ki gadi khareedne walo ki hasiyat 1000-2000 ka nuksan sahi karane ki nahi hoti face_with_tears_of_joy face_with_tears_of_joy ... sirf kuch paiso ke liye sadak pe nanga nach shuru kar dete hai,non-sarcastic
Hindu Dharm se Love karte ho to naam change kardo Jay shree Ram triangular_flag,sarcastic
Or kisi k 4 behan or ek Bhai hua to face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Jai shree Ram triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag flexed_biceps flexed_biceps flexed_biceps flexed_biceps flexed_biceps flexed_biceps,non-sarcastic
The urge to kill them on the spot pleading_face,non-sarcastic
khata khat paisa cross_mark khata khat vote check_mark_button,sarcastic
ek bar aur gandhi parivar ko mauka diya jaye sale hindustan sari jameen abhi waqt board ke nam kar di jayegi triangular_flag triangular_flag triangular_flag triangular_flag,sarcastic
naine bhi kiya hai... delhi ja rahe toh permission leke baith gaya... ek 2 km lamba bridge aya... height kuch 40-50 m ho gi shayad... neri gand phat gayi...,non-sarcastic
Lalo laula lalo face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
salute u di.. but ye galat h sardaro,non-sarcastic
"kidhar gayi wo ladkiya jo kehte hai ""mere aabdul aise waise nhi hai""?",sarcastic
nulle hi kr skte hain esa or song yr tumhare liye hi bnaya h,non-sarcastic
congress sala jhootha hai 1 rupiya dene ki aukat nhi hain . chle hain 8500 rupiya btwane,sarcastic
Ak bar break aur uncle bold out face_with_tears_of_joy fire,non-sarcastic
"hinduon ko kucha samaya ke lie maaladeeva kee taraha yoopee kaa bhee bahishkaara karanaa chaahie, tabhee vahaa kee janataa ko pataa chalegaa.",sarcastic
nountain due :- dar ki ma ki c*,non-sarcastic
No never cross_mark cross_mark cross_mark cross_mark cross_mark cross_mark triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic
jay shree ram triangular_flag triangular_flag triangular_flag,non-sarcastic
can you post a full video,non-sarcastic
him bhi yahi karane wale hai. kashi aur mathura ke liye.,non-sarcastic
waa re tum nahi sudhro gay,sarcastic
chal nikal be chuyte teri kyu sulag rahi hai,sarcastic
Ruk bhai... Aur 2 dastaan on the way hai ......,non-sarcastic
aab kha gye nheru ke bhakt,sarcastic
"Bharat jodo yatra trucks rent and salary still pending in lacks of rupees. Therefore first settlement has to be done on priority, then this!!!!!!!",non-sarcastic
aabe yar ye mediya wale aur desh me nafrat faila rahe hai,non-sarcastic
"The Prophet [ﷺ] married Aisha when she was six years old and he consummated his marriage when she was nine years old.” - The revered Sahih al-Bukhari, 5134; Book 67, Hadith 70",non-sarcastic
aa.nna skrina chaddee kaadhoona pola daakhavaa maga maanala tumhaalaa,sarcastic
Darr ke age Jeet hai jab Indian ads ke saman hai apke pass moai face_with_tears_of_joy,sarcastic
sudhanshu sir uffffff lakho dhruv rathi ke akele bap yae heart_suit,sarcastic
Hart touching cross_mark kidney touching face_with_tears_of_joy check_mark_button,non-sarcastic
saket esko bahat takfil hua hy yr face_with_tears_of_joy,non-sarcastic
Chal Teri m ki c. enraged_face,non-sarcastic
face_with_tears_of_joy auqaat dikhaaraha hai smj skta hu,non-sarcastic
Pappu servents spotted face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
ni bhai eesko gu khane ki jrurt h,non-sarcastic
cross_mark saloo tum log mar jaoo,non-sarcastic
eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia,non-sarcastic
godi media ko nahin naloom hai ki sarkar bani hai rahul gandhi ki,sarcastic
What nonsense is this? Open minded does not mean you can show anything nonsense,non-sarcastic
पहले सोचती थी कस up se hoti achha hua wo कास में ही रहा गया smiling_face_with_heart-eyes,non-sarcastic
𝗠𝗼𝘂𝗻𝘁𝗮𝗶𝗻 𝗱𝗲𝘄 𝗱𝗮𝗿 𝗸𝗶 𝗺𝗮 𝗸𝗶 𝗰𝗵𝘂𝘂𝘂𝘂 skull,non-sarcastic
ye dekh Bhai congress agar itna padha likha hota toh Aisa nhi karta face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy Hindu Muslim suru se wahi kar raha hai,non-sarcastic
chal be dalal bika hua media jyada gyan na pel mujhe bhi pata hai tum paise ke liye kitna gir sakta hai jahan jane ka tha vahan gaya nahin bhashan de rahe ho ek bar nanipur chale jate,sarcastic
Need modi ji to do about this enraged_face,sarcastic
lakin tum apna bacch ko kyu miti mei sulata hai,non-sarcastic
kuch bhi ho but yogiji k liye dil se dukh ho raha hai. yeh ek saccha banda hai,non-sarcastic
Sukoon face_with_tears_of_joy face_with_tears_of_joy chodi haar gya up se,sarcastic
jo yah news per bol diya na ya yah khuda atankwadi hai yah,non-sarcastic
dekho hinduo bhai tum ek vote nhi diye to tumko hijde bana diye yahi fark hy bjp hindu me or real hindu me hindu kabhi khatre me tha hi nhi bs kursi thi,sarcastic
L*ndnamazi dusre ko andhbhakt kahte he face_with_tears_of_joy,sarcastic
Congress cross_mark Hindu ke dushman check_mark_button,sarcastic
"so sad jab elvish jeeta tha tab kaha the ap ,ye media walo sa sabse bada role hai hindumuslin ko ladwane m",non-sarcastic
nala pan chance dya re sushma andhare var udayala,sarcastic
kaaya bolaavan eelaa kamenta paahuna bolaayalaacha kaahee thevala naahee,non-sarcastic
Jay shree ram hindu_temple hindu_temple hindu_temple triangular_flag triangular_flag,non-sarcastic
eetni der main to ek panni bi gir jayegi,non-sarcastic
Did they give back the temple and the villages?,non-sarcastic
Janwar jaag gaya bhai ka face_with_tears_of_joy,non-sarcastic
Bro don't even hesitate skull i think he should stop thumbs_up_light_skin_tone slightly_smiling_face,sarcastic
raised_back_of_hand Pakistan pig_face raised_back_of_hand Pakistan pig_face raised_back_of_hand Pakistan pig_face backhand_index_pointing_left 70 backhand_index_pointing_left backhand_index_pointing_left backhand_index_pointing_left,non-sarcastic
No German Shepherds are harmed in this video cross_mark cross_mark,non-sarcastic
Delivery ki baat ho Rahi hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Orr kro pappu pe bharosa raising_hands face_with_tears_of_joy,non-sarcastic
yoopee me ise kahate hai udataa huaa tira apanee ()() me lenaa,sarcastic
भैया देखकर भिड़ा करो face_with_tears_of_joy face_with_tears_of_joy folded_hands triangular_flag,non-sarcastic
Chutiya bnane ki ninja technique face_with_tears_of_joy face_with_tears_of_joy,sarcastic
face_with_tears_of_joy face_with_tears_of_joy raising_hands raising_hands raising_hands jai bholenath,non-sarcastic
cross_mark cross_mark cross_mark face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Maintain deu dar ki ma ki c***** face_with_tears_of_joy,non-sarcastic
Proud to be hindu triangular_flag hamari behen hamari Ghar ki Laxmi he white_heart,sarcastic
nadam kyun itna halla kr rahi ho insaurance company pay karegi,non-sarcastic
Behenchod made only for mulle rolling_on_the_floor_laughing,non-sarcastic
Dekho ye bhadva .... Chutiya ... German shepherd,non-sarcastic
German shaepher rolling_on_the_floor_laughing rolling_on_the_floor_laughing ab bol,non-sarcastic
Babri maszid tumhari kab thi face_with_tears_of_joy,sarcastic
syane bnde nu dekhke tu dbaa reha,sarcastic
wa chamcho wa nan gye tumari soch b jldi aesi ho jaegi,non-sarcastic
jisne phle vote nhi diya tha congress ko usne bhi congress ko vote diya ek lakh ke chakkar mein.. person_facepalming khata khat khata khat..gawars of eendia,sarcastic
Syd light ki spd se gayi madam neeche slightly_smiling_face slightly_smiling_face,non-sarcastic
dhruv rathee ko ignore kijiye ...ye videsh me rahkr ...yha k yuvaon ko bargalata h ...jitne v dhruv rathee fans h wo sb iski video mt dekho ...ye khud apni videshi mulli biwi ka noukar h ...,sarcastic
