Transliterated_Comment,sarcasm_label
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy clapping_hands clapping_hands,non-sarcastic
"No, why everytime secularism should be from one side ??",non-sarcastic
Gravity went to washroom for batting shaking_face,non-sarcastic
eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia,sarcastic
Ye To 6 crore ka Mali Hai___ face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
dikha diya aukat khatakhat khatakhat khatakhat relieved_face relieved_face,non-sarcastic
to ji kyu boll rahe ho grinning_face_with_sweat,sarcastic
Kyu Teri bhi jli na face_with_tears_of_joy,sarcastic
Nahin ya galat hai cross_mark cross_mark cross_mark,non-sarcastic
nahadev kisi ko nahi chhodte .,non-sarcastic
Jali iski bhi jali face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
red_heart red_heart red_heart कोई मुझे भी पटा लो यार red_heart red_heart red_heart,non-sarcastic
Dhruv Rathi does not have the complete data face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Kaha hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy dikh q nahi rahi fire,sarcastic
Mera black banana hot_face banana peach peach banana hot_face drooling_face,non-sarcastic
yaar ye appu wahi toti Chor hai kya??? face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing ..... revealing truth of Cancer face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Jai shree kirshna radhe red_heart red_heart red_heart red_heart,non-sarcastic
dar ke ma ka choot skull,non-sarcastic
ghar me koi hoga sarkari to poori duniya apne bap ki samjh rahai..patak ke do dene the,sarcastic
chitya cut gaya tere bhai ka ... eenki to chudi padi hai,non-sarcastic
सभी महिलाओं को लखपति बनने की हार्दिक घदाई rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
Ghaand mei goli mani chayiye inke face_with_symbols_on_mouth,sarcastic
baabaa maananeeya yogee jee svayanbhoo hanumaana svaroopa hai|| jaya ho raama lalaa kee jaya ho|| raising_hands fire clapping_hands,non-sarcastic
"Govt secular ho to ,ye board nahi hona cahahiye, govt secular na ho to ye board un logon ke liye jaruri he",non-sarcastic
Mountain dew cold_face hot_face India ke log khatron ke Khiladi hai check_mark_button,sarcastic
Ham yad rakhenge crying_face in ssha allha,non-sarcastic
aabhi koi rathi university se padha hua chutiya nahi dikh raha hai,sarcastic
sutiya jarmana sepharda apanaa gyaana kahi aura baatanaa yahaan para hai tere chaachaa sudhaanshu trivedee sahee gyaana dene vale,non-sarcastic
12 baje 12 ke saath aao face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
jay shree ram triangular_flag triangular_flag triangular_flag,non-sarcastic
I'm the one who is searching Muslim one's comments smiling_face_with_tear face_with_tears_of_joy,sarcastic
thode time aur lagta bachha mar jata .. bahut badhiya kiya pleading_face pleading_face,sarcastic
Dhruv rathee ne india ka theka liya foren country ka nahi clapping_hands clapping_hands,sarcastic
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic
hichaa pana photo mutaarita laavaa ..jaya manase,non-sarcastic
"sara tana se judaa vaale kahaa choodaa rahe hain, aba koee kucha nahee bola rahaa hai",non-sarcastic
ye sale shikh bhi nahi ho sakte,non-sarcastic
agar tempu vala thoda sa bhi right side hota to bike vale sale hath dekhne like bhi nahi bachta,non-sarcastic
eelaa eekada aanaare eechyaayachyaa gaadeeta baajaacha paavaka joonyaa kaalacha baajaacha paavaka aaeetee mirachee laaoona bhaavaano,non-sarcastic
Newton be like .... Main q paida hua face_with_tears_of_joy,sarcastic
jay jay pappu karne ka nateeja,non-sarcastic
"that will be ""kuch mat karo dar ke age jeet hai""",non-sarcastic
Le moot diya dhruv clown_face ki education pe,sarcastic
German Shepherd is always German Shepherd skull,non-sarcastic
If sikh raise ..he will die face_with_tears_of_joy,non-sarcastic
Tumhare sth yhi hona tha ....qki itna educated bi nhi hona tha,sarcastic
Finally A-train got a competition slightly_smiling_face,non-sarcastic
Chaaaatuuuu face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Mountain dew dar ki maa ki chut face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Ab aaaaoo Muslim girls ..likho.proud to be muslim face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
elish yadav n pel diya yo rathee,non-sarcastic
tu maana kivvaa naa maana tujee gaanda mhaataaree jhaalee gapa pada kee jaraa enraged_face face_with_symbols_on_mouth,non-sarcastic
insta gram ka don LUN-KATUAA clown_face,non-sarcastic
yeh abhu jan bhai jan fufa jan wali h,non-sarcastic
tyaa uddhava laa aamhee vota naaya karanaara aataa.,non-sarcastic
yaa raandee laa kitee loka jangalaata nyaayalaa tayaara aahe tyaannee laaeeka karaa,sarcastic
mahabharat pta h na usse bda yudh nhi hua ab tk yad hai hathi asvthama ko mar ke bola tha pandavo ne ki asvthama mara gya jis se bhismpitama ko mara ja k sake or unhone jhut nhi bola tha .......esi tarah bhot se tarike ke in haram logo ko dekhne ke ye nhi ki bhai tu dharm ki raksha karne ke liye dharm hi bhul jaye this is actually they want,non-sarcastic
Fer wohi behen baad mein thirteen fourteensome karne ke liye majboor hota hai face_with_tears_of_joy,non-sarcastic
It is necessary for this to happen to people who walk blindfolded.,non-sarcastic
Usdin gravity 0.05x ke speed mein chal raha tha loudly_crying_face,non-sarcastic
I miss you Gravity loudly_crying_face face_with_tears_of_joy,non-sarcastic
Condom fatun zhali lavde var zopun meli face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
