Transliterated_Comment,sarcasm_label
XI JINGPING KO LAO SAB SAAF KAR DEGA face_with_tears_of_joy,sarcastic
Moutain dew cup_with_straw daar ki maa ki + 5 star do nothing chocolate_bar is real,non-sarcastic
sale tujhe l vish na dikha pichhli bar,non-sarcastic
isakee aukaata dikhanaa pa.dhegaa red_heart red_heart,sarcastic
aabe gobar midia sale gobar tera bap hai woh,sarcastic
property aallah ki hogi.....lekin uska aaadhar aur paan lagega,sarcastic
But what's the need of making song when the topic is so sensitive.,non-sarcastic
kuch bolunga toh vivad hojayega check_mark_button,non-sarcastic
aab samjh a raha hai hai ki ye musalman kyu darr rahe hai ki agr modi ki sarkar abki bar fhr a gai to ye sanvidhan me badlaw krdegi ....aur isse dekhne ke bad to sanvidhan jaroor se jaroor badalna chahiye....jiske hindustan ke nam me hi hindu ho wo desh hai hindustaniyo ka.... folded_hands_light_skin_tone folded_hands_light_skin_tone triangular_flag triangular_flag,non-sarcastic
Khud ko Dekh le Pleha tu bhi chor tha core ki chori krta huwa padhge gya Apna Dekh red_heart,sarcastic
gapa ga shembde mahilaa gapa nakaa basoo,non-sarcastic
I hope this rider dead soon face_with_tears_of_joy,non-sarcastic
"relax guys admin , tanatan dharm ka hai",sarcastic
toh tag kar na usse video mai...,non-sarcastic
"naja a gaya, ab to pata chalega jhootha wada kise kehte hain",non-sarcastic
1 decade m poore sikhism ki gand mar liya inhone,sarcastic
enraged_face enraged_face enraged_face enraged_face enraged_face This Nehru laid the foundation,non-sarcastic
tula javla ki bc yeah tu pan jangalat jab toh tula enraged_face enraged_face enraged_face,non-sarcastic
ha teri amma ka bhi face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Gravity ki maa bhe ek kr di rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
Dhruv Rathi ispe video Nahin banaega face_with_tears_of_joy face_with_tears_of_joy Congress ka German Shepherd check_mark_button,sarcastic
ye bhi godi media ki chal hai check_mark_button,non-sarcastic
kya bakchodi karra hai ye jhato,sarcastic
kaayade se dekho gayaa kauna hai lene,sarcastic
Up ke log hnge Bhai... rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic
Don't visit my profile shushing_face ayeee Admin thoda sa pin karde,non-sarcastic
rahane do bjp ke dalalon cross_mark,sarcastic
Wha didi wha face_with_tears_of_joy clapping_hands clapping_hands clapping_hands clapping_hands,sarcastic
tujya aychya pucchit maja 16 inch land,sarcastic
Jai shree Ram.... smiling_face_with_heart-eyes red_heart raising_hands triangular_flag,non-sarcastic
laaja vaatata aahe bhaarataata ashee bolanaaree loka jivanta raahataata,non-sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
waqt ko hatao desh ko bachao check_mark_button triangular_flag,sarcastic
Are sarkar banega tab na milega chutiyo bjp jitna paisa thodi hai unke pass face_with_tears_of_joy,sarcastic
crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire,non-sarcastic
red_heart red_heart red_heart red_heart red_heart red_heart,non-sarcastic
madarchoddddd ne garib ka nuksan kr dia i hope bharvake liye hoga uncle….. uparse landdddd sala bolta he hath mt dikao bhadveeee ko to chappal se marna chaye tha,sarcastic
yaha aba jahaan bhee dikhaaee de paka.da kara kandoma lagaa kara saba pelo taba isako pataa chalegaa ki dusaro kee bhaavanaaon ko thesa pahunchaane majaa chakhaayaa jaae,non-sarcastic
hee kharakatee hilaa kaaya raama samajanaara,non-sarcastic
Yah baat bol ne ke ketne paise deye teko andhbhakton ne face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Scrap waqf act for proper justice,non-sarcastic
beti bacchao beti padhao ussi ka asar hai,non-sarcastic
bahan ke laude pura video to sun lete,sarcastic
q bhai sahi khaber sirf dhruv rathi hi batai ga kya ka bhi godi media ko bhi pucho,sarcastic
isme gravity kha gai rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
Aur yeh bhi batana apne Ane wali pedi ko ki tum us time sirf bate hi bana rhe the face_with_tears_of_joy face_with_tears_of_joy,sarcastic
jli na tumhri bhi jli na face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
salle chapri log pencho desh ch bnda avde kam bhi ni ja skda pencho eho je andbhakt krke salle glti bhi krde ne mnde bhi ni,non-sarcastic
bahut badiya 1 kya 2 lakh liyuab,sarcastic
halala bhi jinda hai tumhare me,sarcastic
