Transliterated_Comment,sarcasm_label
lets wants debate between shudhanshu and dhruv,non-sarcastic
jalee jalee tapee dhuaa.n u.dataa dikhaaee de rahaa he,non-sarcastic
neri njr m sbse bda terrorist tu hi h hr bat m hindu nuslim angles pkd kr desh m nfrt faila rha h anchors k name pr kalank h aj ki media's,non-sarcastic
hilaa vaakavuna jhavaa re raanda kutali,non-sarcastic
BJP 15 lakh denar hoti techa kai zala rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic
sachme tu bht bada bhadwa hai re bhai...,non-sarcastic
India saluting_face . enraged_face enraged_face enraged_face palm_up_hand_medium-light_skin_tone face_holding_back_tears,non-sarcastic
Sarkar to ban gyi bjp ke. Ab kon dega 8500/- face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
I will translate the caption in hindi fefra x-ray lungs shui people_hugging video,non-sarcastic
salya nu uthan to pahla hi khatam karo taki kuch v karan to pahla soch ka v daran,non-sarcastic
bhauji is ka bhi khuch dekna after 6 june.,non-sarcastic
bhai pati garib nhi hoga na udha ke pel deta hoga koe scorpio wala hota na tab batata isko face_with_tears_of_joy,sarcastic
gravity gai ma ch****** aesi koi chiz hi nahi hoti he,sarcastic
Hamara ram mindar phale bhi wha tha or abhi bhi hai or mam aap jaa kr apni babar ke kabr ko dhure ke vo kha dali h face_with_tears_of_joy face_with_tears_of_joy bolo ram ram smiling_face_with_horns folded_hands people_hugging,sarcastic
Sab nhi h support bhi Kiya h bhut logo ne or unko bhut dukh bhi h is baat ka crying_face crying_face crying_face,non-sarcastic
"can't beat your A400M stunt, but it's still terrific.",non-sarcastic
tu sudha wanwas bhogala ahena mag tu kay kel chafala hota na dusra,sarcastic
jai shree ram triangular_flag triangular_flag triangular_flag,non-sarcastic
गर्व से कहो की हम हि face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy हैं।,sarcastic
kon yah. biker andha ha. sala,sarcastic
Aise uneducated log anchor Bade hai,non-sarcastic
bhagao ynha se aise logo ko,sarcastic
log ram bhagat hai aandhbakt nyi saluting_face,sarcastic
Supreme Brand Ambasedor of Mountain Dew face_with_tears_of_joy,sarcastic
लंड टचिंग रील ग्रेविटी का मां का भोसड़ा face_with_tears_of_joy face_with_tears_of_joy,sarcastic
jali to jali kiski kiski jali face_with_tears_of_joy,non-sarcastic
दोगले हिन्दू कहेंगे होना चाहिए face_with_tears_of_joy face_with_tears_of_joy,sarcastic
