Transliterated_Comment,sarcasm_label
Fearless+do nothing= this uncle with the raone bn cigarette moai wine_glass,non-sarcastic
I love Sanatan dharm triangular_flag triangular_flag triangular_flag triangular_flag heart_exclamation heart_exclamation heart_exclamation smiling_face_with_open_hands smiling_face_with_open_hands smiling_face_with_open_hands folded_hands folded_hands folded_hands jai shree radhe krishna folded_hands rose rose hibiscus,non-sarcastic
raatree raavanaane kelan aani sodoona dilee hee raanda face_with_tears_of_joy,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Land PE zinda hai face_with_tears_of_joy middle_finger,sarcastic
aabe chutiye to iska mtlb dongri me sab galt hi h kya,non-sarcastic
Bhot sahi kiya nehru ne smiling_face_with_sunglasses smiling_face_with_sunglasses smiling_face_with_sunglasses smiling_face_with_sunglasses,sarcastic
Next day: Waqf claimed supreme court,non-sarcastic
aare tumhara babar oozbekistan me paida huwa tha na ki ayudha me,non-sarcastic
oos rat iske bap ne bhi condam pehan liya hota to ye ra##i na beda hoti,sarcastic
Kaha mar gaye praud to muslim wale rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic
raahool baba ne apna future khud kha liya rolling_on_the_floor_laughing,non-sarcastic
PM Kachaa and MK G....all screwed Hindus....!,sarcastic
bhai koi apni galti nanta h kya biro,sarcastic
The camera man has drunk Mountain Dew and Red Bull.,non-sarcastic
Those culprits must get punished for such,non-sarcastic
Gravity not touching video thumbs_up_light_skin_tone face_with_tears_of_joy,non-sarcastic
Salute her saluting_face I don’t understand why these people have this much hate towards India. India All Indians have love and respect to Sikhs… I like to see Manmohan Singh ji as our Prime Minister than any others…,non-sarcastic
Comment section cross_mark suprem court section check_mark_button,non-sarcastic
She run like flash skull_and_crossbones moai,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Ha bhai shi kha apne crying_face,non-sarcastic
pm bnao paise pao....pm bne pr bola tha .,sarcastic
enraged_face enraged_face enraged_face enraged_face rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
"Mass killing is just a matter of time, 20 sall ka mehnat ak rat me zero hoo sakta hai face_with_tears_of_joy",sarcastic
"Bhai, Dhyan se suno ""sitting cm "" ki baat ki ha face_with_tears_of_joy",non-sarcastic
aagar congress ayi toh vo din dur nhi jaha waqf board eendia ko pakistan bana dega. pehle waqf board ko khatam karo,sarcastic
"police is standing nearby, ye chahe america hai ya canada ya ook in countries ke flags ke sath bhi disrespect ho skta hai inki embassies ke samne, ye yad rakhe.",non-sarcastic
हर खडी चीज को लिं- समझ लेते हो गलती तुम्हारी है grinning_face grinning_face grinning_face grinning_face,non-sarcastic
ne vaha hota to bike vali ki chod deta ese behaviour pr to,sarcastic
India mai esha kar ke dekhe lo abhi tumar baap betha hai pm modi direct gand marega enraged_face enraged_face enraged_face enraged_face enraged_face,sarcastic
ye konsa charas sungh k ata he news padhne,sarcastic
70 wala desi paua check_mark_button moai,non-sarcastic
Abhi German shepherd paida bhi theek se nahi hua aur Gyan pelne lega hai face_with_tears_of_joy,sarcastic
"bjp ko apno ne luta, gairo me kaha dam tha,",non-sarcastic
koi orat isko nikalo sale hath lga k dekhe fr namard honge,sarcastic
Elvish Yadav ke time bheed ko dekh kar isko koi problem nhi hui hogi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
nehru gandi nas kar gaye des ka,sarcastic
Sitting cm aur political party worker ka difference hota hai lekin bhakt to pagal to pagal ho hota hai face_with_tears_of_joy,sarcastic
been ke lode Jake aaki baap ko bol chaotisch sun Gaya face_with_raised_eyebrow,non-sarcastic
Momdern cross_mark dallle behn ke laude check_mark_button,non-sarcastic
bantee babalee dhara kee maa kee ______ skull skull skull skull skull,non-sarcastic
middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger Yeh lelo congrees ka face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Haraamkhor bai ahe he. enraged_face enraged_face enraged_face,non-sarcastic
yz ahe hi bai yedyaa bhokaachee,non-sarcastic
sushamaa tujee aaee chaugaankadoona hamane tumako kelee mhanoona tu janmaalaa aalisa,non-sarcastic
me bhi lene gya tha mujhe nhi mila face_with_tears_of_joy,non-sarcastic
Mc h face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth,non-sarcastic
Abe itna din gadhe ke ghand me chhipe the kya,sarcastic
Ek thap m Pani chat legi,non-sarcastic
kiya dogla insan hai yar ye,non-sarcastic
tum jaise logo ki wajah se hi atankwadi paida hote he###,non-sarcastic
aaaizhavadya tuzhya gandit pay ghatla pahije,non-sarcastic
saale mujhe desha kee chintaa ho rahee tuma loga sirpha aaga lagaate ho,non-sarcastic
yehi condom fatne ka natija h sali,sarcastic
gravity vo kya hoti hai esee koi cheej hi nhi hoti,sarcastic
middle_finger middle_finger middle_finger middle_finger enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic
