Transliterated_Comment,sarcasm_label
nountain dew +5 star cross_mark desi daru check_mark_button skull skull skull skull fire fire fire fire fire,non-sarcastic
bas itni hi angreji khatam tata by by,non-sarcastic
jali ko ag fire kahte hai buji ko khak kahte jo rak se barud banta hai...use munawwar kahte hai..jai hind,non-sarcastic
"aaree woh kaha gye jo hinduism ko secular kehta h smiling_face_with_tear , dekh lo bhai tmhri atma ko shanti mile",sarcastic
5 star = sahi ha bhai tuna kuch nahi kiya. skull,sarcastic
Jai shree Ram red_heart triangular_flag prayer_beads,non-sarcastic
aisee aurate khataranaaka hai samaaja ke lie parivaara ke lie folded_hands,non-sarcastic
triangular_flag Jay smiling_face_with_horns shree smiling_face_with_horns Ram triangular_flag dagger heart_suit om folded_hands,non-sarcastic
jalne ki bu a rahi kidhar se dhuwa nikal rha hi,sarcastic
khup ghan shivya yetat mala pn amchyavr ase sanskar nahi kele pn shree ram baddal koni bhangar bhunagar bolol na tith yeun gharat ghusun maru # hijadyaa chee aulaada sushmaa,non-sarcastic
aata sagle tumcha sarkhe nasta na madam,non-sarcastic
Vosdike enraged_face gana bahat acha lagaya face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Biggest reason to vote for BJP,sarcastic
report maro jeda se jeda isko,sarcastic
"Who has such evil smile & devil look? Just look at how she pretends to be an elegant, religious anchor Bloody CHORR fire her!!!! Anchors like her are nothing justa disgrace to the economy #boycottanjanaomkashyap #boycottaajtak",non-sarcastic
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic
Ma ch*d di iski face_with_steam_from_nose face_with_symbols_on_mouth ch*d gyi ch*d gyi thik hai smiling_face_with_hearts handshake,non-sarcastic
bolo Jay shree ram red_heart red_heart,non-sarcastic
Hine mullaynchi gatha ekli aasel face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
"None of the Jihadis has nothing to say about how messed up the wakf law is but we're quick to defend how great the desert religion is. The same religion which say earth is flat, the same religion that say you can bear your wife. The same religion that says not to use condoms, the same religion that says to end the non-believers. Fascinating.",non-sarcastic
