Transliterated_Comment,sarcasm_label
He actually looks psycho and rap i St tbh!,non-sarcastic
Ye media vale nich hai face_with_open_mouth,non-sarcastic
Godi media face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Now German shepherd crying in the corner grinning_face_with_sweat,non-sarcastic
le moot diya teri gand pr,sarcastic
Are bhai isne jeet liya tou ab gand jalna lgi face_with_tears_of_joy,sarcastic
15 lakh ki ajj fd huyi hoti toh sayad ajj mere hath iphone 16 pro apna bnwa kar ye reel us phone pay dekhta magar 15 lakh aye hi nhi enraged_face,non-sarcastic
eski jagah mey hota to or gadi todta or ak thapad kaskey laga deta check_mark_button,sarcastic
sudhir choudhary jita koi bi dono ma sa khushi to apna hindustan me hi banti tuja kyu nhi hazam ho raha kyu logo ke dilo me nafrat faila raha hai,non-sarcastic
Manu Banya rolling_on_the_floor_laughing enn logo kaa vote bhee wast hoo gaya kharab hoo Gaya face_with_tears_of_joy face_with_tears_of_joy,sarcastic
cross_mark Gravity check_mark_button Gravity gayi ma chudane face_with_tears_of_joy,non-sarcastic
Jali toh jali kiski kiski g**d jali face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
taaee tumhee pana techa aahe twelve-thirty che kate ghaale aataa baana galataa aahe banana,sarcastic
tum log ke karan aj hindu muslim apas me fight kar rhe hai but dhanbad me aysa nhi hai humlog sab mil ke rhte hai,non-sarcastic
Mountien dew cross_mark dar ki maa ki choot check_mark_button face_with_tears_of_joy,sarcastic
nehru ne chod k chala geya desh ko,sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
aare khali jiti he sarkar bani nathi,non-sarcastic
Banchod lode India cross_mark didi ko salut check_mark_button red_heart crying_face,sarcastic
"They are not khalistani, khalistani means a true sikh, who walks on the guru's path, and respects the country.",non-sarcastic
Ling oar condom hi lagega face_with_tears_of_joy face_with_tears_of_joy q ki bhagwan jyada log paida kr rahe face_with_tears_of_joy face_with_tears_of_joy,sarcastic
aabe lvde dhruv ka pura video dekh liya kar adha clip na dala kar,sarcastic
isa la.dakee ko pahane aura pilavaane men jyaadaa majaa aataa hai face_with_tears_of_joy,non-sarcastic
सगळे काय तुझ्या सारखे 250-300 मध्ये उष्टी केळ चाटत नाहीत rolling_on_the_floor_laughing rolling_on_the_floor_laughing तुमची लायकी तरी आहे का rolling_on_the_floor_laughing,sarcastic
Mere lode par wakf board or mere lund pe allah,sarcastic
MOUNTAIN DEW DAR KI MAA KI CHUUU face_with_tears_of_joy face_with_tears_of_joy check_mark_button,non-sarcastic
