Transliterated_Comment,sarcasm_label
nadam ke andar bahut pani hain,non-sarcastic
why ur facts are so weak.... bhiya thoda to sudhar jao,non-sarcastic
jaya shree raama meraa samarthana bhaajapaa sarakaara aba to thagabandhana mukta bhaarata honaa hee chaahie,sarcastic
The confidence that I need in my life moai,non-sarcastic
okay theek hai chal ja narr pehle jake jaldi se teri aullad se hi mathura aurr kashi ka uddghatan karwaenge teri nurrat pei dhookwake,sarcastic
Wo sab chodho aap to ZEE NEWS mai the face_without_mouth . AAJ TAK mai kese aaye skull,sarcastic
Eat 5 star do nothing face_with_tears_of_joy,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Ye sab topic pr aap research kr skte hai. Google bhi itna information nahi de pata face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
hindustaana aura gajaba kaa kaanoona banaayaa..,sarcastic
hila kuth aali ki hanli pahije,sarcastic
garv se kaho hum hijra hai,sarcastic
har ek dharm me chutya log hote hi hai.. aaisa apman bhagwan ka krna nahi chahiye,non-sarcastic
Nehru ki ma. Ka bhsoda check_mark_button crying_face,sarcastic
"wo kya nara tha ........kuch stupid sa ........kya sir............se ......,...kuch tha",non-sarcastic
jisake naama men hee yonee hai to kandoma hee dikhegaa,sarcastic
500 missed call from dangal channel,non-sarcastic
Is this true or a joke rolling_on_the_floor_laughing,non-sarcastic
हिला घ्या ते राऊंडाट face_with_tears_of_joy victory_hand_light_skin_tone hundred_points,non-sarcastic
hum sab ki jai ho cowboy_hat_face,non-sarcastic
hindu nuslim mai buraye karwane soch raha,sarcastic
गोल माल है भाई सब गोल माल है face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
"(semen) on the garment of the Messenger of Allah (may peace be upon him) dried up, I scraped it off with my nails. Sahih Muslim 2:572, S",non-sarcastic
jab humari sarkar ayegi to bta denge,non-sarcastic
Thr was no need to be so opportunistic to make a content on the incident. Now a days he'll lot of people out there make content on current issues just to get likes & followers but they don't think of the repercussions of it. Content makers need to be aware of things while doing their work.,non-sarcastic
aa nalayak hai kaun iska sara magadavo bhee kataa huaa red_heart jaya mahaakaala clapping_hands,non-sarcastic
oop walo ko pure desh se bad dua lag rhi h unka hisab ase he ho jayega folded_hands,non-sarcastic
enraged_face enraged_face tummies aami chod ke gai thi,non-sarcastic
Police wale in rider ko shii Tod te hain ye bike ko aukat se jada tezz bhagate hain face_with_tears_of_joy,sarcastic
nahilao me sirf burqe wali hai isse pta chalta hai muslim samajh ka kuch nhi ho skta,sarcastic
red_heart red_heart red_heart red_heart fire Jay shree Ram fire fire fire red_heart fire fire,non-sarcastic
Chodam patti challenge rage he face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Tum sab gareeb aana mat karib face_with_tears_of_joy,sarcastic
Proud to be hindu check_mark_button triangular_flag fire check_mark_button check_mark_button check_mark_button,non-sarcastic
Chutia law Chutia board Apne bank vote ke liye Congress ne bhot kuch galat kia h hinduo ke saath,non-sarcastic
Proud to be Hindu triangular_flag fire,non-sarcastic
Baik rider cross_mark chutiya rider check_mark_button,sarcastic
yaha dekh k fat rahi h skull,non-sarcastic
tu vipakshi ka supporter sirf isliye hoga kyuki teri family b us party ko support krti hoyegi tune b wahi mana to bhai andhvhakt tu hai mai ni raising_hands,sarcastic
een chapri ke wajah se bike hi nahi deta crying_face,non-sarcastic
ye chinal ko dundho bhai log,sarcastic
"achchaa hai nakalee thaa ,naheen to maara daalatee ye bachche ko face_with_tears_of_joy",non-sarcastic
Remove the act (waqf court ),non-sarcastic
Tum se yahi ummid thi rolling_on_the_floor_laughing achcha hai ki ham log Hindu Hain triangular_flag,sarcastic
Ye sab kya horha ha bai face_with_tears_of_joy,non-sarcastic
Eat 5 star do nothing check_mark_button Mountain Due Dar Ki Maa Ki Choot check_mark_button middle_finger,sarcastic
"dhruva raathee kaa baapa "" sudhaanshu "" fire fire fire",non-sarcastic
hama inakee doosaree nyooja kaa intajaara kara rahe hai,non-sarcastic
hame garv hai.hm odisha se hai. pure odisha kesharia rang se rang dia triangular_flag,non-sarcastic
yaa andhaare baaeechyaa andhaara asanaaryaa bhaagaata koneetaree baana taakaa. mhanaje hee baaee hindoo devee devataa baabata kaaheecha bolanaara naahee.,non-sarcastic
Proud to be Hindu check_mark_button triangular_flag fire Ishke chalte pure mushlim badnam ho raha h ... face_with_tears_of_joy,sarcastic
Sabse bade dange tum media Wale hi karwate ho dharm k naam par wo bhi... face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Gravity rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing Taiyyari Kro Aap Saas Bahu Serial Ke Liye Perfect ho face_with_tears_of_joy,sarcastic
chutiya ...gyan n ho banta nhi krte rathi ji..,non-sarcastic
main socha rahaa hu kaasha hamaare mohalle me hotaa,non-sarcastic
Ya to latest news ha face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Dhruv rathi ek no. Ka lauda insan h bhyii uski story Mt suna kro face_with_tears_of_joy face_with_tears_of_joy,sarcastic
jo re bahen choda enraged_face tu sala yehi ghinaunaa kaama kara sakto ho jai sanaatana dharma triangular_flag triangular_flag,non-sarcastic
oop ke hijde gujrati madhyapradesh proud feel triangular_flag triangular_flag triangular_flag,sarcastic
google se fact download kar raha tha samne google ka bap a gaya face_with_tears_of_joy,sarcastic
Aur humm nhi bol rahe galti unki nhi hamari hai.. We should pass on our history.. With this shit..people.. Mindset,non-sarcastic
ye ripoter mila hua sala enraged_face enraged_face enraged_face,non-sarcastic
nil jye fir iski bari ye bhi nai iske bina hi,non-sarcastic
ye baalikaa to uchcha shikshaa praapta kie huee hai relana relaaee kee baata bahuta jyaadaa ho rahee hai face_with_tears_of_joy,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Koi kuch nahi bolega Flash Mom hai crying_face high_voltage,non-sarcastic
thoda Germany main bait ke iske bare main video bnaoo . Thoda educate hona chahati hu main face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
logon ko marne ka man kar raha hai,non-sarcastic
bjp walo ko vote dena ka bad kahna hatayga isko,non-sarcastic
Dar ke aage Jeet hai rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing check_mark_button check_mark_button check_mark_button check_mark_button check_mark_button check_mark_button check_mark_button check_mark_button check_mark_button check_mark_button check_mark_button check_mark_button check_mark_button deww,non-sarcastic
Fuddu rider sale galte to tare ha sale aa face_with_raised_eyebrow,non-sarcastic
tuma jaba poochaa javaaba nahee diyaa to tuma next poocho usee pe yuddha mata kara lo tuma ok,non-sarcastic
Bilkul hi jahil reporter h ye face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy kiy kuch bhi bol rha h,non-sarcastic
Population Act is must........aise log baato se sudhrne waale nhi hai.,non-sarcastic
The master plan to convert India into Muslim community only face_without_mouth,non-sarcastic
jo bhi mere hindu bhai isko dekh ke muslman ko glt soch rhe to bta du ye 500 500 deke bulate hai scrip dete h or bhdkate h,sarcastic
creater mhanoona kaahee creates karasheela. parasthiteecha gaanbheerya aahe kaa naaya. poleesa pana kaahee tara creative karateela aata madhee raising_hands,sarcastic
Jai shree Ram Jai shree Ram Jai shree Ram Jai shree Ram Jai shree,non-sarcastic
bhai pehla history padla gandhi ji ko hindu he mara tha,sarcastic
hilaa andhaaraata raamaane kele aahe naalaayakha aandhalan aahe,sarcastic
chhodo bhai sabhi desh ko dharmpatra,non-sarcastic
star plus ke liye kam krogii(udte hue shadi krni hai) skull,sarcastic
Such Bullshit. What were the sources with which he was talking. How can y'all be so stupid fgs. The only sitting CM that has gone to jail was Kejriwal and that list ends there.,non-sarcastic
pehle fursat nai nikal chala mat jana dongri kaccha kha jayenge,sarcastic
paise denge khata khat khata khat cross_mark vote do or paisa bhul jao fata fat fata fat check_mark_button,sarcastic
aare bhaiya yah sari mahilayen free ka khane wali hai,non-sarcastic
"dew ki ma bahan hoti rahegi, pr galti se ek sariya ya per age piche ho gya to, cameraman aur stuntman ki ma bahan ek ho jayengi",sarcastic
Jail nehi iske pass bhejo .... tab isko achha legega... face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
too konaa konaa sobata jhopalee hotee,non-sarcastic
pagal hogai ho congress party jetega tabhi bole the abhi tumara paisa ghar me hai,sarcastic
Jai shree Ram red_heart red_heart smiling_face_with_hearts,non-sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
Abe andhbhakto Tera.ameet saah tadiprr saala face_with_tears_of_joy face_with_tears_of_joy,sarcastic
nandir hi tha aur mandir hi rhega babri vabri kuch nai thi smja kya jay shree ram triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic
Heart touching cross_mark kidney touching rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
eenko jo mila h bo kabhi kharch hi nahi hoga,non-sarcastic
Sambit bhai is GOD clapping_hands fire raising_hands,sarcastic
jaya shree raama triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic
Eat five star do nothing + Dar ka aaga jeet ha grinning_face_with_sweat,non-sarcastic
