Transliterated_Comment,sarcasm_label
Abe bsdiwale rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
Lunch time hua hai 12 baje ke baad ana face_with_tears_of_joy,non-sarcastic
The temple is around 1500 years old and the muslim religion is....1300 years old slightly_smiling_face slightly_smiling_face slightly_smiling_face,sarcastic
reverse ho jaye client ye sab inke sath karna chahiye tab dekhte hai guys kitna niklta hai face_with_tears_of_joy like ke liye sab hai,sarcastic
India India India India India India India red_heart red_heart red_heart red_heart red_heart crying_face crying_face crying_face crying_face,non-sarcastic
tum gareebo ki ma ki chu* enraged_face,sarcastic
Jali na dalal ki face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
"now u r mixing two different things, it's not about yala eka diwasat pakdla ki tyala , apali mate julavi asahi kahi law nahi. ee am good. you can think about what you think.",non-sarcastic
Itna slow to Mera internet connection bhi nahi hai,sarcastic
ram name lo bhai ram name lo triangular_flag,non-sarcastic
Kon hoto to aai ghla aai vr pae tevla ahe enraged_face pleading_face,non-sarcastic
Dar ki man ki chut rolling_on_the_floor_laughing,non-sarcastic
hi graj nastani zaleli avlad ahe,non-sarcastic
evadhyaa divasaa che kutha gelaa hotaa tumhee .kitee divasa. cha haa vidivha paahalaa,non-sarcastic
fire fire fire fire fire fire,non-sarcastic
Teri Bhi Jali Naa fire face_with_tears_of_joy,sarcastic
I Love you Rahul Gandhi red_heart red_heart smiling_face_with_heart-eyes,non-sarcastic
Gravity ke summer vacation over nhi hua h abhi face_with_tears_of_joy,sarcastic
Hijde hai up wale anpadh gawar bhaiye face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Gravity. alfa ke sath Gand mrva rahi hai slightly_smiling_face loudly_crying_face,non-sarcastic
ooncle ki glti hai jo isee mara nhi.,sarcastic
bahi band karo yeh sab bat ko dongri mein sabhi dharam ke log rehte hain pehle bhi aj bhi kall bhi lkiyun humare ekta ko tumhare yeh bato kharab karna chahte ho,non-sarcastic
or apni ammaa chudao randi log,non-sarcastic
ichyaa aaeechaa daanaa jhavaayalaa aalo enraged_face enraged_face,non-sarcastic
he saved your life.. agar beta mai pas hota ..to teri ma chod ke sardarji ko gift kar deta,sarcastic
Proud to be Muslim kehne waale kidhar gye face_with_tears_of_joy,sarcastic
