Transliterated_Comment,sarcasm_label
nodi je triangular_flag triangular_flag triangular_flag bjp,non-sarcastic
tu ja ai cha dana ...,sarcastic
Maine pura comment dekh liya lekin kisi muslim ka comment nhi mila rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
Ek papu ne UP walo ko bhi papu bnaa diyaaa face_with_tears_of_joy face_with_tears_of_joy,sarcastic
vote ki jaga agr ishe koi tod de to jyada achha h,sarcastic
Chunav se phle Grav hota tha UP PR Aaj Afsos hota h Ayodhya UP m kyo h crying_face crying_face crying_face,non-sarcastic
Bhai govt Baan ne dengey na rolling_on_the_floor_laughing Opposition hoke Kesse dengey face_with_tears_of_joy,sarcastic
nuj to uski id pe kuch nhi dikha kb legaya tha,non-sarcastic
Cameraman never dies fire fire fire,non-sarcastic
Pata chal gya muslimo ka asliyat enraged_face cross_mark jay shree ram ji check_mark_button triangular_flag,sarcastic
Abhi system bne do bhai check_mark_button,non-sarcastic
baajaaroo hai aura kara bhee kyaa sakatee hai aukaata kandoma vaalee hee to hai isakee eenc,non-sarcastic
Bs itna confidence chahea life me,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
haa haa haa haa haa haa haa haa haa haa haa,non-sarcastic
"ᴛᴇʀᴇ ko ᴋᴜᴄʜ ʙᴏʟᴀ ᴛʜᴀ ᴋʏᴀ ᴍᴀᴅᴀʀᴄʜᴏᴅ? ɢᴀᴀʟɪ ᴋʜᴀᴀɴᴇ ᴋᴀ ᴋᴀᴀᴍ ᴋʏᴜ ᴋʀᴛᴀ ʜᴀ? ʙʜᴀᴀʟᴀᴀ ᴛᴏ ᴍᴇᴇ ᴛᴇᴇʀʀɪ ɢᴀᴀɴᴅᴅ ᴍᴇᴇ ɢʜᴜsᴀᴅ ᴅᴜɴɢᴀ ᴛᴜ 72 ʜᴜʀᴏ ᴍᴇ sᴇ ᴇᴋ ʜᴀ, ʙᴜʀᴋʜᴀ ᴘʜᴇɴ ᴋ ʙʜᴏɴᴋ ᴀᴘɴɪ ᴀsʟɪ ᴘᴇʜᴄʜᴀɴ ᴍᴇɪ ᴏᴋᴀᴛ ᴍᴇ ʀᴇʜ ᴠᴀʀɴᴀ ғᴀᴅᴅᴇɢᴇ ᴛᴇʀᴀ ᴘᴀᴛᴀ ɴʜɪ ᴋᴀʜᴀɴ ᴋᴀʜᴀɴ sᴇ ᴀ ᴊᴀᴀᴛᴇ ʜᴀɪɴ ᴀɴᴅʙʜᴀᴋᴛ ɢᴏʙᴀʀ ʙʜᴀᴋᴛ ᴍᴜᴛ ʙʜᴀᴋᴛ ʟᴀɴᴅ ʙʜᴀᴋᴛ ᴍᴀᴅʀᴀᴄʜᴏᴅ ғᴀᴛᴇ ʜᴜᴇ ᴄᴏɴᴅᴏᴍ ᴋᴇ ᴛᴜ andhabhakta andhere raata ke nateeje teree gaanda phaa.da dege maadarachoda samajhaa are maadarachoda tu eka baapa se paidaa hee nahee ʜᴜᴀ hai agara hotaa to aisa ʀᴇᴘʟʏ ɴʜɪ ᴅᴇᴛᴀ eka daala para 3 kabootara teenon ne diyaa moota katuye kee ammee kee choota ʙᴏʟᴏ jaya shree raama",sarcastic
eesko kese mirchi lage ha ha ha,sarcastic
eesiliye to tum logo ko dogla kaha gya h tum logo ko enraged_face,sarcastic
aura teree aane vaalee saaree naajaayaza nashlon ke sthaana vishesha men mircha lagatee rahegee aura jhaanta sulagate rahegee... face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Why are people so brainwashed that a flag means so much to them. We was given flags when we was colonised to keep up separated,non-sarcastic
nhi ye ek din pura desh khajae ge,sarcastic
aallah ho aakbar % jai shri ram..,non-sarcastic
Sudhanshu trivedi fire fire fire fire fire,non-sarcastic
Who eats 1000 dhruv rathee in breakfast face_with_tears_of_joy face_with_tears_of_joy,sarcastic
who are you aji kay problem hai es ran? ko,non-sarcastic
Bhai I wonder yeh kehne ke bad khud sunte h ki nhi kehe kya rhe hein melting_face do they think it's a thing to flex about,sarcastic
5 star do nothing check_mark_button Mountain Dew dar ki mkc check_mark_button moai,sarcastic
Aisa bhi kya bataya nahi jaraha chacha sey clapping_hands face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
ye thoda bhn k l*** h ky,sarcastic
Ikbr in dono ki amne samne debate ho jaye face_with_tears_of_joy,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Ye Le tere muu pe mera chappal thong_sandal,non-sarcastic
Congress chutiya banaa raha hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Up vale paiso me bik gai hijde face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Jay shree Ram ji orange_heart triangular_flag,non-sarcastic
Dairyam cheyyadam + em cheyyakunda undatam face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
aare niya madarchod randi ke jalmal,non-sarcastic
ram kon ahi he maht ahi ka pahle mahti kar natar bol,non-sarcastic
nirchi kyu lag rhi h tujhe,sarcastic
aaare hi tai nahi rad ahe,non-sarcastic
kya dogle hai mule rabish kumar hota or elvish win karta to ye nhi likte,non-sarcastic
Lalo laula lalo face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
nilega milega ruko jara khatakhat khatakhat ane main thoda samay lagta hai grinning_squinting_face grinning_squinting_face grinning_squinting_face,sarcastic
Modi h to mumkin h triangular_flag fire check_mark_button,sarcastic
e eact hatao sar . raising_hands raising_hands raising_hands,non-sarcastic
nountain due dar nan ki chut,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
Chal gye n bhitre sab aur do Congress ko vote face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic
Allah ka baap h ram face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Yha gravity kaha gye loudly_crying_face check_mark_button,non-sarcastic
heat touching cross_mark kidney touching check_mark_button,sarcastic
yaha bhi pelenge waha bhi pelenge...,sarcastic
Remove Waqf and transform everything into govt properties including masjid,sarcastic
Let him know the level he deserves check_mark_button skull #Half knowledge,non-sarcastic
973 missed call from Newton unamused_face,sarcastic
400 par seat ayi tou khtam hoga waqf board,sarcastic
mangalwari amchyakade zaluwali yet nahi suti asate,non-sarcastic
