Transliterated_Comment,sarcasm_label
Kidhar gaya wo dhruv Tatty a educated vakt face_with_tears_of_joy face_with_tears_of_joy,sarcastic
nountaindue dar ki ma ki chu* dizzy,non-sarcastic
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic
Koi iss bkl ko education do!!,sarcastic
Shudhanshu Trivedi always rocked skull raising_hands_light_skin_tone,non-sarcastic
aabhi shanti rakhenge. 2025 m inki nsl khtm kardenge. hiren hindusthani,non-sarcastic
chiiiii enraged_face enraged_face enraged_face enraged_face sala,non-sarcastic
tabhi me sochu burkha kyu pehnate ho saman n dikh jae,sarcastic
Respect for women for trying India check_mark_button red_heart,non-sarcastic
rolling_on_the_floor_laughing face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing face_with_tears_of_joy,non-sarcastic
ye bahut galat hai jo kishi ke dharm ka apman kiya is per karwai honi chahiye,non-sarcastic
madarsachap hi rahega mere pass proof hai ki kbhi kisi govt n 15 lakh dene ka nhi bola proof chahiye to dm kr dena,sarcastic
aaise log paise ke chakkar nein desh ko bech denge,non-sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy triangular_flag,non-sarcastic
Bike crash cross_mark truck crash check_mark_button rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
tujya manyane kiva n manyane kahi farak padat nahi tu satik ahe kalanak ahe hindu jatilla,sarcastic
Salo or boro vai vai crying_face,non-sarcastic
papu ne penguins ka pappu bna diya.,non-sarcastic
Ha bhai Hume hindu ka hi property chahye bs check_mark_button check_mark_button,sarcastic
ee support bjp for safe future,non-sarcastic
15 lakh wali bat kabhi suni h iske muh se face_with_tears_of_joy,sarcastic
Film ka budget Kam tha isiliye heroine bhi ak or villain bhi ak slightly_smiling_face,sarcastic
Heart touching video cross_mark_button gravity ki ma MKC check_mark_button,non-sarcastic
4 shaadi aur 20 bacche Wale mulle face_with_tears_of_joy,sarcastic
red_heart respect for Ma'am India Mera bharat mahan,non-sarcastic
skull skull skull skull cross_mark cross_mark cross_mark rolling_on_the_floor_laughing rolling_on_the_floor_laughing check_mark_button check_mark_button face_with_tears_of_joy face_with_tears_of_joy cross_mark_button cross_mark_button cross_mark rolling_on_the_floor_laughing moai moai skull skull skull cross_mark,non-sarcastic
mountain dew dar di ma da chunda,sarcastic
Chal re Jadu face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
नही कह सकते क्योंकि वो हिजड़े है । face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
esko gali dene wale like kre,sarcastic
yaa naalaayaka baaee che videos kaa baghatoya sarvajana,sarcastic
punyaache poleesa aataa yaalaa yaachee avakaata daakhavanaara... face_with_tears_of_joy,non-sarcastic
eka eka karake sabhee phlevara ke saatha saba isake maje lenaa fire,non-sarcastic
nountain dew darr ki maki .......,sarcastic
Never overtake when you see striped lines,non-sarcastic
dhruva raathee tuma aise hee sangharsha karate raho check_mark_button hama trivedee sara ke saatha hai thumbs_up_light_skin_tone hundred_points,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Aaj Tak to sach mein BJP ke sath hai ohh frowning_face_with_open_mouth,non-sarcastic
Heroooooo : the old man face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
5 star + mountain dew = dar jaisi koi chij nhi,non-sarcastic
Aur daao pappu ko mat face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
bat ko kahan se kahan jod dya,non-sarcastic
lekin kush chutiya dhruv k bete bnenge aur comment ma hagenge,sarcastic
red_heart red_heart clapping_hands clapping_hands red_heart red_heart,non-sarcastic
ilaa eecha baapa maahita naaheen tara heen kaaya bhagavaana raama baddala gyaana vaatela kutree,sarcastic
Gravity gai maa ch***** face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Rahul Gandhi cross_mark pappu check_mark_button check_mark_button,sarcastic
khanlistaniya de ma de ghuse ch lan hindustaniya da middle_finger middle_finger,sarcastic
Bolo Jay shree Ram red_heart triangular_flag Jay Jagannath folded_hands,non-sarcastic
oos tutiye ko kya malum virodhi party ke log ram bhagt nhi ho skte kbhi,sarcastic
thoda sabar karo election khatam hone doo waqf board bhi 370 ki tarah khatam ho jayega. triangular_flag,sarcastic
sach main dogle hindu hai triangular_flag triangular_flag triangular_flag,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy waah mullo BC ho,sarcastic
Mountain darr ki *aa ki c****th face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Har har MODI fire fire fire fire Ghar ghar MODI fire fire fire fire,sarcastic
"€lvish ke time pe kyu nahi bola hariyana se bhi bade bade mujrim he sare badmash udhar hee rehtey he chor, murderer",non-sarcastic
open nahi karni h bat face_with_tears_of_joy bot jaldi inke sarw bacho ki gardan talwar pe hogi,sarcastic
enraged_face enraged_face enraged_face enraged_face oncoming_fist oncoming_fist oncoming_fist oncoming_fist oncoming_fist oncoming_fist oncoming_fist oncoming_fist oncoming_fist oncoming_fist,non-sarcastic
but ata chya generation madhe ashya nikkar kon ghalta,non-sarcastic
Gravity ki maa Ki Chut. Heart touching video cross_mark Gand touching video check_mark_button,sarcastic
een logo ko kya kya hai ?,non-sarcastic
Thanks for information information red_heart raising_hands,non-sarcastic
