Transliterated_Comment,sarcasm_label
Bhai ne to darr ki hi G faad di fire rolling_on_the_floor_laughing,non-sarcastic
nuslim to ise bad me marega pahele hindu log esi tod do,sarcastic
agara musalamaana tuma itane hee achche ho to isako gaalee kyon naheen de rahe ho tumhaaree himmata naheen ho rahee kucha bolane ke lie kamenta baॉksa se ekadama gaayaba ho chupa gae ho,sarcastic
Mountain dew ...Darr ki maa ki chuu cross_mark face_with_tears_of_joy face_with_tears_of_joy rolling_on_the_floor_laughing,non-sarcastic
Gravity ki to maa chud gayi h face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Bhaiyo gravity gayi ma ch*dane rolling_on_the_floor_laughing,non-sarcastic
kan par ek padhna chahiye tha iske,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
suggestion toh diya bhi nhi maine rolling_on_the_floor_laughing,sarcastic
Jalegi jalegi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy no offense face_with_tears_of_joy,sarcastic
hee randee aani to chakanaa bhadavaa..majaleta saale...hyaachyaa gaandita paaya ghaatalaa paahaje,sarcastic
India is not even for intermediate to expert face_with_tears_of_joy,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Sab muslim mahila hai free ka khane ke liye ye log ko haram ki khane ki aadat hai rolling_on_the_floor_laughing face_with_tears_of_joy face_with_tears_of_joy,sarcastic
bolne de bechre ko kafi dukh hua h face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
kash main biological na hota to tum logo ko is dukh dard peeda se mukt kar deta,sarcastic
jaaoode bhaavaa tyaalaa nibandha lihaayachaa saangitalaa too kavitaa lihoona de tyaannaa.. face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Nonsense learn to respect others kya sikya gurunansk ne tomlogko,non-sarcastic
tere nai ke chodo gandu madarchod enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic
Is bar bjp ki sakar aayagai to yeh act hataga button --- thumbs_up_light_skin_tone thumbs_up_light_skin_tone thumbs_up_light_skin_tone,sarcastic
1 lakh ke chakkar men vot face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
jai shree ram triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic
aaise rheta to mandir bana ma ita time nhi lagta sanjay raut ke liye huna wha bi ek mandir banayenge jay shree ram red_heart,sarcastic
5 star eat do nothing check_mark_button,non-sarcastic
Chadi gang sapadli face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
बाबा जी का थुलु मिलेगा face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Kis kis ne video Dekh Kar mutthi maari Hai like karo face_with_tears_of_joy,sarcastic
ध्रु राठी बच्चा है रे तु बच्चा है face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
German Shepherd pe moot diya moai,non-sarcastic
nulle dikh nhi rhe hai..... jay shree ram triangular_flag triangular_flag triangular_flag triangular_flag,sarcastic
berozgari aur mehngai gai ma xudane modi ko vote do andhbkto kyunki modi tumhara bap hai face_with_tears_of_joy,sarcastic
Sala hamesha galat admi se sawal karta hai tatti face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
baki jis gandu bharu khoti k bachy ko mujh se bat kerni ho ya bakwas kerni ya gand merwani ho plz mujhy inbox msg kr dena taky me mazeed kch harami logo ki le sakoo mujhy bra acha lagta hai,sarcastic
ye dhruv rathi rakhi sawant hai,non-sarcastic
koee cheeja kaa tho.daa vakta lagataa hai,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Really so heart touching rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic
dhruv ka pent gilla kar dega,non-sarcastic
Mai bhi lullah ka face reveal karunga.. face_with_tears_of_joy face_with_tears_of_joy,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Up hindu andhbhakt cross_mark up hindu deshbhakt check_mark_button,non-sarcastic
I am a Muslim and Alhamdulillah I am proud of being a Muslim Videos should not be cut and uploaded Because We also know how to cut and upload videos.,non-sarcastic
enraged_face enraged_face enraged_face angry_face angry_face angry_face angry_face,non-sarcastic
bc jo gali ayi hai lagta hai wo....yahi se ayi hogi face_with_tears_of_joy,sarcastic
What Is The Role Of Gravity Than crying_face,non-sarcastic
You have proved that you are a staunch muslim check_mark_button face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Educated na beaming_face_with_smiling_eyes aukat mdrchd speaking_head,sarcastic
Sawal ky hai aur answer kya..ghuma ghumake face_with_tears_of_joy face_with_tears_of_joy,sarcastic
बात तो सही है face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
kuch na krke dekho +dar ki ma ki****,non-sarcastic
Proud be hindu fire raising_hands red_heart,non-sarcastic
beta tujhe tonjail nahi fasi dena chiye,sarcastic
Gravity ki maa behn ki di grinning_face_with_sweat face_with_tears_of_joy,non-sarcastic
Bjp has most educated and smart minister red_heart,sarcastic
badharchod tum apne bahan ke sath karte ho kya re. nadharchod kya bol raha hai thoda dekh kar bola karo,sarcastic
dusman sirf border ke us par nhi hota cross_mark atankwadi sirf border ke us par nhi hota check_mark moai,non-sarcastic
"achaa jee, ye mahilaa ho kara maa.n bahana kee gaalee de rahee hai to ya mahilaa sashakti karana hai| isakee gaalee dene para saamane vaalaa ise lappa.da ja.da de to inakaa rr chaaloo ho jaaegaa ki naaree kaa sammaana naheen karate hain loga mahilaa surakshita naheen hai| itanaa dogalaapana ye bkl laate kahaa.n se hain|",sarcastic
yeh tho eendia ko hi khajayega ek din,non-sarcastic
raising_hands raising_hands fire fire raising_hands raising_hands,non-sarcastic
"Bc,यामुळेच तुमच्या religion चा hate करतो मी... face_with_tears_of_joy cross_mark",non-sarcastic
"hm bahot bhagyashali hain jo hm kattar hindu hain,,, jaie jai shree ram, jai mahakal fire fire triangular_flag triangular_flag",sarcastic
jis trha desh ki janta ne munnawar ko vote kr ke jitaya hai na usi trha ek din tumhari godi sarkar ko bhi isi voting ke dam par haraegi,non-sarcastic
een ladies k rights k lie rules bnaye nodi or sth de ye rahul ka fir kahengi sarkar humare lie kuch krti nhi,sarcastic
dimagh ka ilaj kervao in logo ka her jghe inhe hindu muslim kerna h kha ek game ki jeet ko leker atankvad per chala gya pagl admi enraged_face enraged_face in logo n hi desh ki ekta or shanti ko khrab ker rkha h …,non-sarcastic
ticya ai la zhaval mi condom laun,non-sarcastic
drdo ko inko khatam krne k liye alag se weapon bnane chahiye desh ki security ki tension khatam ho jayegi,sarcastic
yadav kul ki nak katwane walo apni lulli bhi katni padegi ab tumhe check_mark_button check_mark_button,sarcastic
lekin bike wala to hindi hai,non-sarcastic
German shepherd barking while sitting in another country,sarcastic
tikata lene lie ....najaane kita no ko kandoma pahanaayaa hogaa isane ... fire raising_hands,non-sarcastic
mulaannaa naava thevanaare baghaa mulee kaaya dive laavataata clapping_hands fire raising_hands,non-sarcastic
"chalo aapa jahaan kaangresa jeeta chukee hai vahaan ki logon ko achchee jaॉba aura mahilaaon ko hara maheene 8500 bainka khaate men aanaa hee chaahie kyonki una logon ne kaangresa para vishvaasa kiyaa hai aura kaangresa ko vota diyaa hai aba dekhate hain kaangresa apanaa vaadaa pooraa karatee hai yaa naheen aura jahaan para samaajavaadee paartee hai vaha bhee apanaa vaadaa pooraa karatee hai yaa naheen jo gareebon kee baaten karate hain yaa sirpha chunaava jeetane ke lie meraa bhaarata mahaana satyameva jayate,, eendia flexed_biceps",sarcastic
किस मुंह से काशी मथुरा मांगोगे अब crying_face crying_face crying_face,sarcastic
lulli hoti nai khadi batein karta badi badi,sarcastic
bhai esake gand me bambu dal du mam kar raha hai,sarcastic
aare abhi pm bana nahi hai,non-sarcastic
Laudaa leloo sab face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Hiijde..... BBC......mc........bc..........kinnar...........or baki ki app ..........log smjhdar h face_with_tears_of_joy ...,sarcastic
Jai Shree Ram folded_hands_light_skin_tone folded_hands_light_skin_tone red_heart red_heart triangular_flag triangular_flag,non-sarcastic
e sab me sirf muslim kio hi,sarcastic
