Transliterated_Comment,sarcasm_label
y media wale apni alg hi gadint lagate rahte hai,non-sarcastic
Amol macho pahen ke nacho OK_hand briefs,sarcastic
500 kilometer prati ghanta Raftaar rolling_on_the_floor_laughing,non-sarcastic
jarman sefed ghar me palte he ham log dhrub kukur,non-sarcastic
Sushma andhare cross_mark yedya bhokachi check_mark_button,non-sarcastic
"chalo kam se kam wo kahi door hai, ye soch lege ki nhi mila, 15 lakh dene wale yaha ho k bhi nhi diye....",sarcastic
Modi ke 15 lakh andhbhakto ko mile ke nahi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
खूब गली दो अपने ही समाज के लोगों को face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Yahi to majhab ki khubsurat hi hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
naine vi suna mandir waha nahi bani ye such,non-sarcastic
eesly to isko chutiya koum khte h,non-sarcastic
Aur apni aulad ko ye bhi bolna ki jhaant bhi nhi tod paaye tumlog face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
hata teree maakee choota enraged_face betee soad triangular_flag,non-sarcastic
Uncle ji cross_mark ultra legend check_mark_button skull moai,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy bhai is se pahle 2 mahine Shibu Soren jail gaya...bhai kuch bhi,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy zany_face zany_face zany_face zany_face zany_face winking_face_with_tongue winking_face_with_tongue winking_face_with_tongue winking_face_with_tongue bone bone bone,non-sarcastic
jai shree raan triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag trident_emblem,non-sarcastic
sabase ba.de aatankavaadi aapa ho haara hazama nahee ho rahee ha bhakto se,non-sarcastic
bhai ko bach b nahi hue the jawani m ...eevf treaatnent,non-sarcastic
beta nahin sudharoge duniya sudhar jayegi,sarcastic
"madhyapradesha se seekha lo yahaan gaarantee milatee aura jo milataa hai gaarantee se milataa hai ye hotee hai modee kee gaarantee ,isa lie madhya pradesha se kaangresa kaa saphaayaa ho gayaa",non-sarcastic
Or करो लाडभक्ति ..... face_with_tears_of_joy check_mark_button,sarcastic
garv karta hu ki me m.p. se hu triangular_flag triangular_flag,non-sarcastic
aare ya bai la koni randi houn zopli tari 50 ruppes denar nahi fukat pan hichi gand koni marnar nahi face_with_tears_of_joy,non-sarcastic
ye danga failane wali bat h ye nafrat bant rha h,non-sarcastic
Ande Moo Ko Aa Gye skull_and_crossbones,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy public isi layak hain,sarcastic
"godi media thoda modi ji se v puchuye 15 lakh kaha he , chatukhor media",sarcastic
tere bap ke dahej mein aya tha kya yah desh,sarcastic
300 shabd essay lihun thev bhawa.... skull,sarcastic
Lekin hume pata he ye teri dekh ke jalna chahye face_with_tears_of_joy,sarcastic
Kuch na kro dar ki ma ki ch..t face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Jay Shri Ram smiling_face_with_hearts smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes folded_hands triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic
Epic bro skull skull face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Aur do congres ko vote face_with_tears_of_joy,sarcastic
rrrr h bttamij apne bhai ki bhi m c krti hogi,non-sarcastic
sale kbhi ke berojgar pe bat ni krti ho,sarcastic
Mountain dudhar ki maa ki choot face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Comment karne se kuch nahi hoga bhai log jago crying_face kya ho rha hai hinduo ke saath bangal me ye socho jra please vote for bjp,non-sarcastic
These policemen should be ashamed of themselves.,non-sarcastic
jab ham hindu o ko allase dikkat nahi thi to tum musalmano ko hamare shree ram ji se kya dikkat hai . kya tum sab sabhi dharm ka samman nahi kar sakte,non-sarcastic
ese to patthar hi to hai mut bhi lo uske upar kya hi ho jayega,sarcastic
