Transliterated_Comment,sarcasm_label
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing khatakhat bolna nhi bhul raha h koi,non-sarcastic
kauna hai ye sanjaya raauta?? jela jaa kara mana nahee bharaa sanjaya raauta kaa|| aba hama nahee sunege hamaare prabhu raama ke baare men|,non-sarcastic
lal story valya o are adh bhakt kiti re yede ahet tumi khar ram nhvata re jara brahman vichar tumcha dokyatun kadun taka ani mang dharm jopasa,non-sarcastic
Chdgyi chudgyi theek h was prrsonal,non-sarcastic
Sikhs cross_mark . Desh drohi check_mark,non-sarcastic
Chorrr cross_mark Aaj tak Jhutte cross_mark,sarcastic
Lo Up vaalo aur dedo vote congress face_with_tears_of_joy face_with_tears_of_joy,sarcastic
"beti? bap bap hota hain, eisa nhi karte",sarcastic
Thats the reason i hate moto vloger and chapri riders,non-sarcastic
eenko modi hi tight kar rakta he enraged_face,sarcastic
pata nhi dar mujhe kyun lag rha hai skull,non-sarcastic
sahi hai bhai me to hindu hu triangular_flag,non-sarcastic
that means you are saying it’s ok to have so many kids….bhai waise hi gareeb dikhra h ye….upar se itne bacche kar liye …laga dega unko cycle ki dukan pe,non-sarcastic
aare chicha eetne puncture ki dukan kaha khulwaoge,non-sarcastic
koi babri masjid to mitti me mil gai,non-sarcastic
bolte raho koi fark nahi padta,non-sarcastic
Respect for her try face_blowing_a_kiss face_blowing_a_kiss,non-sarcastic
sale tere munh se sirf nafrat ka bat nikalta hai tujhse bekar news anchor maine kabhi nhi dekha,sarcastic
Lgta hai in logo pakistan khder dena chahiye enraged_face enraged_face,non-sarcastic
kya din a gae h ab tihadi bhi desh bhakti ka gyan denge face_with_tears_of_joy,sarcastic
Dhruv tattee deluding his followers indeed,non-sarcastic
Chocolate nahi cross_mark khabees ka check_mark_button,non-sarcastic
bre khtrnak log hai yar skull,non-sarcastic
Bro is no maniac bro folded sad. frowning_face frowning_face,non-sarcastic
Chacha ne thokna tha use galti kar di bacha k,non-sarcastic
Yisme gravity kha gayi loudly_crying_face loudly_crying_face,non-sarcastic
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
No word this bull shit guy,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Badi duwidha thi..... Phir humne Socha... Choro yaar Dalali krte hain thumbs_up,sarcastic
ooska privet pirt may ek tatoo karo vhai,non-sarcastic
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic
Mataye behno se gujarish hai bina paise liye wapas nahi hatna folded_hands folded_hands folded_hands,non-sarcastic
Itne Khatarnak log Hain yah to Nuclear missile ko bhi rok Denge rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
kuch na karke dar ki machodo skull,non-sarcastic
March---od chup raha khud to Germany ma ha,sarcastic
crying_face Respect for her India red_heart,non-sarcastic
dhruv ka najayaj bap h modi tbhi eenna kalpta rolling_on_the_floor_laughing,non-sarcastic
educationed nhi hote lekin uske bad education ki jaroorat hi nhi padegi tujhe,sarcastic
eendia me sb ko muft me chaye kisi ko mahenant nai krni enraged_face,sarcastic
"Owasi before court decision - we only believe in law, after court decision - ye faisla galat h meri masjid he sahi h skull skull_and_crossbones",sarcastic
bhagwan he saza dega… ap log ko bharosa hai bhagwan par… phir yahi or chor do,sarcastic
Brand ambassador of mountain sunrise_over_mountains snow-capped_mountain dew,non-sarcastic
system oonka hai aangrejo wala paisa bolta hai,non-sarcastic
they call BJP and Rss and Hindutava Party meanwhile congress being a religiously driven party for so many years and everyone turning a blind eye to it. The discrimination is CLEAR & EVIDENT.,non-sarcastic
4 june k bad nhi rehega,non-sarcastic
"bhai inki ma chod do mullo ko jaha b mile hindu muslim kabhi bhai nai tha ye dalle hai behan k lund .inme mahoomad ne logo ki biwion ,naukar ki ladki se jabardasti shadi ki behan chod hai ye inko jaha b hai inki roji roti maro ma chod do inki",non-sarcastic
Dawood ko pakd lete na kyu nhi pakde face_with_tears_of_joy,sarcastic
1500 sal pehle muslim ka koi nisan v tha kya?,non-sarcastic
Isi Wajah se Congress ka Desh Safaya hoga ab.. Fata-fat.. Fata-fat.. Fata fat rolling_on_the_floor_laughing face_with_tears_of_joy rolling_on_the_floor_laughing,sarcastic
ye chhapri direct truck k neeche nahi a sakte kya?,sarcastic
aare lund ke chhed tune q dala video pr,sarcastic
skull skull skull skull skull skull nountain dew darr ki na ki choot,non-sarcastic
aare aunty ji apka baccha to plastic ka nikala doctor ko batao face_with_tears_of_joy,sarcastic
5 star Darr ki maa ki chut face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Abe yrrr Pakistan bhejo enko pappu ke sath face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Laga deya na chuna face_with_tears_of_joy bena khaine k,non-sarcastic
laura kiya bhok raha hai foreign may rahkar eendia may akar openly bol,non-sarcastic
es vakab board ko jaldi se khatam kro,non-sarcastic
heecha konee dokyaata ghioo nakaa heejhavaadeecha aahe face_with_tears_of_joy,non-sarcastic
Situation handle kr rahi hai bhai jyada na socho face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Dhruv ko pdao koi rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
hila kapli pahije pahila tuzi layki pan nahi ram nam ghyaychi face_with_raised_eyebrow face_with_raised_eyebrow hi nakkich magchya janmat ravnachi bahin shurpnakha asele hiche sudhha nak kaple pahije mhanje enraged_face enraged_face,sarcastic
betaa pa.dhane ke umra me reela nahee banaate agara kisee ne sahee se choda diyaa na to reela to choro do dina taka mootane me v dikkata ho jaayegaa bolo modee jee kee jaya jaya shree raama,sarcastic
"modee jee aapa aage ba.do hama saba aapake saatha hain jaya shree raama, jaya hinda, jaya emapee| red_heart red_heart red_heart",non-sarcastic
nuslim cross_mark_button bhikharishtan ka bhikhari check_mark_button moai,non-sarcastic
Sab kuch sambhav hai rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
Eat 5 star do nothing face_with_tears_of_joy,non-sarcastic
hara hara mahaadevavinaasha kaale vipareeta buddhi,non-sarcastic
Even Lalu Yadav went to jail as a sitting chief minister back in 1995,non-sarcastic
eendia eendia eendia saluting_face saluting_face saluting_face saluting_face,non-sarcastic
moai skull fire check_mark_button rolling_on_the_floor_laughing cross_mark cross_mark_button face_with_tears_of_joy,non-sarcastic
