Transliterated_Comment,sarcasm_label
Le german shepherd ki script pe moot diya face_with_tears_of_joy,sarcastic
hmare punjab m asa krke dakh fr tare ko bta datte ha eska iljam kya hoga jada akad rhi ha,non-sarcastic
zavta goda angvar getlay tu bhava,non-sarcastic
nar ja tu ghatiya insan skull bhoot ban ja nanhus kathee ehi,non-sarcastic
lag raha hai ke aukat se uper ke car lalee didi ji ne .. face_with_tears_of_joy,sarcastic
"Please stop this nonsense. This is the time to rejoice.I feel sorry for for your irresponsible reference. Please stop, we do not recognize your dirty thinking.",non-sarcastic
Gravity suck my balls ! slightly_smiling_face,non-sarcastic
kash bachpan me tere pe giri hoti,sarcastic
ghara vaapasee kara lo saare haka mila jaayenge prabhu ke darabaara men triangular_flag triangular_flag triangular_flag,sarcastic
kama ke kha lo sour ka ghund har bar free chahiye bacho ke tarah,sarcastic
bhaaoo too chukeechyaa velelaa aaee ghaatalee skull,non-sarcastic
nunawwar ki jagah nukesh hota to sab theek rehta hajam nahi ho raha ise,sarcastic
sagde tujhya sarkhe randya nastat na,non-sarcastic
Tu padhai pe dhyan de pehle face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
nodi ji sab band kar denge jay shree ram bjp jindabad red_heart triangular_flag,non-sarcastic
too kashaalaa aaee ghaalaayachee madhee skull,non-sarcastic
pata kisi ko kuch nahi.bakchodi kar lo bas,sarcastic
eenko jo mila h bo kabhi kharch hi nahi hoga,non-sarcastic
cross_mark cross_mark cross_mark cross_mark crying_face crying_face enraged_face enraged_face enraged_face,non-sarcastic
pura video dikhao nah .... oosne pura kya kaha tha show mein....ek clip kat kar arajkta toh tum fela rahe ho,non-sarcastic
aagar ap mujhe jail se nikalwa de to mo kuchh khun skull skull_and_crossbones,non-sarcastic
pahle sari knowledge gather krle fir boliyo kuch #germanshepherd,non-sarcastic
Burnol moment for Modi Media face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Kuch bologe to andhabkth ban jaaoge face_without_mouth,sarcastic
tmc na nahi ya bjp itcell ka post hai pura jankari lo,non-sarcastic
I am proud to be Hindu triangular_flag,non-sarcastic
rider ho tum apne ghar pe jetne ke tare bike hai na utne ke to uske gade ke tyre hai nalle ham kisi se kam nahi hai beta fire,sarcastic
jaya ho sanaatana dharma ..... triangular_flag folded_hands,non-sarcastic
fire fire fire fire fire fire jai shree ram,non-sarcastic
Ye congressi dhruv tatti se Gyan leke bolte h ...fir dr sudhanshu ji inke mu pr mut dete h face_with_tears_of_joy face_with_tears_of_joy,sarcastic
kabhi kuch na karke bhi dekho check_mark_button,sarcastic
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic
eendia red_heart jhande kaa apamaana naheen sahaa jaaegaa... wapas eendia mat aane denaa chaahie...,sarcastic
Sirf muslim mahila ko lolipop diya he face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
nari shakti jindabad ap log itna badh jaiye ki hum purusho ka jeena haram ho jaye jai bharat sarkar aur badhawa de dijiye inhe,sarcastic
hilaa bhaarateeya sanskrritee maaheeta naahee ingrajaanchee randee,sarcastic
Lagta hai tum gu kha ke hi manoge face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Abe tu chal .. Abe tu chal be rolling_on_the_floor_laughing rolling_on_the_floor_laughing iske naam me c hai…,sarcastic
baayakaॉta karo isakaa aura sajaa dilaao ise,non-sarcastic
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face cross_mark,non-sarcastic
Gravity crying in coner skull thumbs_up,non-sarcastic
Dhruv Rathee unfollow button ask your friends and boycott dhruv rathee he must also learn what people can do on spreading lies check_mark_button,non-sarcastic
sabko paisa chahiye cross_mark cross_mark cross_mark cross_mark cross_mark cross_mark cross_mark,sarcastic
Iche ase dhande astil mhun hi ashi bolte murk bai,non-sarcastic
Seriously..this guy getting a religious angke on a game show winner??..amazing how these kinda reporters sleep at night knowing they comtribute so immensely to spreading Hate!!,non-sarcastic
aabhi tho babri gyi gai. gyanvapi..ka intezar kro...,sarcastic
gravity gayi ma chuda ne aisi koi cheej hi na hoti,non-sarcastic
garva se kaho tuma loga hija.de ho hindoo hokara hindoo kaa virodha karate ho,non-sarcastic
sanjaya raaoota ko jaadaa bhaava dene kee koee jaroorata naahee hai va paidaashee chuteeyaa hai,sarcastic
kya backchodi hai ye yar ?,non-sarcastic
yaha mara huva sav ko konkret se se dabake bagavan bada hai bagvan bada hai bok raha hai rolling_on_the_floor_laughing abi kya tarika hai rolling_on_the_floor_laughing bondi kan ke olat rolling_on_the_floor_laughing,non-sarcastic
pn mi mhanato daanaa taakoona ghodaa udoona ghyachaa chaa kashaalaa,non-sarcastic
bhasdike ye dhrve rathee ka kam nahi nodee kaa kaan haaeen,sarcastic
Jb rehem hi krna tha to supari q li slightly_smiling_face,sarcastic
achchaa huaa nahee mile bahuta ba.dhiyaa aura karo modee jee ke saatha gadaaree enraged_face enraged_face theeka huaa laalachee loga,sarcastic
triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic
sitaa maataa lanketa phakta 11 mahine 14 divasa raahilyaa..... tyaata hee tyaa raavanaachyaa mahalaapaasoona 1.5 maila laanba asatan... aadhee grantha vaacha j~naana nako paajoo aaeeghaale!,sarcastic
congress aaisi party hai garibon ko blackmail karne kam karti hai,non-sarcastic
chpri ki glti h fir mrte h sale,sarcastic
