Transliterated_Comment,sarcasm_label
हा अपनी मां भी chh..d le enraged_face enraged_face face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Aur fir kahenge modi rojgar kyo nhi deta face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
boliye ji chup kyu hai kya hogya kuch bolte kyu nhi,non-sarcastic
eesko saja honi h bhagwan time laynge,non-sarcastic
tu raada aahe kaa ya .tu kitee na badale aataa loka,non-sarcastic
Dono ko patak ke usi masjid me molvi se cudwa duga kali bakri face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Druv ko pta ha ki gand kut hoyege face_with_tears_of_joy,non-sarcastic
"ese logo ko umrked honi chaiye ,kisi bhi dharm ke bare me kuch na bolo crying_face",non-sarcastic
ye bachho ke hat me bike kisne de di... chutiye 150 cc ki bike leke nikla rossi banne.,sarcastic
The Greatest GIF of all time saluting_face expressionless_face,non-sarcastic
No sir we are educated loudly_crying_face pensive_face,non-sarcastic
"kyu galia nikalwa rahe ho mare hue nehru ko, eendra ko fire",sarcastic
yahan to ulta ho gaye ladkiyan nam puchte hain ladka poochh raha hai,non-sarcastic
Suna hi tha aaj dekh bhi liya face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
saaf saaf Trophy JIHAD boldo face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy KIYA FARK PADTA HAI,sarcastic
cross_mark cross_mark cross_mark cross_mark cross_mark enraged_face enraged_face enraged_face cross_mark cross_mark cross_mark cross_mark cross_mark enraged_face enraged_face enraged_face,non-sarcastic
bhai sbse pnga lena isse na lena face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Teri mkc waqt face_vomiting face_vomiting face_vomiting,non-sarcastic
ye sudheer homework karta hai bhai.. ghar ja ke scripte likhta hai labi labhi,non-sarcastic
le lo paise ab pagal kam buddhi wale log hai ye smirking_face,sarcastic
tu q rap song banaya ooski oopper tu paghal hai kay case serious matter hai ap logon ko majak banakar rakh diya hai,non-sarcastic
German Shepherd won't speak about this,non-sarcastic
kehna kya chahta he tu godi midia,sarcastic
गर्व से कहो हम हिन्दू है ll raising_hands triangular_flag,non-sarcastic
15 lakh diya na or kiya chaiye,sarcastic
laure se tum bolte raho atanwadi,sarcastic
