Transliterated_Comment,sarcasm_label
bhai duniya ka dnaa dna dna he khatam ho jayega. eelliterate people.,sarcastic
siraikio ki bat kr raha hai,non-sarcastic
tum log bilkul kar sakte ho tum bilkul bacche peda karo apni bahan ke sath,sarcastic
politician after election be like:- middle_finger middle_finger middle_finger middle_finger middle_finger,sarcastic
Gravity abhi chutti par h rolling_on_the_floor_laughing,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
jhaahaa ye rahatee vahaa hindune choo.diyaan pahanrahakee hai tabhee ye cheenaala sahee salaamata khooma rahee hai,sarcastic
Chuna lagaya tum logo ko face_with_tears_of_joy,sarcastic
sab hoga yogi ji ko ane do fire fire fire,sarcastic
bc tumachee kaaya ghaalaayachee tee ghaalaa re pana devaanchaa apamaana kashaalaa karataaya ..aani hee baaee tara tondaane haagate....!!,non-sarcastic
Dhruv Rathee cross_mark Aam Aadmi Party ka Pilla check_mark_button skull,sarcastic
teri bahan di fuddi salya gandu,non-sarcastic
na ki chut in khlistan ki,non-sarcastic
Chal backchodi nawab utar kr kariye madam sb Pata chal jayega face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Kutte ki pille kaha hai face_with_monocle thinking_face,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
godi media hai yah har kuchh news fek news jyada dalti hai,non-sarcastic
Bhai ne kya phone neechye kiya hai last me rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
no nagativity onalee jaya shree raama clapping_hands,non-sarcastic
sharma naheen aataa hai re madharchod ekdam besharm ho gya tumlog re,non-sarcastic
I love mp kabhi aaunga red_heart red_heart red_heart,non-sarcastic
hum bhi nodi ji ke sath hai triangular_flag jai shri ram triangular_flag,non-sarcastic
yahi danda chinkey 1 lagadey agar to mamla turant shant,sarcastic
Arey sir Rathee laterine kar diya face_with_tears_of_joy,non-sarcastic
Fame always comes with a cost face_with_tears_of_joy,non-sarcastic
Do nothing +dar ke aage Jeet hai red_heart,non-sarcastic
triangular_flag chatrapatee shivaajee mahaaraaja kee jaya triangular_flag,non-sarcastic
red_heart red_heart red_heart fire folded_hands folded_hands,non-sarcastic
jaa too phukataata dokyaavareela kesa kaadhoona milataata aataa face_with_tears_of_joy,sarcastic
Twins par subsidy milegi second time .,non-sarcastic
nashallah bhut khud but thodi jameen kam hai railway se jyada honi chahiye,non-sarcastic
Ben stokes SITTING CM ki baat hoorahi hai face_with_tears_of_joy,non-sarcastic
tula na condom la zendubam launach gadhav udavto tuzyavr aizavade,non-sarcastic
hila time laun 10-15udile pahije hicyavar,non-sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing mango lakh rupaye face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic
Aunty ate whole physics in 15 sec face_with_tears_of_joy,non-sarcastic
Lagta hin wakf dream pa je raha hain unko lakta hain mandir unka hain rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing JCB jaldi lao bhiii,sarcastic
eediot yai galti tujhse hoti to,sarcastic
hi samor ali ka hicha fodyan nay gandin toch ban ghala,non-sarcastic
gravity ki ma ka bhosda slightly_smiling_face,sarcastic
galti to bike wale ka hai,non-sarcastic
ab tera kya hoga kalia face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
crying_face crying_face crying_face crying_face crying_face crying_face,non-sarcastic
ye lawdi pagal ho gayi hai yedi,sarcastic
तुला काय विचारायचे सारखे सारखे तर झवाडी आहेस अगं विसरली काय माझ्या वाडीवर येऊन रेड्याचा दूध काढायची face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
1 desee kaa pauaa andara dara kee #######,non-sarcastic
Kiya khu ab mai isko face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
kerna phonee bus online bekchodi aur unpde logo ko bwekuf bna skte hoo,non-sarcastic
Me dhuv rathee ki video dekhta hu but only education not politics skull bjp supporter,non-sarcastic
Mountain Dew darki maki sut face_with_tears_of_joy,sarcastic
khud hindu hoke hindu ka apman kr rhi hai gajab ka doglapan hai,sarcastic
Language kaisi hai dimag me busaa bhara hoga face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
ye desha kaa meediyaa hai bikaaoo,non-sarcastic
Agar musalman ki vajah hai population badgai to muslims in Population India main sabse jada hona chahiye face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy kya logic hai jhali ka,non-sarcastic
Newton upar sei gaali dega loudly_crying_face,non-sarcastic
Dekho bhai.. Muslim ladies only.. Ye congress enraged_face enraged_face,sarcastic
Walk board will also be hanged. By Yogi Bhai face_with_tears_of_joy,non-sarcastic
Ye aadmi khud m wikipedia h face_with_tears_of_joy,non-sarcastic
"thoda yaha bhi bhok le hijde , modi pe video dalne se tera channel nhi chalega",sarcastic
UP wale cross_mark Hijde wale check_mark_button,sarcastic
tuze wo agarwal ke ladke se to dharaye jyda hi lagani chahiye..,sarcastic
Ye thoda bhen ka laoda hai kya face_with_tears_of_joy,sarcastic
