Transliterated_Comment,sarcasm_label
Nehru was such a curse to our nation,non-sarcastic
Iss Rathi ko bolo kuch pd le phle...,sarcastic
jai jai shree ram raising_hands raising_hands,non-sarcastic
nujhe ye pata chal gaya ki oop wale hijde hai ( ee'm also from oop triangular_flag triangular_flag ),sarcastic
ees bahan ko red_heart dise selyut,non-sarcastic
#jaishreeram red_heart folded_hands hibiscus triangular_flag flexed_biceps_light_skin_tone,non-sarcastic
chapri log hote h ye tmij to h nhi chutiye ko,sarcastic
Ese hindus mar ku ni jaate face_with_symbols_on_mouth,non-sarcastic
Is ki maaa ki chut crying_face crying_face,sarcastic
dhruv or sudhansu ji ki debet ho to kon jeetega bhaiyo,non-sarcastic
Eska ilaaj to ak thappad mein ho sakta hain bas batmizi galat ensaan se ki didi face_with_tears_of_joy,sarcastic
body hisab se kar le ladki aamir bap ki bigdi aulad,sarcastic
bheem wale constitution ki ma ki chu kr dia toh neheru ne.,sarcastic
Bus bacche hi Paida karna hai pura mudda hi yahi hai face_with_tears_of_joy face_with_tears_of_joy,sarcastic
cross_mark face_with_tears_of_joy Moye moye face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
nountai dew dar ki maki chud check_mark_button,non-sarcastic
face_with_open_mouth face_with_open_mouth face_with_open_mouth face_with_open_mouth face_with_open_mouth clapping_hands clapping_hands face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
mountain dew dar ki ma chu*****,sarcastic
shivasenaa sanpavalyaa shivaaya yaa baaee laa chaina padanaara naaya jevhaa pana bolate tondaatoona hindoo dharmaavirodhee asate enraged_face enraged_face enraged_face enraged_face,non-sarcastic
muslim aurt sirf dekhe paise ke mang ne ke lia,sarcastic
Mullo s peace expect mt kro,sarcastic
vadon se apne mukarta nahi narne se mai kabhi darta nahi moai skull,non-sarcastic
yah waqt board khatm kar dena chahie,non-sarcastic
Es baar ye bhi jayega babri bhi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Best hijda award goes to up people face_with_tears_of_joy,sarcastic
tai tumchi mansikta tumchya ad nava sarkhi ahe baki kahi nahi heart_suit jai shri raan heart_suit,sarcastic
Heart touching video cross_mark heart attack video check_mark_button,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
फाटली का face_with_tears_of_joy face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing जास्त फाटली असेल तर शिवून घे face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy chal be chutiya aaj tak News face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Is katuee ki maa ki chutt face_with_symbols_on_mouth,sarcastic
dekho paise lene kun aya yahi log desh ko bhik manga banayenge,sarcastic
hichaa baapa dabala kaॉndona ghaalaayachaa visalaa aanee hee chinnaal raanda janmaalaa aalee hichyaa aaeechaa daanaa budhavaara petha chee raanda,non-sarcastic
nountain dew “dar ki ma ki choot”,non-sarcastic
kya ch£#tiya reporter hai ye lnd ka b sanghi,non-sarcastic
5 star + Mountain dew = dar ki maa ki chut skull face_with_tears_of_joy,non-sarcastic
"kaanoona ne adhikaara diyaa isakaa matalaba ye naheen hotaa kee la.dakiyaa apanee limita hee bhoola jaae,,,,,",sarcastic
fire fire red_heart red_heart red_heart red_heart,non-sarcastic
