Transliterated_Comment,sarcasm_label
Jinda the is liye masjid hata diya abhi jay shree ram Jinda hai folded_hands,sarcastic
jo neta free mein sab kuchh deta hai vah free mein desi bhej deta hai,sarcastic
Kothe pe bitha de apni bhen ko face_with_tears_of_joy,sarcastic
We have even darker past. When your forefathers came out of shitty places and tried to destroyed our heritage and culture our temples and build whatever they wanted.... This message will also be there with our children and their children,non-sarcastic
Do. Nothing cross_mark_button dar ke aage jeeth check_mark_button face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
eeska bap agar condom istemal karta to is panauti ka muh dekhana nhi parta,sarcastic
doston desh nein condom ki kahan kami hai use karo eesee ke upar pata chalega condom kya hota hai vasta kya hoti hai man chod do sale ki,sarcastic
eesko. goli kyu nahi mar rahi sarkar,sarcastic
eesko chandrayan 3 ke sath bhej dena chahiye tha,non-sarcastic
tum logon ki fat gai kya,sarcastic
aara bhai har cheez pa hindu nuslim karna band karo kyu munawar jeeta to tumra ko oonderworld don yad ata hai dusra time pa kyu nahi yad ata thu hai tuj jisa kimine soch walo pa thu,non-sarcastic
Gravity gayi ma chudane face_with_tears_of_joy face_with_tears_of_joy,sarcastic
hi c s t ci randdi diste,non-sarcastic
Or sunlo mulloo bhaiyo agr tumse nhi ho payega vo face_with_tears_of_joy face_with_tears_of_joy kaam to es mulle k pas bhej do bhn ko ye krlega ache se kaam face_with_tears_of_joy face_with_tears_of_joy,sarcastic
hi ek no chi nalayak bai ahe tula ky karaych tu tuja bag,sarcastic
She has taken Indian serial too seriously,non-sarcastic
ye bolne wala bhi jo tihad jail kat kar achuka hai,non-sarcastic
babri masjid jinda thi skull skull,non-sarcastic
aallaha hu akbar green_heart green_heart green_heart green_heart green_heart green_heart green_heart,non-sarcastic
aabhe bhenchoda glti teri a uti sala akd dikhana fudu bike ale,sarcastic
Lere land ke dekh le rolling_on_the_floor_laughing rolling_on_the_floor_laughing cross_mark,non-sarcastic
een log apne ap ko nawab samjhte h bhale kam chori fakiri ka krenge lekin apne ap ko badsah samjhte h manshik rogi h,non-sarcastic
Hame to apno ne loota gairo me kaha dam tha unhe to ham apne laude pe rakhte hai check_mark_button,sarcastic
aaree inka upar ka ticket confirm ho gya hai.. pap krne ka hadd par ho gya ab,non-sarcastic
Proud to be a Hindu triangular_flag triangular_flag,non-sarcastic
aa randi tu faqt baba saheb ambedkar yanchya savidhana mule jivant ahes rande ugach bapashi pangan,sarcastic
cross_mark enraged_face sub news Modi Modi krte hai sub mile hue hai,sarcastic
aga jhavaa.de tujhyaa gaandita aani puchita landa sharada pavaara cha ghaalata hote naa aataa uddhava thaakare ghaalanaara aahe,non-sarcastic
aayodhya vasi hindu nahi hijde hai,sarcastic
eenko double zameen di fhir bhi bheek mangna band nhi hua,non-sarcastic
Aur karo comment mein Congress jindabad Congress jindabad face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy Pappu cross_mark,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy ab jo Jago yar ....koye kuchi bhi bole ga visvaskarega hai khya,non-sarcastic
Allah hu akbar green_heart green_heart green_heart fire fire fire fire smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes,non-sarcastic
If hypocrisy had a face - Dhruv Rathe,non-sarcastic
5 Mountain star dew rolling_on_the_floor_laughing ..............,non-sarcastic
Ekta Kapoor se inspiration mili hai rolling_on_the_floor_laughing,non-sarcastic
bhai sb nhi h yrr jo akhilesh aur rahul gandhi ke najayez aulad the whi hijde h,sarcastic
Sometimes I really miss Major Surya Pratap. crying_face (From the film Shourya),non-sarcastic
Teri awaaz bohot chubti hai be face_with_tears_of_joy,non-sarcastic
dhruv rat hi ....sir samajh gaye..,sarcastic
Only dhruv rathee ka kam hai hum sab ka kam nahi hai smiling_face thinking_face thinking_face,sarcastic
hundred_points India India India India loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face backhand_index_pointing_left,non-sarcastic
Tari chut ma haa majit face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
bhai eendia wale tumhari aur tumhare desh ki le lenge agar hamare eendian flag ki respect nhi ki to moai,sarcastic
nathura ke bare me puri zindagi bolunga raising_hands,sarcastic
Proud to be muslim Wale nhi dikhai de rahe face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
ki lok ghan kamat karta na te hidu mla vatat ki tye tyancha aila ani bahinila pan asach bolta vatat ho na hidu dharm jopasnare yd zave,sarcastic
tu bhi jayega tera waqf board bhi,sarcastic
"yala pn arrest kara , konachi death mazak nahi , tya gunhegar kela gunha mafi chya layak nahi…",non-sarcastic
Bacche ko dhup me sukhane ke liye rakha tha kaya face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
tumhari jaise karigar ke hum ma na chhod de,non-sarcastic
Uncle justify song in real life,sarcastic
Jay shree Ram triangular_flag BJP red_heart,non-sarcastic
Gawar ki pehchen ayse he hota hai inko in duty Cm ke bare main bolo toh yeh off duty cm ke bare mai bol rahe hai clown_face,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing check_mark_button check_mark_button check_mark_button check_mark_button,non-sarcastic
Sita k saath jo rawan ky whi halala n face_with_tears_of_joy,non-sarcastic
Maharaj aap khud jail rah k aaye ho to chup hi rho face_with_tears_of_joy face_with_tears_of_joy,sarcastic
aare yarr mai kabhi kuchi fekti hoon to wo fatakse kyu gir jatti hain aaisa slow motion kyu nahi hota hai ? thinking_face,non-sarcastic
abbu ki beti grinning_face grinning_face grinning_face beaming_face_with_smiling_eyes grinning_face_with_smiling_eyes,non-sarcastic
Anjana Om Kashyap will be next Suchita Dalal fire fire,non-sarcastic
Obstacles are scared of his leg cat_with_tears_of_joy,non-sarcastic
Does sudhansu knows what is sitting cheif minister???Or he just comes to ….???,non-sarcastic
Baba ji apni jagah prr sahi h prr patrakarita................ face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
"Ladke Gali de ke bakchodi kre to ladke badnam nhi hote, gjb chomu log ho bhai log, tum sb ke 4, 4 Dande baja degi tb sukoon milegi face_with_tears_of_joy",non-sarcastic
Finally plastic ka baccha Bach Gaya clown_face,sarcastic
Chutiyaa rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing banaya thumko rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
Are baba B team aahe BJP chi fire,non-sarcastic
ra.ndee aahe too maaya ghaalee mahaaraashtraalaa kalanka laavoo nako jaaya paakistaanalaa raahilaa,sarcastic
Ab Papu gaya face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
ye bahota galata baata hai aise kisi ke bhi bhavanaavako thesa pohanchaane vaalaa kaama naaheen karanaa chaahie ina politeeshana ne. crying_face,non-sarcastic
haram ka mall marne sabse phele. aaate he ye sugar,sarcastic
oop wale hindu hijde hai sale chamche mulled pakisthani nsedi nikkal aabdul ki gandi aollad,sarcastic
thinking_face thinking_face winking_face_with_tongue winking_face_with_tongue Lamboka hilondo rolling_on_the_floor_laughing rolling_on_the_floor_laughing face_with_tears_of_joy face_with_tears_of_joy OK_hand OK_hand thumbs_up thumbs_up,non-sarcastic
tuzhya puchhit kiti jana chahiye bulla gela te sang adhi.. zhavade,sarcastic
bekaao aajtaak news nodee kaa saat,sarcastic
Mountain dew cross_mark Der ke ma ke chute check_mark_button skull moai,non-sarcastic
Par sarkar bani kaha rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic
hee baaee jyaa cheenhane nivadanooka ladhavinaara naa tyaa cheenhaalaa eka hee hindoo mata denaara naahee,non-sarcastic
Lauda Lelo mera face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
ye mljitni kadi kre utna achha hoga kta hua,non-sarcastic
पप्पू ने चुना लगा दिया सबको face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
education bahut jaroori hai tabhi anpad log bewkuf ban jate hai,sarcastic
godi media sarkar bane gi tabhi to pese bhi milege sarkar to nda ki ban rhi h,sarcastic
फ़िर क्या हुआ thinking_face thinking_face thinking_face,non-sarcastic
tareehee kaahee bhaadakhaaoo loka teelaa nete maanataata red_heart jaya shree raama triangular_flag,non-sarcastic
yadav ji ap logo ko ye mauka dobara nhi milega enraged_face enraged_face enraged_face,non-sarcastic
oop se hu but full support kiya bjp ko but kuch jatiwad hijdo ki wajah se up badnam ho gaya,sarcastic
jab 1984 me sikho ko jalaya ja raha tha tab kahan the ?,sarcastic
bewakoof tu bich mai aya he kyu,sarcastic
India Jai hind check_mark_button khalistan cross_mark boooooooooo,non-sarcastic
Me to bahut khush hu face_with_tears_of_joy,non-sarcastic
jail madhe mar khatana ek rap banav,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy kand krke q ro raha hai,sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing triangular_flag triangular_flag triangular_flag,non-sarcastic
apanaa dimaaga istemaala karanaa chaahie bahina,non-sarcastic
Rahul ne kha tha 1 laat milegi face_with_tears_of_joy face_with_tears_of_joy le lo ab Paisa,sarcastic
Mulle nhi dikh rhe khi bhi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
aaap patrkar ho ya bjp ke parvakata ho,non-sarcastic
