Transliterated_Comment,sarcasm_label
sarakaara banaane abhee pahuncha gayaa ko paisaa lene chalo paagala hai,sarcastic
gali de kr bhi bar bar gali dene wale button check_mark_button,sarcastic
jo log u.p walo ko aisa kah rhe hai wo ake dekhe aur bole fir pata chal jayega k u.p wale kya yaha insta pe bhonkne se kya hoga ... face_with_open_mouth,sarcastic
Pappu ne sbko pappu bna diya check_mark_button face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Or jitao congress ko face_with_tears_of_joy cut gya chutiya face_with_tears_of_joy,sarcastic
Serial wala acting ab reels me kab se aane laga bhai rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
kevala vaha baaten karate hain kaama kucha naheen,non-sarcastic
galti us car wale ki hai ki usne isse udayaa nii face_with_tears_of_joy face_with_tears_of_joy,sarcastic
eetna time nahi lagta gravity attract very fast,non-sarcastic
bol dhruv adhi bat leke ata hai,sarcastic
are hamaare shiva jee to bhole naatha hai| jo cha.daao saba sveekaara karate| aba ye mahilaa kee shakala aura akala hee phate condom kee taraha to bahee cha.dhaa rahee kyukee isake baapa ne ise paidaa karate taaima ye khuda cha.daayaa hotaa to ye dina unako na dekhano ko milataa| inake jaisee aulaade na ho isalie hee sarakaara condom kaa add de rahee relieved_face,sarcastic
nountain dew dar ki ma ki chut check_mark_button,sarcastic
बरोबर आहे smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes,non-sarcastic
"phir bhi walo ne bjp ko sabse jyada seat di h ye mat bhoolo, wo bat alag h ki 60℅ dogle bhi h",sarcastic
main eka muslima allaaha hoo akabara,non-sarcastic
yaa ashyaa haraamakhoraannaa nivadanukeechyaa velesa janatene nakkee vaaleeta taakaayalaa havan kaarana he sudharanaaryaatale naaheeta jyaa bhaarataata raahataata tetheela devadaivataanbaddala ashe ghaanerade shabda bolataayeta.... matadaara raajyaa naa maajhee vinnatee aahe ashyaa vyakteennaa tyaanchee laayakeenusaara jaagaa daakhavaayalaa havee....... folded_hands_light_skin_tone folded_hands_light_skin_tone folded_hands_light_skin_tone triangular_flag triangular_flag folded_hands_light_skin_tone folded_hands_light_skin_tone folded_hands_light_skin_tone,sarcastic
hichaa aaeelaa resa cha ghodaa laavaa saapadela tithan,non-sarcastic
Moye Moye ho gaye ho aap log rolling_on_the_floor_laughing,non-sarcastic
Backbenchers after learning the all concepts of Newton face_with_tears_of_joy,non-sarcastic
Jay shree ram clapping_hands fire raising_hands red_heart,non-sarcastic
यूपी वाले हिजड़े है हिजड़े face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth,non-sarcastic
India India India enraged_face enraged_face enraged_face,non-sarcastic
Tu chhinal ahe mhnun chhinal vanich bolnar,non-sarcastic
aise rila banaa banaakara kaba taka daaloge utho aura aavaaja uthaao inake khilaapha sirpha soshala meediyaa para laaika aura phaॉlo ke lie yaha saba mata karo isakaa sahee upayoga karo saba unako kabhee tikata na mile aisaa kaama karo,sarcastic
sahi kaha sanatan dharm ke jai triangular_flag triangular_flag triangular_flag,non-sarcastic
ai hindoo naee katalee kee olaada hai enraged_face,non-sarcastic
अयोध्या cross_mark cross_mark cross_mark सीतामढ़ी check_mark_button check_mark_button check_mark_button,sarcastic
If this is that rider's official ig then shame on you it's your fault and then you have decency to argue. It's because of you idiot chapri riders the reputation of other riders who well and truly knows how to ride safe take a hit as well.,non-sarcastic
Ek bar dhruv ko samne ana chahiye rolling_on_the_floor_laughing face to face debate hona chahiye,non-sarcastic
jaba teree maa.n ko teraa baapa pela rahaa hai to too nee pela sakataa hai kyaa teree maa.n ko face_with_tears_of_joy,sarcastic
aare jakar kam dekho sahi atankwadi ko to pakad nahin pate,non-sarcastic
jay shri ram triangular_flag triangular_flag triangular_flag,non-sarcastic
aba to bola do up baalo tuma hija.de ho,sarcastic
Abe Tu chal abe Tu chal chal re rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
13 baje bhi aiyega to nhi milega abb sudhro re mahilao berna katam kroge yogiadityanath jee ne face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
bc glti neri thi jo maine puri video dekhi,non-sarcastic
तेरे को तो बहुत मजा आता होगा face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
ekandareeta taaee mhanuna taaee shabdaachaa apamaana nakaa karoo,non-sarcastic
He said seating cm rolling_on_the_floor_laughing but blind devotees can't even hear also rolling_on_the_floor_laughing,sarcastic
ye bhosdeka h or gali bale lick kare,sarcastic
aaja dekha liyaa vota ke chota men desha kaa kyaa haala hai crying_face crying_face,non-sarcastic
eesa ko bagaira kodanma ke honaa,non-sarcastic
aapril fool banaya. oonko bada maja aya,non-sarcastic
kabje ka to pata nahi pr bhiek jarur mangoge skull,non-sarcastic
Is ki bhi gand jal gayi fire crying_face,non-sarcastic
Are he bhikar chodko he kam hota hai mufat ka Lena face_with_tears_of_joy congress aya nahi or inko paise hona face_with_tears_of_joy,sarcastic
ye sali ....jis din bhi dikh gai na samne......uska muhhh kala nahi kiyaa to mera nam bdl dena.........jaha bhi jati hogi mrvane waha condom leke hi ghumti hogi......beshhrrrmm kahi ki,sarcastic
een sab ki ma chod dunga mai agar mai rehta toooo,sarcastic
sushma gav zhavdi like button right_arrow,non-sarcastic
aapako pataa hai mirchee kahaa.n lagatee hai,non-sarcastic
"We can now have a ""BHARAT PROPERTY ACT"" fire fire fire fire",sarcastic
nala hiech sant nahi nakki kaavaryaa kote hich hich foda etaka zavaun zavaun mokala karava srwach hindfuni. ki khi nav shishamaa pan hi ranad ahe heil lonache lavadecha paahijeta,non-sarcastic
krishna ki abhari hoon ki hindu ghar me humko janam dia triangular_flag,non-sarcastic
jay shri ram jay shri ram jay shri ram yogi ji apki bhi jay ho bhagwan shri ram ke sath mein apke piche jay ho ki red_heart red_heart clapping_hands,non-sarcastic
aare jitne se milega na check_mark_button,sarcastic
tihaadee kee bahuta buree jala rahee hai face_with_tears_of_joy,non-sarcastic
"sir, burnol ke liye paise hai? fund raise toh nhi karna padega?",sarcastic
slightly_smiling_face thumbs_up jaaoode bhaavaa chukee tujhee naahee tyaa raatree tujhaa baapa gapa jhopalaa asataa tara haa divasa nasataa aalaa crying_face,non-sarcastic
