Transliterated_Comment,sarcasm_label
tulaa baaree laa kitee velaa naachavala te pana saanga.. aapala kadaka asatan,sarcastic
Lambo ka hilondo rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing had h yar kuch bhi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
eenka dimag ghootno me hota h kya?,sarcastic
nadharchodi ki bhi hadddd hoti h enraged_face,non-sarcastic
en nadarchodo ko pakistan bhejdo bhadveko,sarcastic
nera bhi ek bar hila lo ek bar,non-sarcastic
jara vakpha ko bolanan gaava me jaake ye claim kare face_with_tears_of_joy dama hai to,sarcastic
eat 5 star do nothing skull,sarcastic
kise ko deka nahi jairaha hai nunawar jit gaye to,non-sarcastic
rahul gandhi abhi pn nhi bana hai usko badnam mat karo pahle usko pn banne do,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy ऐ तो धंधे वाली की तरह बात कर राही है,sarcastic
Wah ab toh tumhari bahan tumhare Ghar me bhi safe nhi hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
teri too ja be chatoo vs jhaato,non-sarcastic
kona aahe kaa baghaa laandaa aahe chadhavaayalaa,sarcastic
mountain dew nhi moai desi daru ka kamal hai check_mark_button skull,sarcastic
Who are these people? Why the hate for India?,non-sarcastic
Media cross_mark . Dalal check_mark_button beaming_face_with_smiling_eyes,sarcastic
Chill Bhai log Aaj Tak wale hai ye Modi ke aulad handshake face_with_tears_of_joy,sarcastic
"bc desh ko phle hi kha chuke hai bhadwe ,",sarcastic
ही एका बापाची नाही..... face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
मोदी जी 5. Kg राशन मे लगे है अंध भक्त। मोदी के दो बैसाखी।।। एक तरफ नीतीश। दूसरी तरफ नायडू face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
cross_mark cross_mark cross_mark cross_mark cross_mark rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
"kharan bollaasa bhaavaa paksha badalalaa taree vichaara techa raahataata, are raama maanaayalaa kona saangataya tumhaanlaa, aamhee jabaradastee kelee kaa pana aamachyaa deveen devataanaa asan bhara chaukaata apamaanita taree karoo nakaa folded_hands folded_hands folded_hands kitee dvesha bharalaaya manaata aani mhane aataa mee bhaagavadhaaree jhaaleya, uddhava thaakare aani aaditya thaakare naa daheehandee chyaa tharaavara chadhavanaaree aaja tyaanchyaacha maandeelaa maandee laavoona basaleeya... are laaja pana vaatalee naahee kaa jaraa pana, aaja baalaasaaheba asate tara tyaanchan kaaya jhaalan asata he devaalaacha maahitee pleading_face",sarcastic
eesko thoda bhi shram nhi hai jo itna ganda kam ki,non-sarcastic
nautendew dar ki ma ki chhu,non-sarcastic
aasli roop me aoo surpanakha pleading_face,sarcastic
fir sanvidhan khatre me kyo nahi aya?,sarcastic
Ghr jao fata fat fata fat rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
ab mummy bimaar ho gi ke chadarmod face_with_tears_of_joy face_with_tears_of_joy,sarcastic
tulaa jhaadaalaa baandhoona sagalaa mahaaraashtra jhavalaa paahije,non-sarcastic
government kha bni congress ki government bnti to garebo ko milta,sarcastic
"gali dene pe majboor mat kar.... kashmir bhul gaya, tan hotel pata nahi kitne plane hijack bhul gaya.... beta tum pehele apni stithi dekho atankwadio",sarcastic
Tera channel bhi jhutha tu bhi jhutha,non-sarcastic
congress ko vote dene wale hijde hai check_mark_button,sarcastic
