Transliterated_Comment,sarcasm_label
nai chutiya hun| guys jo yaha ayi,non-sarcastic
Hajam ni hora ye log ko face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Khatakhat khatakhat jhooth face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy .. Not surprised at all.. As expected... face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
daaooda ibraahima kaa naama munavvara kee jeeta se kyon jo.da rahe ho bevakoopha patrakaara,sarcastic
Sudhanshu Trivedi always and always great person,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
rolling_on_the_floor_laughing दारू की पावर check_mark_button tumbler_glass pouring_liquid,non-sarcastic
Tum to ma ko bhi chod dalo kyuki tum apni ma ko ache se jante ho face_with_tears_of_joy,non-sarcastic
teri ma chudanga kattue teri luli hai ni jo hai woh bhi ukad denge,non-sarcastic
"Gravity gai ma chudane,esi koi naam hi ni hoti face_with_tears_of_joy face_with_tears_of_joy",sarcastic
bolo up walo ham dogle he hindu nhi he,sarcastic
Chapri rider ki maki chut fire fire fire,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy lo Bhai ye bhi sun lo ab eisko bhi Hindu Muslim kr rhe h.. face_with_tears_of_joy face_with_tears_of_joy mujhe pta h tum log nhi sudherne wale,non-sarcastic
orr jo video bna raha hai uska kya??,non-sarcastic
काहे नही दुःख होगा उसको उसका कार तक आने का सफर किसने देखा पता नही क्या क्या कीमत चुकानी पड़ी होगी बेचारी को face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
are bolaa chyaa aadhee thodee phaara laaja vaatoo de... too kunaa vishayee boloona raahilee aahe .haa tara vichaara kara.. kaa sodalee laaja,sarcastic
clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
Muslim dharm bolte hai bhai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Shudhanshu Trivedi great mind red_heart red_heart red_heart,non-sarcastic
moai moai moai moai moai moai moai moai moai moai moai dar ki maa chod de face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
aab app log ka rasan bhi band hoga. our do vote paisa ke liye,sarcastic
Bast acting pathar ne kia clapping_hands clapping_hands,non-sarcastic
pana mee kaaya mhanatoya… too kashaalaa madhee aaee ghaalaayachee… too yaa garama vaataavaranaata saapadalaa aataa… tujhyaa khuttaa jaanaara aahe… gaan… vara nibandha liheelaa jaanaara bagha tujhyaa..,sarcastic
