Transliterated_Comment,sarcasm_label
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
hijde hai up ke hindu check_mark_button,sarcastic
"mainne aksara dekhaa hai teevee yaa nyooza men graameena logon ko hee dikhaayaa thaa, kabhee kisee selibritee ko naheen dikhaayaa jaataa ki vah bhee vota dene gae hain laaina men laga kara",non-sarcastic
Bhai wo sab sitting cm nhi the,non-sarcastic
hilaa jhavaadee maananaaryaannee laaeeka karaa avocado carrot,non-sarcastic
fir bhi hume akal nai ati...,sarcastic
sarkar toh bhul jaa face_with_tears_of_joy or bol paisa dene jita hai na up mai smajhwadi party or congress bol paisa dene nhi toh congress ka gand marayega jld hi face_with_tears_of_joy,sarcastic
too jhaalee tevhaacha kaa naaya melee,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
"sudhir chaudri bhi atankwadi he kyuki iske kartut ko sare india ne dekha tha,, aur tihad jail me tha, chapri",non-sarcastic
bolataanaa tonda saanbhaaloona bola baaee aapana konaavishayee bolata aahe yaachaa bhaana asu deta. enraged_face face_with_symbols_on_mouth,sarcastic
bhai yo mara bhi khali ha jarurat ho to mang lana,non-sarcastic
ek jhapad m moot deti ye behenkilodi hosh ata bhi ya nhi pta nhi chlta,non-sarcastic
abe chal na chutta nai hai mere pas face_with_tears_of_joy face_with_tears_of_joy red_heart,non-sarcastic
tujhyaa aaee chaa bhosadaa aaee ghaale tujhee aaee pana hecha karaayachee,non-sarcastic
triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic
Khade ho ke video banane se accha ek ek daang le kar hadiya Tod te na mardo Sharm hai lanat hai tum pe enraged_face enraged_face enraged_face enraged_face,non-sarcastic
Or do vote Papu ko face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy yrrr ye Kitna osam hai,non-sarcastic
Bro please send this show details video link,non-sarcastic
flexed_biceps OK_hand face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
aaage dekhte hain bjp aega na fire fire,non-sarcastic
ye kyu hai sir isko bnd krwao kitne hinduo ki zameen kha chuke hai ye log hundred_points,sarcastic
Ek repte me mr jayegi face_with_tears_of_joy,non-sarcastic
"aataa eka kaama kara, aaee laa gheoona ekaa mothyaa bildara kade jaa aani maga baakeechyaa stepsa tulaa maaheetacha aaheta face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy",sarcastic
Too ek kaam kare karde to fhir face_with_open_mouth,non-sarcastic
Waqt act hatne wala hai face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
godi media cross_mark_button gobar khane wali media check_mark_button,sarcastic
