Transliterated_Comment,sarcasm_label
"aaeeghale, tujhaa chadhilaa bhokaa tarakitee aaheta?",sarcastic
Bolne do taklfi hui hai ushe face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Sari mazzid ka naam batao ek ek ki ma chodni h face_with_tears_of_joy thumbs_up_light_skin_tone,sarcastic
beta mai hota to hath dikhata nhi seedhe dalta teri me hutiye ek to glti teri uppr se chauda ho rha h bisi,sarcastic
eat 5 star do nothing + bayam vadhulu gelichi chudu mountain dew,non-sarcastic
Darr ki maa ka bho**a face_with_tears_of_joy,non-sarcastic
राहुल गांधी कि केन्द्र सरकार बनती तो देते face_with_tears_of_joy face_with_tears_of_joy,sarcastic
aabhi 9month ki mehnat bekar ho jati,non-sarcastic
tumari maka bhoshda lodi lodi lodi middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger,non-sarcastic
shia sala. har jagah rote rehte. noharram mein bhi rote raho.,sarcastic
Bhaai m to maar deta face_with_tears_of_joy,non-sarcastic
eetna mat giro yar bhagvan se dro,non-sarcastic
Aur do congress ko vote.... Chutiya banaya tmko congress party ne face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Sath me bolo Tere ammi ki bur face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Lavada lag too face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
