Transliterated_Comment,sarcasm_label
The truck saved him not his skill raising_hands,sarcastic
Mountain dew cross_mark red bull check_mark_button,non-sarcastic
"In allah we trust, In public we burst, In siblings we lust, In riots we first, our brain is rust.",non-sarcastic
proud to be sanatan dharma triangular_flag moai,non-sarcastic
phele 150000 nodi ji se milo jo bank me aana tha,non-sarcastic
aasi v sikh a but a kam na kro eendia,non-sarcastic
aare hila awara koni ky faltu bai age,non-sarcastic
cross_mark cross_mark Camera man cross_mark cross_mark cross_mark cross_mark,sarcastic
booda admi karke bol gyea agar hota koi hor eski ma chood deni ti,non-sarcastic
bhaaee tujhe kyaa dikkata hai beejepee se yaara too hindoo nahee hai kyaa,sarcastic
disappointed_face disappointed_face disappointed_face shame on them.....,non-sarcastic
cross_mark cross_mark cross_mark cross_mark cross_mark cross_mark,non-sarcastic
hum jabtak sun sakte hai sunenge fir juban kat denhe,non-sarcastic
"khule am chori he.. khuda ke nam bhik mangte hue suna tha, yeh toh khuda ke nam lut machi he",sarcastic
chi aur kitna giroge yar..isko talent bolte beee jo tere me nhi h,sarcastic
kaa? 2 janaannaa udavalyaavara daakhavalelaa paishaachaa maaja kuthe gelaa??? tyaavelee naahee kamenta kelee..tevhaa dama nhavataa vaatata tujhyaa saarakhyaa mardaata???,sarcastic
Haat allah ki lavdi face_with_tears_of_joy face_with_tears_of_joy,sarcastic
bhai sharm tumko nhi karni tum garv se kho ki tum up se ho sharm to unko ani chaiye jo dogle hai aab bas ek kam krna oop me aapni ek team bna ke chlo kyuki ye nhi pta tumhare oop ka konsa banda tumhare sath he dhoka kar jaye or agar kbhi esa kuch ho to rajsthan chale ana yha tumko narazgi jrur dikh jayegi bhut jgha par gaddar kbhi nhi milega,non-sarcastic
aa sale media bhai ko bhai se ladane ka kam karte hai,sarcastic
nikal ke faikna chahiye iss act ko kya chutiyapa act hai sala apna ghar donate kardena lelo karke,sarcastic
Mera do dill nikal aaya loudly_crying_face loudly_crying_face,non-sarcastic
Ram bhi up se the kuch soch kar bolan bhakton face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy grinning_face_with_sweat grinning_face_with_sweat,sarcastic
tum sirf fuddi kholke rakho fir khata khata nikalega har sal,sarcastic
smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes raising_hands clapping_hands,non-sarcastic
iske vakt condom fat gaya ho gaya galti se isiliye ye londiya ho gayi,non-sarcastic
"hijde to juban or iman k pakke hote h,inse tulna mt kro bhai up wale to inse bhi tulna krne layak ni h",non-sarcastic
Uski aukat hogi to dega na bhadva sala face_with_tears_of_joy face_with_tears_of_joy,sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
eka dusaryaachee ghaaloo nakaa ghaachkarana hoeela,non-sarcastic
Ab lo khata khat face_with_tears_of_joy check_mark_button,sarcastic
tyaa divashee medikala chaaloo asate tara hi aulaada paidaa jhaalee nasatee crying_face,non-sarcastic
aaisa kuch agar nuslim bhai ke dharm par bol dete ya kr dete to wo log ab tak ise jan se mar deta bus hum hi chup hai crying_face,sarcastic
Jaise ap ho congress ki playing nesting_dolls doll face_with_tears_of_joy,sarcastic
5 star + dew = depression skull skull,sarcastic
Gravity gyi Mc ne face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Set pe aane se pehle dimaag aur sharam ghar pe bhul aaya hai yeh chudhir grinning_face_with_sweat,non-sarcastic
tumchy saglay cha manat jar khrch shree ram aasti na tr he ashe sagali ghanade shabdha ali cha nasti,non-sarcastic
