Transliterated_Comment,sarcasm_label
sabash clapping_hands (hum toh anpadh hai),sarcastic
yeh logo ko pakistan mein bhej dena chahiye tha jab batwara hua tha yeh din ata nahi,non-sarcastic
yadzava.. swasta limelight paije yanna..pokal bambuche fatke dya yala face_with_tears_of_joy,non-sarcastic
Abe Kaisa topa Hai Tope mein bhi topa Nahin Hai face_with_tears_of_joy,non-sarcastic
face_with_tears_of_joy face_with_open_mouth face_with_open_mouth face_with_open_mouth face_with_open_mouth face_with_open_mouth face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
oop bale nahi cross_mark ayodhya bale check_mark_button,non-sarcastic
aab ki chutiya soch face_with_monocle .....kabi nhi sodru gy,sarcastic
"jo hai hi s,yony usko condom hi milega",non-sarcastic
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic
Kat√€ Teri m ki ((hut face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Baki ke video me toh muh utha ke aa jayga ladke or ladkiya proud to be mushlim ab koi dikhai kyu nhi de raha face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Dar wo kya hota hai grinning_face_with_sweat,non-sarcastic
eendia eendia eendia eendia eendia eendia eendia eendia,non-sarcastic
"no 1500 sal purani mandir kaise waqf board ki hogi, jab ki islam ka janam hi 1400 sal pahile hua, shyad kafi logo pata nahi akhand bharat kaha tak tha, open history and wake up to reality. jai shri ram folded_hands",non-sarcastic
fire fire fire fire fire fire fire,non-sarcastic
"chalo aapa jahaan kaangresa jeeta chukee hai vahaan ki logon ko achchee jaॉba aura mahilaaon ko hara maheene 8500 bainka khaate men aanaa hee chaahie kyonki una logon ne kaangresa para vishvaasa kiyaa hai aura kaangresa ko vota diyaa hai aba dekhate hain kaangresa apanaa vaadaa pooraa karatee hai yaa naheen aura jahaan para samaajavaadee paartee hai vaha bhee apanaa vaadaa pooraa karatee hai yaa naheen jo gareebon kee baaten karate hain yaa sirpha chunaava jeetane ke lie meraa bhaarata mahaana satyameva jayate,, eendia flexed_biceps",sarcastic
Gali nhi h dosto ye to jajbat h mere face_with_tears_of_joy,non-sarcastic
Eat 5 star do nothing skull_and_crossbones,sarcastic
"bolata reh,teri ane wali nasalo kobhi batakar ja kuch ukhadenge nahi",sarcastic
owesi ko l jaao... face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
